Tarih,TP_KM_B27
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,5358.0
2003-01-01,15990.0
2003-02-01,15824.0
2003-03-01,26131.0
2003-04-01,18203.0
2003-05-01,14861.0
2003-06-01,26626.0
2003-07-01,21237.0
2003-08-01,19564.0
2003-09-01,17766.0
2003-10-01,19276.0
2003-11-01,18067.0
2003-12-01,19244.0
2004-01-01,48096.0
2004-02-01,29628.0
2004-03-01,14104.0
2004-04-01,208986.0
2004-05-01,18782.0
2004-06-01,21144.0
2004-07-01,33346.0
2004-08-01,48876.0
2004-09-01,52408.0
2004-10-01,44562.0
2004-11-01,54825.0
2004-12-01,58645.0
2005-01-01,57761.0
2005-02-01,58637.0
2005-03-01,59944.0
2005-04-01,78114.0
2005-05-01,71745.0
2005-06-01,98077.0
2005-07-01,72026.0
2005-08-01,73693.0
2005-09-01,94547.0
2005-10-01,90559.0
2005-11-01,77169.0
2005-12-01,127563.0
2006-01-01,94393.0
2006-02-01,73311.0
2006-03-01,101950.0
2006-04-01,121133.0
2006-05-01,237780.0
2006-06-01,219541.0
2006-07-01,209615.0
2006-08-01,139364.0
2006-09-01,139179.0
2006-10-01,176739.0
2006-11-01,188265.0
2006-12-01,161797.0
2007-01-01,172101.0
2007-02-01,142866.0
2007-03-01,224562.0
2007-04-01,181042.0
2007-05-01,116242.0
2007-06-01,133608.0
2007-07-01,127447.0
2007-08-01,117240.0
2007-09-01,253976.0
2007-10-01,272527.0
2007-11-01,430898.0
2007-12-01,477128.0
2008-01-01,287612.0
2008-02-01,376313.0
2008-03-01,444297.0
2008-04-01,439450.0
2008-05-01,440837.0
2008-06-01,358975.0
2008-07-01,391592.0
2008-08-01,372102.0
2008-09-01,475246.0
2008-10-01,506913.0
2008-11-01,449352.0
2008-12-01,369919.0
2009-01-01,351098.0
2009-02-01,188166.0
2009-03-01,203993.0
2009-04-01,177717.0
2009-05-01,240243.0
2009-06-01,269893.0
2009-07-01,518956.0
2009-08-01,628017.0
2009-09-01,789089.0
2009-10-01,401441.0
2009-11-01,652553.0
2009-12-01,1153141.0
2010-01-01,971073.0
2010-02-01,1129424.0
2010-03-01,1700276.0
2010-04-01,1441698.0
2010-05-01,1468674.0
2010-06-01,1965227.0
2010-07-01,1764162.0
2010-08-01,1874915.0
2010-09-01,2408350.0
2010-10-01,2378446.0
2010-11-01,2800510.0
2010-12-01,3001798.0
2011-01-01,2675845.0
2011-02-01,2572074.0
2011-03-01,2547166.0
2011-04-01,2369894.0
2011-05-01,2742133.0
2011-06-01,3009774.0
2011-07-01,2945856.0
2011-08-01,2862231.0
2011-09-01,2990108.0
2011-10-01,2798313.0
2011-11-01,2604415.0
2011-12-01,2601255.0
2012-01-01,2253088.0
2012-02-01,2177012.0
2012-03-01,2115809.0
2012-04-01,1900173.0
2012-05-01,2321367.0
2012-06-01,1931404.0
2012-07-01,1252651.0
2012-08-01,1455887.0
2012-09-01,1461729.0
2012-10-01,1421016.0
2012-11-01,1476022.0
2012-12-01,2240673.0
2013-01-01,2160756.0
2013-02-01,2196496.0
