Tarih,TP_KM_B20
2000-01-01,611397.0
2000-02-01,635031.0
2000-03-01,667180.0
2000-04-01,676059.0
2000-05-01,673438.0
2000-06-01,732085.0
2000-07-01,721906.0
2000-08-01,740288.0
2000-09-01,730503.0
2000-10-01,719399.0
2000-11-01,726758.0
2000-12-01,735207.0
2001-01-01,778984.0
2001-02-01,884900.0
2001-03-01,965948.0
2001-04-01,1007117.0
2001-05-01,1017154.0
2001-06-01,1139919.0
2001-07-01,1152870.0
2001-08-01,1194927.0
2001-09-01,1309921.0
2001-10-01,1243803.0
2001-11-01,1069297.0
2001-12-01,1016370.0
2002-01-01,806946.0
2002-02-01,836678.0
2002-03-01,805036.0
2002-04-01,818733.0
2002-05-01,878294.0
2002-06-01,995639.0
2002-07-01,1082286.0
2002-08-01,1099168.0
2002-09-01,1126641.0
2002-10-01,1081398.0
2002-11-01,1002543.0
2002-12-01,1107617.0
2003-01-01,1068685.0
2003-02-01,989267.0
2003-03-01,956395.0
2003-04-01,863153.0
2003-05-01,860130.0
2003-06-01,798920.0
2003-07-01,808924.0
2003-08-01,869397.0
2003-09-01,890344.0
2003-10-01,856266.0
2003-11-01,889062.0
2003-12-01,958048.0
2004-01-01,909280.0
2004-02-01,897355.0
2004-03-01,846696.0
2004-04-01,1082384.0
2004-05-01,1041583.0
2004-06-01,1007489.0
2004-07-01,962374.0
2004-08-01,924676.0
2004-09-01,985550.0
2004-10-01,905686.0
2004-11-01,909531.0
2004-12-01,934259.0
2005-01-01,743126.0
2005-02-01,761893.0
2005-03-01,842213.0
2005-04-01,888497.0
2005-05-01,811382.0
2005-06-01,899973.0
2005-07-01,789242.0
2005-08-01,663146.0
2005-09-01,603696.0
2005-10-01,497956.0
2005-11-01,513902.0
2005-12-01,571545.0
2006-01-01,544298.0
2006-02-01,465786.0
2006-03-01,526579.0
2006-04-01,743505.0
2006-05-01,888852.0
2006-06-01,996572.0
2006-07-01,901367.0
2006-08-01,723446.0
2006-09-01,799341.0
2006-10-01,683549.0
2006-11-01,798890.0
2006-12-01,789888.0
2007-01-01,1404519.0
2007-02-01,1325688.0
2007-03-01,1597954.0
2007-04-01,1415632.0
2007-05-01,1279743.0
2007-06-01,1930079.0
2007-07-01,1754178.0
2007-08-01,1552796.0
2007-09-01,1996091.0
2007-10-01,1675442.0
2007-11-01,1848134.0
2007-12-01,2566386.0
2008-01-01,1980857.0
2008-02-01,2035491.0
2008-03-01,2719549.0
2008-04-01,2417615.0
2008-05-01,2273982.0
2008-06-01,3356514.0
2008-07-01,2898546.0
2008-08-01,2987907.0
2008-09-01,3464445.0
2008-10-01,2873031.0
2008-11-01,2613573.0
2008-12-01,2484010.0
2009-01-01,1890294.0
2009-02-01,1689863.0
2009-03-01,2783610.0
2009-04-01,3219990.0
2009-05-01,3447306.0
2009-06-01,4882508.0
2009-07-01,4686820.0
2009-08-01,5301754.0
2009-09-01,6342028.0
2009-10-01,5774389.0
2009-11-01,6251117.0
2009-12-01,7979543.0
2010-01-01,7664471.0
2010-02-01,8138634.0
2010-03-01,9433644.0
2010-04-01,9233472.0
2010-05-01,9706836.0
2010-06-01,10889674.0
2010-07-01,10932879.0
2010-08-01,10699578.0
2010-09-01,12084329.0
2010-10-01,11503158.0
2010-11-01,11892587.0
2010-12-01,13640668.0
2011-01-01,11180315.0
2011-02-01,10936225.0
2011-03-01,11301971.0
2011-04-01,10588023.0
2011-05-01,10678833.0
2011-06-01,11640109.0
2011-07-01,10809511.0
2011-08-01,10439660.0
2011-09-01,10710680.0
2011-10-01,10474897.0
2011-11-01,10270985.0
2011-12-01,11168189.0
2012-01-01,9711893.0
2012-02-01,9517393.0
2012-03-01,10349769.0
2012-04-01,9396159.0
2012-05-01,9699043.0
2012-06-01,10406120.0
2012-07-01,8574497.0
2012-08-01,9005430.0
2012-09-01,9346429.0
2012-10-01,9062871.0
2012-11-01,9866687.0
2012-12-01,12455047.0
2013-01-01,10882058.0
2013-02-01,10550476.0
2013-03-01,12185229.0
2013-04-01,10711848.0
2013-05-01,11097333.0
2013-06-01,13268664.0
2013-07-01,12829212.0
2013-08-01,13576445.0
2013-09-01,15841253.0
2013-10-01,13958673.0
2013-11-01,15203420.0
2013-12-01,17041084.0
2014-01-01,15899767.0
2014-02-01,15559288.0
2014-03-01,16423978.0
2014-04-01,15969637.0
2014-05-01,16031796.0
2014-06-01,18890379.0
2014-07-01,16999525.0
2014-08-01,17057495.0
2014-09-01,20444665.0
2014-10-01,18043543.0
2014-11-01,18037103.0
2014-12-01,23284815.0
2015-01-01,21061105.0
2015-02-01,21822399.0
2015-03-01,26353383.0
2015-04-01,25598863.0
2015-05-01,25986937.0
2015-06-01,27225823.0
2015-07-01,24756172.0
2015-08-01,26496169.0
2015-09-01,26864659.0
2015-10-01,24135624.0
2015-11-01,26005242.0
2015-12-01,28787205.0
2016-01-01,26907459.0
2016-02-01,25759489.0
2016-03-01,27886835.0
2016-04-01,27244584.0
2016-05-01,32610959.0
2016-06-01,30516808.0
2016-07-01,29562391.0
2016-08-01,28650907.0
2016-09-01,29408160.0
2016-10-01,28583144.0
2016-11-01,30509533.0
2016-12-01,34639919.0
2017-01-01,33843724.0
2017-02-01,32550923.0
2017-03-01,34049533.0
2017-04-01,31818732.0
2017-05-01,33908963.0
