Tarih,TP_KM_B16
2000-01-01,710613.0
2000-02-01,783665.0
2000-03-01,841732.0
2000-04-01,842519.0
2000-05-01,835106.0
2000-06-01,854266.0
2000-07-01,855719.0
2000-08-01,977652.0
2000-09-01,1197783.0
2000-10-01,1299517.0
2000-11-01,1310661.0
2000-12-01,1452342.0
2001-01-01,1463732.0
2001-02-01,1482595.0
2001-03-01,1466930.0
2001-04-01,1464952.0
2001-05-01,1463362.0
2001-06-01,1427071.0
2001-07-01,1407712.0
2001-08-01,1410245.0
2001-09-01,1498205.0
2001-10-01,1481615.0
2001-11-01,1489650.0
2001-12-01,1890718.0
2002-01-01,1824055.0
2002-02-01,1818020.0
2002-03-01,1919582.0
2002-04-01,1918636.0
2002-05-01,1918881.0
2002-06-01,1800212.0
2002-07-01,2019723.0
2002-08-01,2028392.0
2002-09-01,2028616.0
2002-10-01,2029809.0
2002-11-01,2078587.0
2002-12-01,2107131.0
2003-01-01,2185006.0
2003-02-01,2183202.0
2003-03-01,2193211.0
2003-04-01,2683237.0
2003-05-01,2683548.0
2003-06-01,2669414.0
2003-07-01,2508487.0
2003-08-01,2497265.0
2003-09-01,2523597.0
2003-10-01,2594617.0
2003-11-01,2670095.0
2003-12-01,2908443.0
2004-01-01,2896351.0
2004-02-01,2894571.0
2004-03-01,2897935.0
2004-04-01,2913320.0
2004-05-01,2899438.0
2004-06-01,2946128.0
2004-07-01,2275646.0
2004-08-01,2190493.0
2004-09-01,2176568.0
2004-10-01,2269493.0
2004-11-01,2312729.0
2004-12-01,2529750.0
2005-01-01,2475780.0
2005-02-01,2484833.0
2005-03-01,2466855.0
2005-04-01,2471719.0
2005-05-01,2464897.0
2005-06-01,2442612.0
2005-07-01,2420325.0
2005-08-01,2411851.0
2005-09-01,2467612.0
2005-10-01,2497827.0
2005-11-01,2534060.0
2005-12-01,2642464.0
2006-01-01,1199355.0
2006-02-01,1191411.0
2006-03-01,1202765.0
2006-04-01,1201721.0
2006-05-01,1187426.0
2006-06-01,1113690.0
2006-07-01,1095261.0
2006-08-01,1092169.0
2006-09-01,1143398.0
2006-10-01,1193597.0
2006-11-01,1216836.0
2006-12-01,1269653.0
2007-01-01,812238.0
2007-02-01,814926.0
2007-03-01,802500.0
2007-04-01,798846.0
2007-05-01,773316.0
2007-06-01,790809.0
2007-07-01,773191.0
2007-08-01,782552.0
2007-09-01,822557.0
2007-10-01,1246933.0
2007-11-01,1283860.0
2007-12-01,1338425.0
2008-01-01,1405370.0
2008-02-01,1310275.0
2008-03-01,1355806.0
2008-04-01,1412125.0
2008-05-01,1511350.0
2008-06-01,1554328.0
2008-07-01,1576232.0
2008-08-01,1515337.0
2008-09-01,1414999.0
2008-10-01,1416377.0
2008-11-01,1338691.0
2008-12-01,1463842.0
2009-01-01,1318744.0
2009-02-01,1310212.0
2009-03-01,1422351.0
2009-04-01,1438598.0
2009-05-01,1458297.0
2009-06-01,1541998.0
2009-07-01,1495229.0
2009-08-01,1438883.0
2009-09-01,1222524.0
2009-10-01,1096805.0
2009-11-01,1122237.0
2009-12-01,1391274.0
2010-01-01,1358940.0
2010-02-01,1314331.0
2010-03-01,1324747.0
2010-04-01,1350725.0
2010-05-01,1405007.0
2010-06-01,1547368.0
2010-07-01,1558502.0
2010-08-01,1516482.0
2010-09-01,1448507.0
2010-10-01,1325581.0
2010-11-01,1410391.0
2010-12-01,1532610.0
2011-01-01,1589390.0
2011-02-01,1750617.0
2011-03-01,1953948.0
2011-04-01,2053731.0
