Tarih,TP_KM_B18
2013-06-01,122254.0
2013-07-01,240848.0
2013-08-01,269230.0
2013-09-01,276495.0
2013-10-01,276796.0
2013-11-01,271212.0
2013-12-01,268820.0
2014-01-01,278396.0
2014-02-01,276336.0
2014-03-01,289949.0
2014-04-01,275008.0
2014-05-01,268036.0
2014-06-01,188272.0
2014-07-01,185365.0
2014-08-01,170355.0
2014-09-01,177657.0
2014-10-01,193861.0
2014-11-01,186168.0
2014-12-01,195225.0
2015-01-01,172007.0
2015-02-01,190583.0
2015-03-01,383981.0
2015-04-01,419739.0
2015-05-01,482882.0
2015-06-01,607337.0
2015-07-01,498133.0
2015-08-01,403796.0
2015-09-01,409007.0
2015-10-01,478105.0
2015-11-01,494120.0
2015-12-01,428893.0
2016-01-01,430482.0
2016-02-01,500220.0
2016-03-01,439295.0
2016-04-01,428078.0
2016-05-01,455576.0
2016-06-01,480304.0
2016-07-01,476411.0
2016-08-01,466212.0
2016-09-01,476423.0
2016-10-01,423400.0
2016-11-01,555470.0
2016-12-01,551234.0
2017-01-01,1411197.0
2017-02-01,641275.0
2017-03-01,551906.0
2017-04-01,523634.0
2017-05-01,686330.0
2017-06-01,664289.0
2017-07-01,652940.0
2017-08-01,639357.0
2017-09-01,647834.0
2017-10-01,644527.0
2017-11-01,644523.0
2017-12-01,697425.0
2018-01-01,741838.0
2018-02-01,752062.0
2018-03-01,729687.0
2018-04-01,703626.0
2018-05-01,718187.0
2018-06-01,685290.0
2018-07-01,708385.0
2018-08-01,743098.0
2018-09-01,698628.0
2018-10-01,696988.0
2018-11-01,641674.0
2018-12-01,646779.0
2019-01-01,705890.0
2019-02-01,666464.0
2019-03-01,610381.0
2019-04-01,693460.0
2019-05-01,730408.0
2019-06-01,780044.0
2019-07-01,794290.0
2019-08-01,840774.0
2019-09-01,823254.0
2019-10-01,789548.0
2019-11-01,775122.0
2019-12-01,825105.0
2020-01-01,973930.0
2020-02-01,932586.0
2020-03-01,999370.0
2020-04-01,1153670.0
2020-05-01,1186340.0
2020-06-01,1283738.0
2020-07-01,1287193.0
2020-08-01,1268032.0
2020-09-01,1420921.0
2020-10-01,1480628.0
2020-11-01,1881084.0
2020-12-01,1965752.0
2021-01-01,1899674.0
2021-02-01,1842523.0
2021-03-01,1953846.0
2021-04-01,1944054.0
2021-05-01,1912699.0
2021-06-01,1938739.0
2021-07-01,1944695.0
2021-08-01,1890431.0
2021-09-01,2121632.0
2021-10-01,2048556.0
2021-11-01,2168212.0
2021-12-01,2102935.0
2022-01-01,3586650.0
2022-02-01,3386169.0
2022-03-01,3330527.0
2022-04-01,3295065.0
2022-05-01,3965668.0
2022-06-01,4159775.0
2022-07-01,4224339.0
2022-08-01,4603753.0
2022-09-01,5078282.0
2022-10-01,5234522.0
2022-11-01,5301545.0
2022-12-01,5638997.0
2023-01-01,5727309.0
2023-02-01,5093424.0
2023-03-01,5464517.0
2023-04-01,6011118.0
2023-05-01,6132265.0
2023-06-01,6575086.0
2023-07-01,6707163.0
2023-08-01,6910277.0
2023-09-01,7226109.0
2023-10-01,7155726.0
2023-11-01,7152597.0
2023-12-01,7241866.0
2024-01-01,7488662.0
2024-02-01,7613985.0
2024-03-01,7545640.0
2024-04-01,8093188.0
2024-05-01,7768808.0
2024-06-01,7168795.0
2024-07-01,7499519.0
2024-08-01,8334041.0
2024-09-01,8573773.0
2024-10-01,8646339.0
2024-11-01,8678528.0
2024-12-01,7878566.0
2025-01-01,7872683.0
2025-02-01,8561538.0
2025-03-01,8687383.0
2025-04-01,9122393.0
2025-05-01,10201504.0
2025-06-01,14228939.0
2025-07-01,14876238.0
2025-08-01,15429612.0
