Tarih,TP_KM_F07
2000-01-01,4265389.0
2000-02-01,4212273.0
2000-03-01,4051055.0
2000-04-01,4275297.0
2000-05-01,4518533.0
2000-06-01,4200669.0
2000-07-01,4811756.0
2000-08-01,4745102.0
2000-09-01,4638614.0
2000-10-01,4981155.0
2000-11-01,5465195.0
2000-12-01,5636461.0
2001-01-01,6399287.0
2001-02-01,6632318.0
2001-03-01,6214272.0
2001-04-01,6619704.0
2001-05-01,6757192.0
2001-06-01,6424154.0
2001-07-01,6682626.0
2001-08-01,7230037.0
2001-09-01,6988994.0
2001-10-01,7568985.0
2001-11-01,7888617.0
2001-12-01,7572504.0
2002-01-01,8133496.0
2002-02-01,8511347.0
2002-03-01,8192409.0
2002-04-01,8174912.0
2002-05-01,7889543.0
2002-06-01,7435657.0
2002-07-01,8167837.0
2002-08-01,8307721.0
2002-09-01,8283550.0
2002-10-01,8713268.0
2002-11-01,9360220.0
2002-12-01,7902013.0
2003-01-01,8629477.0
2003-02-01,8811872.0
2003-03-01,7630147.0
2003-04-01,8416382.0
2003-05-01,8284735.0
2003-06-01,9178850.0
2003-07-01,8775064.0
2003-08-01,8844085.0
2003-09-01,10411202.0
2003-10-01,10851105.0
2003-11-01,10572992.0
2003-12-01,12156162.0
2004-01-01,10789648.0
2004-02-01,11094640.0
2004-03-01,11834671.0
2004-04-01,11563126.0
2004-05-01,11421111.0
2004-06-01,11737037.0
2004-07-01,10808747.0
2004-08-01,12042282.0
2004-09-01,12532384.0
2004-10-01,12655937.0
2004-11-01,13638382.0
2004-12-01,13726659.0
2005-01-01,13675728.0
2005-02-01,14665127.0
2005-03-01,15714972.0
2005-04-01,15140666.0
2005-05-01,16212186.0
2005-06-01,16773516.0
2005-07-01,16489879.0
2005-08-01,17639738.0
2005-09-01,18234212.0
2005-10-01,18414974.0
2005-11-01,19858221.0
2005-12-01,16886353.0
2006-01-01,17760052.0
2006-02-01,18678877.0
2006-03-01,19561108.0
2006-04-01,18824441.0
2006-05-01,20809307.0
2006-06-01,22122075.0
2006-07-01,19902822.0
2006-08-01,19587431.0
2006-09-01,18804530.0
2006-10-01,19990416.0
2006-11-01,21388309.0
2006-12-01,20185166.0
2007-01-01,19110644.0
2007-02-01,19487988.0
2007-03-01,18254896.0
2007-04-01,19285375.0
2007-05-01,20829792.0
2007-06-01,20629105.0
2007-07-01,20667315.0
2007-08-01,19977140.0
2007-09-01,22084422.0
2007-10-01,22240562.0
2007-11-01,22172180.0
2007-12-01,21413025.0
2008-01-01,21325131.0
2008-02-01,20869534.0
2008-03-01,21178729.0
2008-04-01,21197906.0
2008-05-01,21496865.0
2008-06-01,22496324.0
2008-07-01,21213001.0
2008-08-01,20141813.0
2008-09-01,20516563.0
2008-10-01,20094764.0
2008-11-01,20210921.0
2008-12-01,19872451.0
2009-01-01,18933982.0
2009-02-01,18754435.0
2009-03-01,17887715.0
2009-04-01,17920858.0
2009-05-01,17971777.0
2009-06-01,18420745.0
2009-07-01,18349601.0
2009-08-01,18444327.0
2009-09-01,19019024.0
2009-10-01,19360881.0
2009-11-01,19814538.0
2009-12-01,20393178.0
2010-01-01,21429965.0
2010-02-01,23243018.0
2010-03-01,23704440.0
