Tarih,TP_KM_F01
2000-01-01,13686282.0
2000-02-01,13176754.0
2000-03-01,13598246.0
2000-04-01,13888318.0
2000-05-01,13661044.0
2000-06-01,14485326.0
2000-07-01,15158712.0
2000-08-01,14937726.0
2000-09-01,15145009.0
2000-10-01,15608380.0
2000-11-01,16087921.0
2000-12-01,17888051.0
2001-01-01,19031861.0
2001-02-01,20146450.0
2001-03-01,22754679.0
2001-04-01,23257192.0
2001-05-01,23995319.0
2001-06-01,24745840.0
2001-07-01,23347756.0
2001-08-01,24320065.0
2001-09-01,24820636.0
2001-10-01,25086949.0
2001-11-01,26037765.0
2001-12-01,27365541.0
2002-01-01,27497066.0
2002-02-01,28157265.0
2002-03-01,29123191.0
2002-04-01,30051203.0
2002-05-01,30543933.0
2002-06-01,30980742.0
2002-07-01,31484299.0
2002-08-01,31653575.0
2002-09-01,32360403.0
2002-10-01,33142998.0
2002-11-01,33302781.0
2002-12-01,34604347.0
2003-01-01,34873626.0
2003-02-01,35617655.0
2003-03-01,37289348.0
2003-04-01,37254473.0
2003-05-01,38476426.0
2003-06-01,39031897.0
2003-07-01,40094066.0
2003-08-01,41224469.0
2003-09-01,41656300.0
2003-10-01,42637991.0
2003-11-01,44013269.0
2003-12-01,45302429.0
2004-01-01,52766743.0
2004-02-01,53079425.0
2004-03-01,54623615.0
2004-04-01,55855377.0
2004-05-01,56864197.0
2004-06-01,57100892.0
2004-07-01,57568525.0
2004-08-01,58207052.0
2004-09-01,59069596.0
2004-10-01,60039892.0
2004-11-01,61356160.0
2004-12-01,62085506.0
2005-01-01,61796621.0
2005-02-01,63295702.0
2005-03-01,64912885.0
2005-04-01,67651582.0
2005-05-01,69407325.0
2005-06-01,72335167.0
2005-07-01,74260341.0
2005-08-01,76184914.0
2005-09-01,77877857.0
2005-10-01,80801402.0
2005-11-01,83093921.0
2005-12-01,87395549.0
2006-01-01,88896907.0
2006-02-01,92602888.0
2006-03-01,95728567.0
2006-04-01,98711805.0
2006-05-01,102547677.0
2006-06-01,104698874.0
2006-07-01,103777087.0
2006-08-01,103731760.0
2006-09-01,107163776.0
2006-10-01,107285027.0
2006-11-01,109213037.0
2006-12-01,110150923.0
2007-01-01,112891458.0
2007-02-01,114014889.0
2007-03-01,117041362.0
2007-04-01,117526547.0
2007-05-01,120421199.0
2007-06-01,124583523.0
2007-07-01,125267968.0
2007-08-01,129060882.0
2007-09-01,130321316.0
2007-10-01,131256790.0
2007-11-01,133778857.0
2007-12-01,137462625.0
2008-01-01,140400203.0
2008-02-01,143243285.0
2008-03-01,148552338.0
2008-04-01,150030264.0
2008-05-01,150069848.0
2008-06-01,152668103.0
2008-07-01,155069961.0
2008-08-01,157566305.0
2008-09-01,164495155.0
2008-10-01,172109609.0
2008-11-01,178777445.0
2008-12-01,181659414.0
2009-01-01,183705865.0
2009-02-01,186178320.0
2009-03-01,183856253.0
2009-04-01,183046444.0
2009-05-01,183549932.0
2009-06-01,186309575.0
2009-07-01,186836194.0
2009-08-01,187220711.0
2009-09-01,187538851.0
2009-10-01,190049562.0
2009-11-01,194201164.0
2009-12-01,198749729.0
2010-01-01,200598024.0
2010-02-01,206343730.0
2010-03-01,208382956.0
2010-04-01,207765518.0
2010-05-01,215312116.0
2010-06-01,220317196.0
2010-07-01,221902888.0
2010-08-01,221626353.0
2010-09-01,222868580.0
2010-10-01,223558710.0
2010-11-01,228736174.0
2010-12-01,239869190.0
2011-01-01,243886762.0
2011-02-01,248886367.0
2011-03-01,251439294.0
2011-04-01,254439893.0
2011-05-01,259671115.0
2011-06-01,264132948.0
2011-07-01,266937093.0
2011-08-01,268609699.0
2011-09-01,266530838.0
2011-10-01,264280257.0
2011-11-01,265474787.0
2011-12-01,268122081.0
2012-01-01,267687326.0
2012-02-01,268300680.0
2012-03-01,270651429.0
2012-04-01,272422351.0
2012-05-01,275489190.0
2012-06-01,278907763.0
2012-07-01,281223462.0
2012-08-01,284432086.0
2012-09-01,287918913.0
2012-10-01,288085907.0
2012-11-01,289562415.0
2012-12-01,290915080.0
2013-01-01,291372419.0
2013-02-01,294173650.0
2013-03-01,299644932.0
2013-04-01,298102661.0
2013-05-01,304182820.0
2013-06-01,313303366.0
2013-07-01,316524567.0
2013-08-01,316755048.0
2013-09-01,322638189.0
2013-10-01,323577914.0
2013-11-01,323755544.0
2013-12-01,328036476.0
2014-01-01,327404422.0
2014-02-01,329331040.0
2014-03-01,331266241.0
2014-04-01,335572392.0
2014-05-01,338559458.0
2014-06-01,348092694.0
2014-07-01,355025712.0
2014-08-01,353723737.0
2014-09-01,356931227.0
2014-10-01,352714174.0
2014-11-01,356525081.0
2014-12-01,370757056.0
2015-01-01,376812251.0
2015-02-01,380819891.0
2015-03-01,379616157.0
2015-04-01,384858504.0
2015-05-01,381403456.0
2015-06-01,382623282.0
2015-07-01,389164500.0
2015-08-01,394478158.0
2015-09-01,401535611.0
2015-10-01,396233881.0
2015-11-01,398086599.0
2015-12-01,408158556.0
2016-01-01,418658849.0
2016-02-01,418825065.0
2016-03-01,415749764.0
2016-04-01,419210163.0
2016-05-01,434876891.0
2016-06-01,441675804.0
2016-07-01,457162764.0
2016-08-01,455145289.0
2016-09-01,465633117.0
2016-10-01,472038084.0
2016-11-01,471449093.0
2016-12-01,475851788.0
2017-01-01,471400887.0
2017-02-01,466400283.0
2017-03-01,467776196.0
2017-04-01,472477132.0
2017-05-01,479619823.0
2017-06-01,489619386.0
2017-07-01,504649708.0
2017-08-01,514544968.0
2017-09-01,516544093.0
2017-10-01,538633107.0
2017-11-01,544428220.0
2017-12-01,543270359.0
2018-01-01,542923955.0
2018-02-01,549690700.0
2018-03-01,569455899.0
2018-04-01,577641651.0
2018-05-01,575867040.0
2018-06-01,582301106.0
2018-07-01,603870749.0
2018-08-01,616222411.0
2018-09-01,616655128.0
2018-10-01,621060962.0
2018-11-01,628425725.0
2018-12-01,626317132.0
2019-01-01,619096098.0
2019-02-01,613144687.0
2019-03-01,589505983.0
2019-04-01,603963522.0
2019-05-01,620116642.0
2019-06-01,615195544.0
2019-07-01,628448483.0
2019-08-01,652945117.0
2019-09-01,657674952.0
2019-10-01,670897520.0
2019-11-01,680479430.0
2019-12-01,698583274.0
2020-01-01,707286778.0
2020-02-01,713352123.0
2020-03-01,735716832.0
2020-04-01,763661525.0
2020-05-01,762294610.0
2020-06-01,804120546.0
2020-07-01,820209819.0
2020-08-01,789925339.0
2020-09-01,783742058.0
2020-10-01,787068878.0
2020-11-01,766070785.0
2020-12-01,783905419.0
2021-01-01,798366201.0
2021-02-01,815637411.0
2021-03-01,870151083.0
2021-04-01,905074596.0
2021-05-01,933975023.0
2021-06-01,965033452.0
2021-07-01,990028755.0
2021-08-01,998222967.0
2021-09-01,1031240129.0
2021-10-01,1068548654.0
2021-11-01,1046842531.0
2021-12-01,979833713.0
2022-01-01,1057637779.0
2022-02-01,1104903866.0
2022-03-01,1181477595.0
2022-04-01,1312166468.0
2022-05-01,1343933339.0
2022-06-01,1431370483.0
2022-07-01,1544030392.0
