Tarih,TP_KM_F13
2000-01-01,803971.0
2000-02-01,885818.0
2000-03-01,821043.0
2000-04-01,787465.0
2000-05-01,833665.0
2000-06-01,1117842.0
2000-07-01,988024.0
2000-08-01,862057.0
2000-09-01,905118.0
2000-10-01,1096881.0
2000-11-01,1204709.0
2000-12-01,1322941.0
2001-01-01,1039439.0
2001-02-01,1269241.0
2001-03-01,1184436.0
2001-04-01,1455280.0
2001-05-01,1346029.0
2001-06-01,1292123.0
2001-07-01,1740010.0
2001-08-01,1339771.0
2001-09-01,1372771.0
2001-10-01,1763939.0
2001-11-01,1502809.0
2001-12-01,1461832.0
2002-01-01,2295553.0
2002-02-01,2578517.0
2002-03-01,2118683.0
2002-04-01,2374416.0
2002-05-01,2267815.0
2002-06-01,2264414.0
2002-07-01,2838447.0
2002-08-01,2544452.0
2002-09-01,2864612.0
2002-10-01,3109523.0
2002-11-01,3090613.0
2002-12-01,2587339.0
2003-01-01,3463544.0
2003-02-01,3548989.0
2003-03-01,3555292.0
2003-04-01,4255537.0
2003-05-01,4506954.0
2003-06-01,4226088.0
2003-07-01,5023858.0
2003-08-01,4762500.0
2003-09-01,5056229.0
2003-10-01,5179720.0
2003-11-01,5755226.0
2003-12-01,4431744.0
2004-01-01,4162120.0
2004-02-01,7192861.0
2004-03-01,5853763.0
2004-04-01,5949445.0
2004-05-01,5569773.0
2004-06-01,6759396.0
2004-07-01,5219229.0
2004-08-01,5527811.0
2004-09-01,5720163.0
2004-10-01,7200586.0
2004-11-01,6005926.0
2004-12-01,6395030.0
2005-01-01,6738655.0
2005-02-01,9123936.0
2005-03-01,7192228.0
2005-04-01,7401952.0
2005-05-01,8247650.0
2005-06-01,8109613.0
2005-07-01,8155964.0
2005-08-01,9276339.0
2005-09-01,8446776.0
2005-10-01,8065536.0
2005-11-01,10251056.0
2005-12-01,10322066.0
2006-01-01,9244814.0
2006-02-01,10933660.0
2006-03-01,10244303.0
2006-04-01,9450277.0
2006-05-01,11598908.0
2006-06-01,11238101.0
2006-07-01,10019622.0
2006-08-01,9615579.0
2006-09-01,10380892.0
2006-10-01,9142345.0
2006-11-01,8582051.0
2006-12-01,10002180.0
2007-01-01,12118254.0
2007-02-01,13659366.0
2007-03-01,11926987.0
2007-04-01,14858957.0
2007-05-01,12936961.0
2007-06-01,13185930.0
2007-07-01,17142634.0
2007-08-01,14362157.0
2007-09-01,12579735.0
2007-10-01,13554776.0
2007-11-01,13906603.0
2007-12-01,14484992.0
2008-01-01,14942501.0
2008-02-01,14807516.0
2008-03-01,15761983.0
2008-04-01,19200177.0
2008-05-01,15053493.0
2008-06-01,20285388.0
2008-07-01,21856862.0
