Tarih,TP_KM_F31
2000-01-01,15889.0
2000-02-01,19306.0
2000-03-01,52490.0
2000-04-01,52937.0
2000-05-01,46524.0
2000-06-01,19322.0
2000-07-01,33681.0
2000-08-01,15558.0
2000-09-01,43265.0
2000-10-01,50238.0
2000-11-01,8947.0
2000-12-01,5094.0
2001-01-01,25934.0
2001-02-01,5882.0
2001-03-01,1717.0
2001-04-01,10639.0
2001-05-01,5110.0
2001-06-01,11409.0
2001-07-01,985.0
2001-08-01,705.0
2001-09-01,549.0
2001-10-01,6446.0
2001-11-01,704.0
2001-12-01,51562.0
2002-01-01,9271.0
2002-02-01,245.0
2002-03-01,2307.0
2002-04-01,288.0
2002-05-01,843.0
2002-06-01,1048.0
2002-07-01,447.0
2002-08-01,378.0
2002-09-01,1020.0
2002-10-01,519.0
2002-11-01,2404.0
2002-12-01,3472.0
2003-01-01,6866.0
2003-02-01,237.0
2003-03-01,263.0
2003-04-01,262.0
2003-05-01,5085.0
2003-06-01,4482.0
2003-07-01,149.0
2003-08-01,136.0
2003-09-01,143.0
2003-10-01,147.0
2003-11-01,143.0
2003-12-01,170.0
2004-01-01,184.0
2004-02-01,216.0
2004-03-01,4012.0
2004-04-01,1590.0
2004-05-01,4626.0
2004-06-01,18631.0
2004-07-01,6112.0
2004-08-01,4710.0
2004-09-01,4684.0
2004-10-01,19369.0
2004-11-01,25170.0
2004-12-01,21809.0
2005-01-01,2618.0
2005-02-01,13798.0
2005-03-01,12613.0
2005-04-01,9298.0
2005-05-01,25316.0
2005-06-01,23126.0
2005-07-01,15237.0
2005-08-01,22992.0
2005-09-01,21306.0
2005-10-01,11388.0
2005-11-01,10420.0
2005-12-01,10390.0
2006-01-01,300.0
2006-02-01,955.0
2006-03-01,17550.0
2006-04-01,376.0
2006-05-01,454.0
2006-06-01,979.0
2006-07-01,4469.0
2006-08-01,802.0
2006-09-01,866.0
2006-10-01,899.0
2006-11-01,574.0
2006-12-01,34330.0
2007-01-01,10491.0
2007-02-01,15130.0
2007-03-01,82744.0
2007-04-01,61340.0
2007-05-01,116851.0
2007-06-01,199134.0
2007-07-01,101839.0
2007-08-01,100965.0
2007-09-01,117470.0
2007-10-01,62685.0
2007-11-01,24292.0
2007-12-01,53169.0
2008-01-01,90797.0
2008-02-01,169976.0
2008-03-01,113974.0
2008-04-01,226726.0
2008-05-01,192877.0
2008-06-01,135150.0
2008-07-01,35540.0
2008-08-01,44365.0
2008-09-01,26214.0
2008-10-01,26203.0
2008-11-01,14486.0
2008-12-01,67466.0
2009-01-01,59660.0
2009-02-01,32554.0
2009-03-01,77842.0
2009-04-01,48958.0
2009-05-01,61603.0
2009-06-01,43001.0
2009-07-01,16908.0
2009-08-01,63295.0
2009-09-01,11823.0
2009-10-01,60655.0
2009-11-01,10979.0
2009-12-01,16167.0
2010-01-01,16219.0
2010-02-01,10203.0
2010-03-01,23956.0
2010-04-01,95432.0
2010-05-01,82938.0
2010-06-01,25802.0
2010-07-01,24544.0
2010-08-01,20666.0
2010-09-01,57727.0
2010-10-01,47537.0
2010-11-01,63871.0
2010-12-01,120678.0
2011-01-01,121009.0
2011-02-01,88586.0
2011-03-01,80622.0
2011-04-01,103848.0
2011-05-01,94489.0
2011-06-01,54608.0
2011-07-01,67220.0
2011-08-01,62608.0
2011-09-01,94962.0
2011-10-01,30582.0
2011-11-01,59439.0
2011-12-01,260692.0
