Tarih,TP_KM_F26
2000-01-01,333861.0
2000-02-01,364286.0
2000-03-01,356798.0
2000-04-01,362583.0
2000-05-01,375893.0
2000-06-01,381564.0
2000-07-01,354810.0
2000-08-01,357889.0
2000-09-01,417524.0
2000-10-01,347381.0
2000-11-01,387771.0
2000-12-01,582127.0
2001-01-01,515334.0
2001-02-01,1351101.0
2001-03-01,1673103.0
2001-04-01,1423887.0
2001-05-01,807105.0
2001-06-01,1369301.0
2001-07-01,1257845.0
2001-08-01,1158016.0
2001-09-01,1298742.0
2001-10-01,1112149.0
2001-11-01,65495.0
2001-12-01,168560.0
2002-01-01,101515.0
2002-02-01,110291.0
2002-03-01,107871.0
2002-04-01,109515.0
2002-05-01,147910.0
2002-06-01,254811.0
2002-07-01,265898.0
2002-08-01,205292.0
2002-09-01,298913.0
2002-10-01,347711.0
2002-11-01,264278.0
2002-12-01,132905.0
2003-01-01,129146.0
2003-02-01,126363.0
2003-03-01,248048.0
2003-04-01,170013.0
2003-05-01,162093.0
2003-06-01,158405.0
2003-07-01,165391.0
2003-08-01,149725.0
2003-09-01,158274.0
2003-10-01,167765.0
2003-11-01,170488.0
2003-12-01,1347.0
2004-01-01,144.0
2004-02-01,230.0
2004-03-01,471.0
2004-04-01,473.0
2004-05-01,122.0
2004-06-01,354.0
2004-07-01,276.0
2004-08-01,142.0
2004-09-01,322.0
2004-10-01,298.0
2004-11-01,547.0
2004-12-01,1821.0
2005-01-01,177.0
2005-02-01,120.0
2005-03-01,118.0
2005-04-01,114.0
2005-05-01,114.0
2005-06-01,113.0
2005-07-01,112.0
2005-08-01,112.0
2005-09-01,112.0
2005-10-01,115.0
2005-11-01,114.0
2005-12-01,115.0
2006-01-01,115.0
2006-02-01,177.0
2006-03-01,356.0
2006-04-01,115.0
2006-05-01,115.0
2006-06-01,115.0
2006-07-01,115.0
2006-08-01,116.0
2006-09-01,115.0
2006-10-01,2015.0
2006-11-01,1.0
2006-12-01,1.0
2007-01-01,1.0
2007-02-01,1.0
2007-03-01,1.0
2007-04-01,2.0
2007-05-01,3.0
2007-06-01,182.0
2007-07-01,2.0
2007-08-01,1669.0
2007-09-01,2.0
2007-10-01,2.0
2007-11-01,2.0
2007-12-01,73.0
2008-01-01,2.0
2008-02-01,2.0
2008-03-01,2.0
2008-04-01,2.0
2008-05-01,2.0
2008-06-01,1.0
2008-07-01,1.0
2008-08-01,1.0
2008-09-01,1.0
2008-10-01,307.0
2008-11-01,1.0
2008-12-01,85484.0
2009-01-01,3.0
2009-02-01,346.0
2009-03-01,13.0
2009-04-01,5.0
2009-05-01,15.0
2009-06-01,229.0
2009-07-01,908.0
2009-08-01,8.0
2009-09-01,43.0
2009-10-01,6.0
2009-11-01,68.0
2009-12-01,15.0
2010-01-01,2.0
2010-02-01,5.0
2010-03-01,244.0
2010-04-01,5.0
2010-05-01,4.0
2010-06-01,7.0
2010-07-01,5.0
2010-08-01,2299.0
2010-09-01,19.0
2010-10-01,67.0
2010-11-01,71.0
2010-12-01,74.0
2011-01-01,22.0
2011-02-01,35.0
2011-03-01,64.0
2011-04-01,90.0
2011-05-01,125.0
2011-06-01,152.0
2011-07-01,178.0
2011-08-01,209.0
2011-09-01,482.0
2011-10-01,255.0
2011-11-01,3.0
2011-12-01,2.0
2012-01-01,2.0
2012-02-01,4.0
2012-03-01,3.0
2012-04-01,2.0
2012-05-01,2.0
2012-06-01,3.0
2012-07-01,3.0
2012-08-01,3.0
2012-09-01,2.0
2012-10-01,3.0
2012-11-01,2.0
2012-12-01,7.0
2013-01-01,4.0
2013-02-01,3.0
2013-03-01,13.0
2013-04-01,13.0
2013-05-01,12.0
2013-06-01,42.0
2013-07-01,12.0
2013-08-01,12.0
2013-09-01,12.0
2013-10-01,2218.0
2013-11-01,10.0
2013-12-01,11.0
2014-01-01,15.0
2014-02-01,12.0
2014-03-01,66.0
2014-04-01,19.0
2014-05-01,4.0
2014-06-01,12.0
2014-07-01,12001.0
2014-08-01,12005.0
2014-09-01,6.0
2014-10-01,15.0
2014-11-01,17.0
2014-12-01,19.0
2015-01-01,15.0
2015-02-01,13.0
2015-03-01,13.0
2015-04-01,813.0
2015-05-01,178.0
2015-06-01,20.0
2015-07-01,22.0
2015-08-01,450023.0
2015-09-01,1858020.0
2015-10-01,200439.0
2015-11-01,500432.0
2015-12-01,717011.0
2016-01-01,250015.0
2016-02-01,70011.0
2016-03-01,2700010.0
2016-04-01,2632016.0
2016-05-01,950016.0
2016-06-01,463633.0
2016-07-01,6065014.0
2016-08-01,12.0
2016-09-01,2806424.0
2016-10-01,4850589.0
2016-11-01,5292.0
2016-12-01,21.0
2017-01-01,1637394.0
2017-02-01,3080305.0
2017-03-01,7722914.0
2017-04-01,14651929.0
2017-05-01,12233275.0
2017-06-01,16420635.0
2017-07-01,11130540.0
2017-08-01,12568919.0
2017-09-01,9166576.0
2017-10-01,7911870.0
2017-11-01,10575012.0
2017-12-01,10291786.0
2018-01-01,15490605.0
2018-02-01,17218661.0
2018-03-01,16289185.0
2018-04-01,11964943.0
2018-05-01,13655741.0
2018-06-01,19116657.0
2018-07-01,12508485.0
2018-08-01,2414418.0
2018-09-01,4017085.0
2018-10-01,1391181.0
2018-11-01,1687811.0
2018-12-01,5535388.0
2019-01-01,2999463.0
2019-02-01,1772579.0
2019-03-01,33594.0
2019-04-01,281.0
2019-05-01,419.0
2019-06-01,374.0
2019-07-01,444.0
2019-08-01,514.0
2019-09-01,352.0
2019-10-01,782.0
2019-11-01,565.0
2019-12-01,1279.0
2020-01-01,2953.0
2020-02-01,1237.0
2020-03-01,2595.0
2020-04-01,2788.0
2020-05-01,2492.0
2020-06-01,39615.0
2020-07-01,39626.0
2020-08-01,933.0
2020-09-01,751154.0
2020-10-01,2058398.0
2020-11-01,41651.0
2020-12-01,555000.0
2021-01-01,96668.0
2021-02-01,692.0
2021-03-01,1777.0
2021-04-01,1834.0
2021-05-01,1702.0
2021-06-01,764.0
2021-07-01,88763.0
2021-08-01,1772.0
2021-09-01,241163.0
2021-10-01,920.0
