Tarih,TP_KM_F19
2000-01-01,19342772.0
2000-02-01,20440737.0
2000-03-01,21381952.0
2000-04-01,22202758.0
2000-05-01,23523202.0
2000-06-01,23733019.0
2000-07-01,24453193.0
2000-08-01,25367486.0
2000-09-01,26345272.0
2000-10-01,26759691.0
2000-11-01,26702285.0
2000-12-01,25341684.0
2001-01-01,25685853.0
2001-02-01,30341310.0
2001-03-01,34296381.0
2001-04-01,37228183.0
2001-05-01,38945871.0
2001-06-01,45181316.0
2001-07-01,48981649.0
2001-08-01,52890374.0
2001-09-01,60438493.0
2001-10-01,64150638.0
2001-11-01,60521710.0
2001-12-01,60397916.0
2002-01-01,54139611.0
2002-02-01,56840301.0
2002-03-01,54826896.0
2002-04-01,55152586.0
2002-05-01,59527855.0
2002-06-01,65464901.0
2002-07-01,71280890.0
2002-08-01,69679512.0
2002-09-01,71477491.0
2002-10-01,72738768.0
2002-11-01,68474619.0
2002-12-01,74694153.0
2003-01-01,74803440.0
2003-02-01,72043367.0
2003-03-01,71590220.0
2003-04-01,68115712.0
2003-05-01,64353455.0
2003-06-01,64694996.0
2003-07-01,64845578.0
2003-08-01,64413097.0
2003-09-01,65559288.0
2003-10-01,71055801.0
2003-11-01,71529871.0
2003-12-01,71436743.0
2004-01-01,65721241.0
2004-02-01,64664247.0
2004-03-01,64021044.0
2004-04-01,66799639.0
2004-05-01,70180068.0
2004-06-01,71228038.0
2004-07-01,70921795.0
2004-08-01,74826974.0
2004-09-01,77561587.0
2004-10-01,78764360.0
2004-11-01,79056225.0
2004-12-01,79097516.0
2005-01-01,74558411.0
2005-02-01,72637494.0
2005-03-01,74778025.0
2005-04-01,76341302.0
2005-05-01,74031951.0
2005-06-01,74501943.0
2005-07-01,75025200.0
2005-08-01,77090645.0
2005-09-01,79741943.0
2005-10-01,76942078.0
2005-11-01,76627772.0
2005-12-01,79970225.0
2006-01-01,80507759.0
2006-02-01,81624232.0
2006-03-01,81564367.0
2006-04-01,79911877.0
2006-05-01,94842376.0
2006-06-01,93813552.0
2006-07-01,90426740.0
2006-08-01,93903267.0
2006-09-01,97043059.0
2006-10-01,98694061.0
2006-11-01,102107521.0
2006-12-01,104426133.0
2007-01-01,106258515.0
2007-02-01,108019261.0
2007-03-01,108575951.0
2007-04-01,110029611.0
2007-05-01,110159617.0
2007-06-01,110532082.0
2007-07-01,109890141.0
2007-08-01,110486397.0
2007-09-01,107811001.0
2007-10-01,106710079.0
2007-11-01,106503076.0
2007-12-01,107528625.0
2008-01-01,106705291.0
2008-02-01,109796174.0
2008-03-01,119596134.0
2008-04-01,118874934.0
2008-05-01,118712012.0
2008-06-01,122196722.0
2008-07-01,118962512.0
2008-08-01,116523436.0
2008-09-01,118020438.0
2008-10-01,126436784.0
2008-11-01,127686741.0
2008-12-01,135508576.0
2009-01-01,136906040.0
2009-02-01,138662765.0
2009-03-01,142836428.0
2009-04-01,138754311.0
2009-05-01,140194525.0
2009-06-01,139973958.0
2009-07-01,139417044.0
2009-08-01,143031379.0
2009-09-01,146586597.0
2009-10-01,147612422.0
2009-11-01,147479186.0
2009-12-01,145700490.0
2010-01-01,146828441.0
2010-02-01,145037136.0
2010-03-01,145685502.0
2010-04-01,145502870.0
2010-05-01,139872056.0
2010-06-01,140938932.0
2010-07-01,144297857.0
2010-08-01,147072030.0
2010-09-01,149575413.0
2010-10-01,151038817.0
2010-11-01,152016222.0
2010-12-01,150707176.0
2011-01-01,151013922.0
2011-02-01,156359040.0
2011-03-01,160696767.0
2011-04-01,161117928.0
2011-05-01,162778553.0
2011-06-01,165823003.0
2011-07-01,171895550.0
2011-08-01,175687454.0
2011-09-01,183984241.0
2011-10-01,181673423.0
2011-11-01,186275036.0
2011-12-01,190748772.0
2012-01-01,186550756.0
2012-02-01,190238941.0
2012-03-01,191055293.0
2012-04-01,190019859.0
2012-05-01,196376094.0
2012-06-01,196395021.0
2012-07-01,191187696.0
2012-08-01,193588961.0
2012-09-01,195807987.0
2012-10-01,195121066.0
2012-11-01,194916568.0
2012-12-01,198737517.0
2013-01-01,202708900.0
2013-02-01,199069100.0
2013-03-01,200685524.0
2013-04-01,204940026.0
2013-05-01,208729194.0
2013-06-01,208923248.0
2013-07-01,221124863.0
2013-08-01,240261263.0
2013-09-01,244645794.0
2013-10-01,247109865.0
2013-11-01,254497969.0
2013-12-01,272734839.0
2014-01-01,298003843.0
2014-02-01,306004818.0
2014-03-01,306781944.0
2014-04-01,306253029.0
2014-05-01,299776001.0
2014-06-01,290241866.0
2014-07-01,299789119.0
2014-08-01,310421925.0
2014-09-01,319473144.0
2014-10-01,325480436.0
2014-11-01,324246012.0
2014-12-01,316390981.0
2015-01-01,328551599.0
2015-02-01,346649994.0
2015-03-01,364294210.0
2015-04-01,387546076.0
2015-05-01,403720948.0
2015-06-01,413938411.0
2015-07-01,424118008.0
2015-08-01,448752681.0
2015-09-01,464373330.0
2015-10-01,461978395.0
2015-11-01,447993608.0
2015-12-01,439972233.0
2016-01-01,439529801.0
2016-02-01,444402572.0
2016-03-01,456015457.0
2016-04-01,455770525.0
2016-05-01,459005837.0
2016-06-01,452133486.0
2016-07-01,446426171.0
2016-08-01,444182514.0
2016-09-01,440608764.0
