Tarih,TP_KM_F34
2000-01-01,0.0
2000-02-01,0.0
2000-03-01,0.0
2000-04-01,0.0
2000-05-01,0.0
2000-06-01,0.0
2000-07-01,0.0
2000-08-01,0.0
2000-09-01,0.0
2000-10-01,0.0
2000-11-01,0.0
2000-12-01,0.0
2001-01-01,0.0
2001-02-01,0.0
2001-03-01,0.0
2001-04-01,0.0
2001-05-01,0.0
2001-06-01,0.0
2001-07-01,0.0
2001-08-01,0.0
2001-09-01,0.0
2001-10-01,0.0
2001-11-01,0.0
2001-12-01,0.0
2002-01-01,0.0
2002-02-01,0.0
2002-03-01,0.0
2002-04-01,0.0
2002-05-01,0.0
2002-06-01,0.0
2002-07-01,0.0
2002-08-01,0.0
2002-09-01,0.0
2002-10-01,0.0
2002-11-01,0.0
2002-12-01,70512.0
2003-01-01,32198.0
2003-02-01,45448.0
2003-03-01,75341.0
2003-04-01,67143.0
2003-05-01,45040.0
2003-06-01,57652.0
2003-07-01,58183.0
2003-08-01,61702.0
2003-09-01,84622.0
2003-10-01,86229.0
2003-11-01,111438.0
2003-12-01,110480.0
2004-01-01,65794.0
2004-02-01,77780.0
2004-03-01,90256.0
2004-04-01,117201.0
2004-05-01,111979.0
2004-06-01,108332.0
2004-07-01,102646.0
2004-08-01,152105.0
2004-09-01,127945.0
2004-10-01,93968.0
2004-11-01,126164.0
2004-12-01,128201.0
2005-01-01,91779.0
2005-02-01,130623.0
2005-03-01,94667.0
2005-04-01,98859.0
2005-05-01,120253.0
2005-06-01,105011.0
2005-07-01,78350.0
2005-08-01,143855.0
2005-09-01,173841.0
2005-10-01,185950.0
2005-11-01,194255.0
2005-12-01,222958.0
2006-01-01,187370.0
2006-02-01,230598.0
2006-03-01,255023.0
2006-04-01,200390.0
2006-05-01,217711.0
2006-06-01,206463.0
2006-07-01,170124.0
2006-08-01,195700.0
2006-09-01,236252.0
2006-10-01,173764.0
2006-11-01,261821.0
2006-12-01,223300.0
2007-01-01,200213.0
2007-02-01,241492.0
2007-03-01,246024.0
2007-04-01,235267.0
2007-05-01,208961.0
2007-06-01,233884.0
2007-07-01,242438.0
2007-08-01,253395.0
2007-09-01,565961.0
2007-10-01,308514.0
2007-11-01,299024.0
2007-12-01,618865.0
2008-01-01,453420.0
2008-02-01,320403.0
2008-03-01,661013.0
2008-04-01,305203.0
2008-05-01,268296.0
2008-06-01,1039816.0
2008-07-01,306284.0
2008-08-01,691592.0
2008-09-01,616020.0
2008-10-01,627766.0
2008-11-01,550887.0
2008-12-01,1098909.0
2009-01-01,921495.0
2009-02-01,610877.0
2009-03-01,526171.0
2009-04-01,735936.0
2009-05-01,623530.0
2009-06-01,650908.0
2009-07-01,640259.0
2009-08-01,610211.0
2009-09-01,620909.0
2009-10-01,570473.0
2009-11-01,765395.0
2009-12-01,718652.0
2010-01-01,642280.0
2010-02-01,817805.0
2010-03-01,472774.0
2010-04-01,789703.0
2010-05-01,829352.0
2010-06-01,850507.0
2010-07-01,832098.0
2010-08-01,1145840.0
2010-09-01,1025923.0
2010-10-01,914135.0
2010-11-01,822237.0
2010-12-01,893031.0
2011-01-01,801552.0
2011-02-01,753166.0
2011-03-01,575228.0
2011-04-01,402493.0
2011-05-01,735993.0
2011-06-01,771839.0
2011-07-01,529306.0
2011-08-01,532085.0
2011-09-01,654427.0
2011-10-01,875934.0
2011-11-01,739972.0
2011-12-01,1412348.0
2012-01-01,680866.0
2012-02-01,1129303.0
2012-03-01,809538.0
2012-04-01,1179083.0
2012-05-01,1231161.0
2012-06-01,865973.0
2012-07-01,1333024.0
2012-08-01,1324793.0
2012-09-01,1331362.0
2012-10-01,1117389.0
2012-11-01,766557.0
2012-12-01,1305866.0
2013-01-01,1614888.0
2013-02-01,1303844.0
2013-03-01,1319212.0
2013-04-01,1252340.0
2013-05-01,1785565.0
2013-06-01,1234456.0
2013-07-01,1534376.0
2013-08-01,892697.0
2013-09-01,1423832.0
2013-10-01,2116024.0
2013-11-01,1909259.0
2013-12-01,2412870.0
2014-01-01,1669608.0
2014-02-01,2414074.0
2014-03-01,2335700.0
2014-04-01,1977519.0
2014-05-01,2611904.0
2014-06-01,2206325.0
2014-07-01,2557780.0
2014-08-01,2652795.0
2014-09-01,2878144.0
2014-10-01,2747644.0
2014-11-01,2004984.0
2014-12-01,3089934.0
2015-01-01,2502098.0
2015-02-01,2592356.0
2015-03-01,2497806.0
2015-04-01,2561874.0
2015-05-01,2819145.0
2015-06-01,3209876.0
2015-07-01,3217922.0
2015-08-01,2780752.0
2015-09-01,3028813.0
2015-10-01,3767348.0
2015-11-01,3375635.0
2015-12-01,3671965.0
2016-01-01,3463282.0
2016-02-01,3533823.0
2016-03-01,3959500.0
2016-04-01,3661531.0
2016-05-01,2850409.0
2016-06-01,3105334.0
2016-07-01,1556412.0
2016-08-01,2266545.0
2016-09-01,1518060.0
2016-10-01,1896111.0
2016-11-01,5010490.0
2016-12-01,5703732.0
2017-01-01,5565035.0
2017-02-01,7545439.0
2017-03-01,6527510.0
2017-04-01,7328291.0
2017-05-01,6037201.0
2017-06-01,5641951.0
2017-07-01,4610616.0
2017-08-01,3945350.0
2017-09-01,5204503.0
