Tarih,TP_KM_F27
2000-01-01,239468.0
2000-02-01,234981.0
2000-03-01,304483.0
2000-04-01,257267.0
2000-05-01,411214.0
2000-06-01,726487.0
2000-07-01,279538.0
2000-08-01,408442.0
2000-09-01,759540.0
2000-10-01,647834.0
2000-11-01,637318.0
2000-12-01,539426.0
2001-01-01,310297.0
2001-02-01,551257.0
2001-03-01,547370.0
2001-04-01,401376.0
2001-05-01,284531.0
2001-06-01,734966.0
2001-07-01,125934.0
2001-08-01,49226.0
2001-09-01,382806.0
2001-10-01,182698.0
2001-11-01,165612.0
2001-12-01,319551.0
2002-01-01,188672.0
2002-02-01,181732.0
2002-03-01,450127.0
2002-04-01,286172.0
2002-05-01,365994.0
2002-06-01,211476.0
2002-07-01,217309.0
2002-08-01,728280.0
2002-09-01,637781.0
2002-10-01,337090.0
2002-11-01,118108.0
2002-12-01,214608.0
2003-01-01,386257.0
2003-02-01,134983.0
2003-03-01,447288.0
2003-04-01,259614.0
2003-05-01,310271.0
2003-06-01,553737.0
2003-07-01,130610.0
2003-08-01,217502.0
2003-09-01,361070.0
2003-10-01,87394.0
2003-11-01,513339.0
2003-12-01,780813.0
2004-01-01,437511.0
2004-02-01,542193.0
2004-03-01,715785.0
2004-04-01,572237.0
2004-05-01,1294459.0
2004-06-01,1173948.0
2004-07-01,1063148.0
2004-08-01,947063.0
2004-09-01,1236211.0
2004-10-01,961898.0
2004-11-01,548205.0
2004-12-01,1522248.0
2005-01-01,888425.0
2005-02-01,1205896.0
2005-03-01,1169662.0
2005-04-01,497591.0
2005-05-01,1276414.0
2005-06-01,1577454.0
2005-07-01,656043.0
2005-08-01,1286884.0
2005-09-01,1459684.0
2005-10-01,1013250.0
2005-11-01,619232.0
2005-12-01,1611294.0
2006-01-01,1167315.0
2006-02-01,574153.0
2006-03-01,1716633.0
2006-04-01,789459.0
2006-05-01,707823.0
2006-06-01,910121.0
2006-07-01,319874.0
2006-08-01,387255.0
2006-09-01,1378049.0
2006-10-01,345299.0
2006-11-01,1692268.0
2006-12-01,1431281.0
2007-01-01,808263.0
2007-02-01,977248.0
2007-03-01,1031638.0
2007-04-01,282287.0
2007-05-01,766830.0
2007-06-01,761167.0
2007-07-01,590812.0
2007-08-01,891276.0
2007-09-01,630464.0
2007-10-01,732468.0
2007-11-01,1221707.0
2007-12-01,2126557.0
2008-01-01,637342.0
2008-02-01,1977349.0
2008-03-01,2088672.0
2008-04-01,1012461.0
2008-05-01,1035884.0
2008-06-01,1452743.0
2008-07-01,579986.0
2008-08-01,787216.0
2008-09-01,853161.0
2008-10-01,561422.0
2008-11-01,1070610.0
2008-12-01,774678.0
2009-01-01,929225.0
2009-02-01,580827.0
2009-03-01,580968.0
2009-04-01,1175284.0
2009-05-01,585596.0
2009-06-01,1369200.0
2009-07-01,627648.0
2009-08-01,616522.0
2009-09-01,1287992.0
2009-10-01,680465.0
2009-11-01,938477.0
2009-12-01,847750.0
2010-01-01,602741.0
2010-02-01,928128.0
2010-03-01,1425385.0
2010-04-01,1391225.0
2010-05-01,1214932.0
2010-06-01,1193071.0
2010-07-01,644144.0
2010-08-01,523343.0
2010-09-01,1575837.0
2010-10-01,1210151.0
2010-11-01,1610677.0
2010-12-01,2667442.0
2011-01-01,1291112.0
2011-02-01,1163986.0
2011-03-01,979207.0
2011-04-01,1229027.0
2011-05-01,917875.0
2011-06-01,1016658.0
2011-07-01,567415.0
2011-08-01,492648.0
2011-09-01,1065199.0
2011-10-01,1091706.0
2011-11-01,642446.0
2011-12-01,1277476.0
2012-01-01,993627.0
2012-02-01,1361816.0
2012-03-01,998204.0
2012-04-01,1939051.0
2012-05-01,2046398.0
2012-06-01,2353633.0
2012-07-01,2220394.0
2012-08-01,2496470.0
2012-09-01,2482280.0
2012-10-01,1857982.0
2012-11-01,1677392.0
2012-12-01,1311677.0
2013-01-01,2074881.0
2013-02-01,1986894.0
2013-03-01,2205413.0
2013-04-01,1308055.0
2013-05-01,1792848.0
2013-06-01,2428111.0
2013-07-01,2240166.0
2013-08-01,2695578.0
2013-09-01,2202127.0
2013-10-01,2855582.0
2013-11-01,2398007.0
2013-12-01,1365346.0
2014-01-01,2256985.0
2014-02-01,2792226.0
2014-03-01,2097735.0
2014-04-01,1347156.0
2014-05-01,1374486.0
2014-06-01,1196462.0
2014-07-01,1299809.0
2014-08-01,1178420.0
2014-09-01,2786901.0
2014-10-01,2325244.0
2014-11-01,2252497.0
2014-12-01,2293641.0
2015-01-01,2310020.0
2015-02-01,1765913.0
2015-03-01,1513935.0
2015-04-01,1683246.0
2015-05-01,1594072.0
2015-06-01,2124457.0
2015-07-01,2629197.0
2015-08-01,1758600.0
2015-09-01,2350430.0
2015-10-01,2433346.0
2015-11-01,1965247.0
2015-12-01,3084816.0
2016-01-01,3416117.0
2016-02-01,2668668.0
2016-03-01,2250991.0
2016-04-01,2462663.0
2016-05-01,1986479.0
2016-06-01,1587404.0
2016-07-01,1992508.0
2016-08-01,1727537.0
2016-09-01,2849274.0
2016-10-01,2207840.0
2016-11-01,2959047.0
2016-12-01,1679137.0
2017-01-01,2131624.0
2017-02-01,1989957.0
2017-03-01,1741139.0
2017-04-01,3416188.0
2017-05-01,1858900.0
2017-06-01,2663230.0
2017-07-01,4347741.0
2017-08-01,3083850.0
2017-09-01,4631754.0
2017-10-01,3384528.0
2017-11-01,3272359.0
2017-12-01,9193551.0
2018-01-01,7193782.0
2018-02-01,5883703.0
2018-03-01,7051938.0
2018-04-01,4970035.0
2018-05-01,3336667.0
2018-06-01,5829637.0
2018-07-01,5429603.0
2018-08-01,4135601.0
2018-09-01,7662640.0
2018-10-01,3850689.0
2018-11-01,3707295.0
2018-12-01,4791659.0
2019-01-01,3667299.0
2019-02-01,4157986.0
2019-03-01,1460107.0
