Tarih,TP_KM_F09
2000-01-01,2918537.0
2000-02-01,2985060.0
2000-03-01,2812069.0
2000-04-01,2959795.0
2000-05-01,2855347.0
2000-06-01,2915476.0
2000-07-01,3267203.0
2000-08-01,3199675.0
2000-09-01,3369284.0
2000-10-01,3412557.0
2000-11-01,3657053.0
2000-12-01,3764934.0
2001-01-01,3882309.0
2001-02-01,3861301.0
2001-03-01,3940949.0
2001-04-01,4045010.0
2001-05-01,4039578.0
2001-06-01,4100461.0
2001-07-01,3762719.0
2001-08-01,4110590.0
2001-09-01,4974169.0
2001-10-01,5139172.0
2001-11-01,5522840.0
2001-12-01,5576666.0
2002-01-01,5251291.0
2002-02-01,5797346.0
2002-03-01,6355114.0
2002-04-01,5939945.0
2002-05-01,5447532.0
2002-06-01,5748311.0
2002-07-01,5609248.0
2002-08-01,6118686.0
2002-09-01,5809415.0
2002-10-01,6035942.0
2002-11-01,7030605.0
2002-12-01,5983257.0
2003-01-01,6364354.0
2003-02-01,6806719.0
2003-03-01,6141040.0
2003-04-01,6361588.0
2003-05-01,6902366.0
2003-06-01,7221682.0
2003-07-01,6758436.0
2003-08-01,7273079.0
2003-09-01,7875532.0
2003-10-01,8067009.0
2003-11-01,8531764.0
2003-12-01,9071517.0
2004-01-01,8698889.0
2004-02-01,9176168.0
2004-03-01,9375655.0
2004-04-01,9100361.0
2004-05-01,8675237.0
2004-06-01,8480262.0
2004-07-01,8599805.0
2004-08-01,8914825.0
2004-09-01,9157425.0
2004-10-01,9877773.0
2004-11-01,9532169.0
2004-12-01,10452129.0
2005-01-01,10481733.0
2005-02-01,11082629.0
2005-03-01,12192298.0
2005-04-01,12383885.0
2005-05-01,12919312.0
2005-06-01,13500980.0
2005-07-01,14102428.0
2005-08-01,14196322.0
2005-09-01,14791908.0
2005-10-01,14688394.0
2005-11-01,15859451.0
2005-12-01,13503452.0
2006-01-01,14051776.0
2006-02-01,14149333.0
2006-03-01,15544828.0
2006-04-01,15703183.0
2006-05-01,15938984.0
2006-06-01,16462356.0
2006-07-01,15563085.0
2006-08-01,14648965.0
2006-09-01,15228489.0
2006-10-01,15732990.0
2006-11-01,16612218.0
2006-12-01,16289212.0
2007-01-01,16338789.0
2007-02-01,16583838.0
2007-03-01,15742063.0
2007-04-01,16043740.0
2007-05-01,17976976.0
2007-06-01,18102981.0
2007-07-01,17936298.0
2007-08-01,17531713.0
2007-09-01,19444405.0
2007-10-01,19491525.0
2007-11-01,19351731.0
2007-12-01,18669349.0
2008-01-01,18706298.0
2008-02-01,18304670.0
2008-03-01,18368206.0
2008-04-01,18177247.0
2008-05-01,18507959.0
2008-06-01,19247990.0
2008-07-01,18008248.0
2008-08-01,16944073.0
2008-09-01,17132541.0
