Tarih,TP_KM_F29
2000-01-01,502421.0
2000-02-01,492325.0
2000-03-01,659209.0
2000-04-01,641350.0
2000-05-01,713731.0
2000-06-01,915712.0
2000-07-01,600902.0
2000-08-01,750614.0
2000-09-01,1047351.0
2000-10-01,822478.0
2000-11-01,548282.0
2000-12-01,821543.0
2001-01-01,593747.0
2001-02-01,443376.0
2001-03-01,256751.0
2001-04-01,349688.0
2001-05-01,246767.0
2001-06-01,148356.0
2001-07-01,101268.0
2001-08-01,155707.0
2001-09-01,113371.0
2001-10-01,433477.0
2001-11-01,362739.0
2001-12-01,68549.0
2002-01-01,55873.0
2002-02-01,62816.0
2002-03-01,80658.0
2002-04-01,159424.0
2002-05-01,96144.0
2002-06-01,156872.0
2002-07-01,56188.0
2002-08-01,156076.0
2002-09-01,118520.0
2002-10-01,110028.0
2002-11-01,129982.0
2002-12-01,123302.0
2003-01-01,124814.0
2003-02-01,109233.0
2003-03-01,138970.0
2003-04-01,87984.0
2003-05-01,100188.0
2003-06-01,118756.0
2003-07-01,51518.0
2003-08-01,97599.0
2003-09-01,167836.0
2003-10-01,97740.0
2003-11-01,87152.0
2003-12-01,136876.0
2004-01-01,70146.0
2004-02-01,48045.0
2004-03-01,103336.0
2004-04-01,131714.0
2004-05-01,158969.0
2004-06-01,194105.0
2004-07-01,116086.0
2004-08-01,91085.0
2004-09-01,113851.0
2004-10-01,184064.0
2004-11-01,162165.0
2004-12-01,231967.0
2005-01-01,124122.0
2005-02-01,207330.0
2005-03-01,294365.0
2005-04-01,188535.0
2005-05-01,179986.0
2005-06-01,225241.0
2005-07-01,370326.0
2005-08-01,293165.0
2005-09-01,360491.0
2005-10-01,316078.0
2005-11-01,254286.0
2005-12-01,512564.0
2006-01-01,247943.0
2006-02-01,677515.0
2006-03-01,491777.0
2006-04-01,1033450.0
2006-05-01,494664.0
2006-06-01,445072.0
2006-07-01,590824.0
2006-08-01,550740.0
2006-09-01,406023.0
2006-10-01,385866.0
2006-11-01,261812.0
2006-12-01,1361994.0
2007-01-01,422168.0
2007-02-01,687655.0
2007-03-01,1080808.0
2007-04-01,514173.0
2007-05-01,215326.0
2007-06-01,755764.0
2007-07-01,617541.0
2007-08-01,366751.0
2007-09-01,355734.0
2007-10-01,445076.0
2007-11-01,334305.0
2007-12-01,383137.0
2008-01-01,257186.0
2008-02-01,552598.0
2008-03-01,943845.0
2008-04-01,705994.0
2008-05-01,544346.0
2008-06-01,498027.0
2008-07-01,580238.0
2008-08-01,466246.0
2008-09-01,605208.0
2008-10-01,420491.0
2008-11-01,272906.0
2008-12-01,446460.0
2009-01-01,359835.0
2009-02-01,371855.0
2009-03-01,501360.0
2009-04-01,449449.0
2009-05-01,450566.0
2009-06-01,847006.0
2009-07-01,1214886.0
2009-08-01,991917.0
2009-09-01,1387209.0
2009-10-01,1595383.0
2009-11-01,567163.0
2009-12-01,889166.0
2010-01-01,534742.0
2010-02-01,1279064.0
2010-03-01,2015958.0
2010-04-01,849972.0
2010-05-01,793566.0
2010-06-01,1114926.0
2010-07-01,880868.0
2010-08-01,1173448.0
2010-09-01,1040855.0
2010-10-01,2003540.0
2010-11-01,2400324.0
2010-12-01,2693178.0
2011-01-01,1775318.0
2011-02-01,2296615.0
2011-03-01,3201574.0
2011-04-01,3068163.0
2011-05-01,2139215.0
2011-06-01,2396932.0
2011-07-01,1822511.0
2011-08-01,1746060.0
2011-09-01,1461457.0
2011-10-01,3956557.0
2011-11-01,2801016.0
2011-12-01,2384827.0
2012-01-01,3675782.0
2012-02-01,1782580.0
2012-03-01,2808905.0
2012-04-01,3769337.0
2012-05-01,2285352.0
2012-06-01,1821039.0
2012-07-01,2454875.0
2012-08-01,3228819.0
2012-09-01,2061149.0
2012-10-01,2329182.0
2012-11-01,2375739.0
2012-12-01,1919996.0
2013-01-01,2752795.0
