Tarih,TP_KM_F04
2000-01-01,3495249.0
2000-02-01,3113454.0
2000-03-01,3142256.0
2000-04-01,3367204.0
2000-05-01,3367579.0
2000-06-01,3829281.0
2000-07-01,4504671.0
2000-08-01,4053258.0
2000-09-01,4329718.0
2000-10-01,4447240.0
2000-11-01,4889213.0
2000-12-01,5813377.0
2001-01-01,5175893.0
2001-02-01,6049317.0
2001-03-01,6574696.0
2001-04-01,6010313.0
2001-05-01,5179842.0
2001-06-01,5549815.0
2001-07-01,4696818.0
2001-08-01,5416222.0
2001-09-01,6084752.0
2001-10-01,6449229.0
2001-11-01,5999878.0
2001-12-01,8117695.0
2002-01-01,6652040.0
2002-02-01,6966563.0
2002-03-01,7805750.0
2002-04-01,8041767.0
2002-05-01,8521348.0
2002-06-01,9007421.0
2002-07-01,8774868.0
2002-08-01,7979585.0
2002-09-01,9882912.0
2002-10-01,10434453.0
2002-11-01,9677953.0
2002-12-01,12909736.0
2003-01-01,11032822.0
2003-02-01,10324806.0
2003-03-01,11750772.0
2003-04-01,10435335.0
2003-05-01,10818422.0
2003-06-01,11919527.0
2003-07-01,12872711.0
2003-08-01,12734772.0
2003-09-01,14523556.0
2003-10-01,14635857.0
2003-11-01,14163756.0
2003-12-01,16736478.0
2004-01-01,14989948.0
2004-02-01,15134174.0
2004-03-01,16063199.0
2004-04-01,16401050.0
2004-05-01,16217268.0
2004-06-01,17311566.0
2004-07-01,17985262.0
2004-08-01,18551449.0
2004-09-01,19324688.0
2004-10-01,19419924.0
2004-11-01,19091408.0
2004-12-01,21379815.0
2005-01-01,19480531.0
2005-02-01,19012217.0
2005-03-01,20982865.0
2005-04-01,21619826.0
2005-05-01,21351169.0
2005-06-01,23139005.0
2005-07-01,24538354.0
2005-08-01,24792714.0
2005-09-01,25732136.0
2005-10-01,27079344.0
2005-11-01,27531397.0
2005-12-01,31556310.0
2006-01-01,26235204.0
2006-02-01,27101064.0
2006-03-01,29086386.0
2006-04-01,29563340.0
2006-05-01,30276098.0
2006-06-01,29773794.0
2006-07-01,29081042.0
2006-08-01,29434895.0
2006-09-01,30233787.0
2006-10-01,29267550.0
2006-11-01,29909735.0
2006-12-01,30913404.0
2007-01-01,30919137.0
2007-02-01,30596302.0
2007-03-01,31717338.0
2007-04-01,31791407.0
2007-05-01,31381922.0
2007-06-01,32461141.0
2007-07-01,34386743.0
2007-08-01,34067421.0
2007-09-01,33561132.0
2007-10-01,33311423.0
2007-11-01,33513128.0
2007-12-01,39097683.0
2008-01-01,38477305.0
2008-02-01,38850710.0
2008-03-01,42508375.0
2008-04-01,41812999.0
2008-05-01,39761883.0
2008-06-01,41929599.0
2008-07-01,43289142.0
2008-08-01,43818956.0
2008-09-01,47577033.0
2008-10-01,47805125.0
2008-11-01,48953092.0
2008-12-01,52170388.0
2009-01-01,50573992.0
2009-02-01,49857599.0
2009-03-01,50265614.0
2009-04-01,46709153.0
2009-05-01,49762276.0
2009-06-01,51864525.0
2009-07-01,52479865.0
2009-08-01,53330353.0
2009-09-01,56741902.0
2009-10-01,59585628.0
2009-11-01,61768110.0
2009-12-01,67390081.0
2010-01-01,64628951.0
2010-02-01,67084594.0
2010-03-01,68711135.0
2010-04-01,64705576.0
2010-05-01,70051534.0
2010-06-01,77354867.0
2010-07-01,75698160.0
2010-08-01,73717846.0
2010-09-01,75783181.0
2010-10-01,79286944.0
2010-11-01,80207524.0
2010-12-01,92722541.0
2011-01-01,86273143.0
2011-02-01,89503396.0
2011-03-01,92051671.0
2011-04-01,90461834.0
2011-05-01,93772173.0
2011-06-01,93409255.0
2011-07-01,96929143.0
2011-08-01,97349456.0
2011-09-01,93182026.0
2011-10-01,90056302.0
2011-11-01,88642012.0
2011-12-01,94640521.0
2012-01-01,89881027.0
2012-02-01,89074786.0
2012-03-01,94378502.0
2012-04-01,91200290.0
2012-05-01,91893240.0
2012-06-01,95437271.0
2012-07-01,98061686.0
2012-08-01,97902595.0
2012-09-01,104970511.0
2012-10-01,106607779.0
2012-11-01,105008288.0
2012-12-01,115701994.0
2013-01-01,112597525.0
2013-02-01,116579111.0
2013-03-01,119998353.0
2013-04-01,119738488.0
2013-05-01,129685941.0
2013-06-01,133466565.0
2013-07-01,137716502.0
2013-08-01,136804657.0
2013-09-01,138633062.0
2013-10-01,138100185.0
2013-11-01,144086374.0
2013-12-01,147561698.0
2014-01-01,138105488.0
2014-02-01,130824077.0
2014-03-01,133432144.0
2014-04-01,129262034.0
2014-05-01,131674650.0
2014-06-01,139986678.0
2014-07-01,143293522.0
2014-08-01,138305330.0
2014-09-01,145629302.0
2014-10-01,137430352.0
2014-11-01,143663712.0
2014-12-01,161102139.0
2015-01-01,154222930.0
2015-02-01,156616818.0
2015-03-01,164077432.0
2015-04-01,160018898.0
2015-05-01,155890495.0
2015-06-01,151355720.0
2015-07-01,157816994.0
2015-08-01,156042452.0
2015-09-01,161846089.0
2015-10-01,161195395.0
2015-11-01,157939990.0
2015-12-01,169252662.0
2016-01-01,170133449.0
2016-02-01,169055233.0
2016-03-01,171919391.0
2016-04-01,177049210.0
2016-05-01,179114383.0
2016-06-01,181430875.0
2016-07-01,193480332.0
2016-08-01,192972585.0
2016-09-01,201227496.0
2016-10-01,208737426.0
2016-11-01,203709069.0
2016-12-01,215032378.0
2017-01-01,205779760.0
2017-02-01,201587373.0
2017-03-01,213600754.0
2017-04-01,221078970.0
2017-05-01,221214649.0
2017-06-01,226451173.0
2017-07-01,226750124.0
2017-08-01,223890249.0
2017-09-01,231072838.0
2017-10-01,229997007.0
2017-11-01,222505860.0
2017-12-01,235365508.0
2018-01-01,219321450.0
2018-02-01,219177528.0
2018-03-01,231477037.0
2018-04-01,227464832.0
2018-05-01,225567591.0
2018-06-01,235255112.0
2018-07-01,229385345.0
2018-08-01,227934444.0
2018-09-01,239135212.0
