Tarih,TP_KM_F22
2000-01-01,274210.0
2000-02-01,297382.0
2000-03-01,176501.0
2000-04-01,182809.0
2000-05-01,181764.0
2000-06-01,184469.0
2000-07-01,181150.0
2000-08-01,182239.0
2000-09-01,184285.0
2000-10-01,176222.0
2000-11-01,165950.0
2000-12-01,154847.0
2001-01-01,147039.0
2001-02-01,67003.0
2001-03-01,71512.0
2001-04-01,58605.0
2001-05-01,72965.0
2001-06-01,81375.0
2001-07-01,84917.0
2001-08-01,88510.0
2001-09-01,104404.0
2001-10-01,100181.0
2001-11-01,94536.0
2001-12-01,81111.0
2002-01-01,71436.0
2002-02-01,79887.0
2002-03-01,77465.0
2002-04-01,80110.0
2002-05-01,82212.0
2002-06-01,88020.0
2002-07-01,93068.0
2002-08-01,71629.0
2002-09-01,89380.0
2002-10-01,83293.0
2002-11-01,75869.0
2002-12-01,93626.0
2003-01-01,95867.0
2003-02-01,96777.0
2003-03-01,98711.0
2003-04-01,81673.0
2003-05-01,58612.0
2003-06-01,53632.0
2003-07-01,47855.0
2003-08-01,50599.0
2003-09-01,53034.0
2003-10-01,58373.0
2003-11-01,56885.0
2003-12-01,53700.0
2004-01-01,50006.0
2004-02-01,47362.0
2004-03-01,47070.0
2004-04-01,91169.0
2004-05-01,94761.0
2004-06-01,91091.0
2004-07-01,75475.0
2004-08-01,76023.0
2004-09-01,78682.0
2004-10-01,163016.0
2004-11-01,163882.0
2004-12-01,156859.0
2005-01-01,163797.0
2005-02-01,159760.0
2005-03-01,164943.0
2005-04-01,168947.0
2005-05-01,162362.0
2005-06-01,155553.0
2005-07-01,155797.0
2005-08-01,159397.0
2005-09-01,177124.0
2005-10-01,178397.0
2005-11-01,186458.0
2005-12-01,195281.0
2006-01-01,216287.0
2006-02-01,228840.0
2006-03-01,244841.0
2006-04-01,284417.0
2006-05-01,443057.0
2006-06-01,423549.0
2006-07-01,412944.0
2006-08-01,364344.0
2006-09-01,382929.0
2006-10-01,350061.0
2006-11-01,360552.0
2006-12-01,352741.0
2007-01-01,364951.0
2007-02-01,337203.0
2007-03-01,346522.0
2007-04-01,328097.0
2007-05-01,317468.0
2007-06-01,325613.0
2007-07-01,287554.0
2007-08-01,296444.0
2007-09-01,228389.0
2007-10-01,268326.0
2007-11-01,340793.0
2007-12-01,259080.0
2008-01-01,288960.0
2008-02-01,311220.0
2008-03-01,376547.0
2008-04-01,386045.0
2008-05-01,368923.0
2008-06-01,382864.0
2008-07-01,366174.0
2008-08-01,394595.0
2008-09-01,405186.0
2008-10-01,523271.0
2008-11-01,539805.0
2008-12-01,472458.0
2009-01-01,492682.0
2009-02-01,623430.0
2009-03-01,697383.0
2009-04-01,688631.0
2009-05-01,658400.0
2009-06-01,653525.0
2009-07-01,645517.0
2009-08-01,723465.0
2009-09-01,832328.0
2009-10-01,956122.0
2009-11-01,1246109.0
2009-12-01,1171759.0
2010-01-01,1145758.0
2010-02-01,1180538.0
2010-03-01,1214950.0
2010-04-01,1174279.0
2010-05-01,1195174.0
2010-06-01,1352598.0
2010-07-01,1465204.0
2010-08-01,1593600.0
2010-09-01,1627230.0
2010-10-01,1780076.0
2010-11-01,1857293.0
2010-12-01,2155861.0
2011-01-01,2679250.0
2011-02-01,2556542.0
2011-03-01,2799746.0
2011-04-01,2988678.0
2011-05-01,3312138.0
2011-06-01,3810054.0
2011-07-01,4867000.0
2011-08-01,8842529.0
2011-09-01,10271159.0
2011-10-01,10782429.0
2011-11-01,10578091.0
2011-12-01,10945992.0
2012-01-01,10808151.0
2012-02-01,10519896.0
2012-03-01,12041719.0
2012-04-01,12213102.0
2012-05-01,12468946.0
2012-06-01,12829242.0
2012-07-01,12663376.0
2012-08-01,12819344.0
2012-09-01,12295019.0
2012-10-01,12264336.0
2012-11-01,12863480.0
2012-12-01,14584725.0
2013-01-01,15141384.0
2013-02-01,16014330.0
2013-03-01,16742042.0
2013-04-01,17909129.0
2013-05-01,17492020.0
2013-06-01,16411791.0
2013-07-01,17568476.0
2013-08-01,18559589.0
2013-09-01,17472750.0
2013-10-01,17226156.0
2013-11-01,17616130.0
2013-12-01,17415542.0
2014-01-01,15790903.0
2014-02-01,15471004.0
2014-03-01,13886202.0
2014-04-01,14445528.0
2014-05-01,14811459.0
2014-06-01,15189408.0
2014-07-01,14897943.0
2014-08-01,14164196.0
2014-09-01,14798021.0
2014-10-01,14685803.0
2014-11-01,15475974.0
2014-12-01,13726110.0
2015-01-01,11387943.0
2015-02-01,10471079.0
2015-03-01,9689895.0
2015-04-01,9428497.0
2015-05-01,9498222.0
2015-06-01,9723993.0
2015-07-01,10525107.0
2015-08-01,9600022.0
2015-09-01,9674590.0
2015-10-01,9546452.0
2015-11-01,9739398.0
2015-12-01,9819801.0
2016-01-01,9523701.0
2016-02-01,9008692.0
2016-03-01,9109725.0
2016-04-01,9212634.0
2016-05-01,9025057.0
2016-06-01,8961445.0
2016-07-01,9541271.0
2016-08-01,9878081.0
2016-09-01,10367219.0
2016-10-01,12059637.0
2016-11-01,12352791.0
2016-12-01,15617791.0
2017-01-01,16219212.0
2017-02-01,16855761.0
2017-03-01,17098043.0
2017-04-01,16799656.0
2017-05-01,18595108.0
2017-06-01,20084312.0
2017-07-01,19985475.0
2017-08-01,18668184.0
2017-09-01,18118767.0
2017-10-01,17657240.0
2017-11-01,19313471.0
2017-12-01,20747749.0
2018-01-01,19868121.0
2018-02-01,20543060.0
2018-03-01,20460248.0
2018-04-01,22617387.0
2018-05-01,26212582.0
2018-06-01,27180026.0
2018-07-01,26990055.0
2018-08-01,29853918.0
2018-09-01,31198926.0
2018-10-01,31117092.0
2018-11-01,30083829.0
2018-12-01,32621747.0
2019-01-01,34573936.0
2019-02-01,36029757.0
2019-03-01,40518657.0
2019-04-01,41619015.0
2019-05-01,43287104.0
2019-06-01,42517745.0
2019-07-01,43293270.0
2019-08-01,47775912.0
2019-09-01,51299658.0
2019-10-01,55625424.0
2019-11-01,59854985.0
2019-12-01,64143087.0
2020-01-01,71835036.0
2020-02-01,87499106.0
2020-03-01,94972830.0
2020-04-01,116401335.0
2020-05-01,126824703.0
2020-06-01,131403753.0
2020-07-01,154430600.0
2020-08-01,189095593.0
2020-09-01,199249120.0
2020-10-01,213365940.0
2020-11-01,213788931.0
2020-12-01,219961355.0
2021-01-01,217001609.0
2021-02-01,212736262.0
2021-03-01,219655023.0
2021-04-01,226907833.0
2021-05-01,240405880.0
2021-06-01,228771962.0
2021-07-01,228241902.0
2021-08-01,224179822.0
2021-09-01,224197763.0
2021-10-01,228062652.0
2021-11-01,299661766.0
2021-12-01,327760113.0
2022-01-01,322863575.0
2022-02-01,351656862.0
2022-03-01,366375933.0
2022-04-01,367996232.0
2022-05-01,390736265.0
2022-06-01,382751285.0
2022-07-01,405555321.0
2022-08-01,401965120.0
2022-09-01,405844279.0
2022-10-01,402033892.0
2022-11-01,419163559.0
2022-12-01,438103795.0
2023-01-01,480122846.0
2023-02-01,468728383.0
2023-03-01,515469419.0
2023-04-01,545112222.0
2023-05-01,543179536.0
2023-06-01,627779282.0
2023-07-01,658744247.0
2023-08-01,652854367.0
2023-09-01,635300577.0
2023-10-01,694554412.0
2023-11-01,710485804.0
2023-12-01,739160561.0
2024-01-01,766923618.0
2024-02-01,801287205.0
2024-03-01,927629096.0
2024-04-01,952564946.0
2024-05-01,933886850.0
2024-06-01,940686114.0
2024-07-01,983749075.0
2024-08-01,1079458796.0
2024-09-01,1171003176.0
2024-10-01,1228147194.0
2024-11-01,1218428734.0
2024-12-01,1216107101.0
2025-01-01,1297490325.0
2025-02-01,1388526710.0
2025-03-01,1575905940.0
2025-04-01,1747542584.0
2025-05-01,1782439494.0
2025-06-01,1818086878.0
2025-07-01,1871273673.0
2025-08-01,1966354835.0
