Tarih,TP_KM_F10
2000-01-01,909445.0
2000-02-01,792957.0
2000-03-01,834667.0
2000-04-01,929432.0
2000-05-01,1039739.0
2000-06-01,827047.0
2000-07-01,792506.0
2000-08-01,790283.0
2000-09-01,829518.0
2000-10-01,847710.0
2000-11-01,1130751.0
2000-12-01,1425859.0
2001-01-01,1706986.0
2001-02-01,1972377.0
2001-03-01,1653785.0
2001-04-01,1663616.0
2001-05-01,1678015.0
2001-06-01,1677068.0
2001-07-01,1802214.0
2001-08-01,1874331.0
2001-09-01,1792867.0
2001-10-01,1801710.0
2001-11-01,1704079.0
2001-12-01,1753774.0
2002-01-01,2159341.0
2002-02-01,1807968.0
2002-03-01,2038767.0
2002-04-01,1677682.0
2002-05-01,1257246.0
2002-06-01,1013050.0
2002-07-01,990859.0
2002-08-01,1151289.0
2002-09-01,1247431.0
2002-10-01,1395034.0
2002-11-01,1518340.0
2002-12-01,781819.0
2003-01-01,879711.0
2003-02-01,877246.0
2003-03-01,484124.0
2003-04-01,818346.0
2003-05-01,567423.0
2003-06-01,503914.0
2003-07-01,541224.0
2003-08-01,649421.0
2003-09-01,853408.0
2003-10-01,1012004.0
2003-11-01,1030846.0
2003-12-01,1358782.0
2004-01-01,475169.0
2004-02-01,763910.0
2004-03-01,930431.0
2004-04-01,638591.0
2004-05-01,731313.0
2004-06-01,843364.0
2004-07-01,651131.0
2004-08-01,784277.0
2004-09-01,946461.0
2004-10-01,1136092.0
2004-11-01,1155557.0
2004-12-01,1259875.0
2005-01-01,1331399.0
2005-02-01,1266984.0
2005-03-01,1425796.0
2005-04-01,1445640.0
2005-05-01,1108568.0
2005-06-01,1000560.0
2005-07-01,1263959.0
2005-08-01,1073348.0
2005-09-01,880098.0
2005-10-01,1216948.0
2005-11-01,1184235.0
2005-12-01,1098201.0
2006-01-01,1600468.0
2006-02-01,1523713.0
2006-03-01,2066963.0
2006-04-01,2058478.0
2006-05-01,2690763.0
2006-06-01,3871139.0
2006-07-01,2913334.0
2006-08-01,3006657.0
2006-09-01,2116483.0
2006-10-01,2140792.0
2006-11-01,2647959.0
2006-12-01,2691110.0
2007-01-01,2747796.0
2007-02-01,2547514.0
2007-03-01,2691034.0
2007-04-01,3012738.0
2007-05-01,4822357.0
2007-06-01,4673284.0
2007-07-01,4955986.0
2007-08-01,4290839.0
2007-09-01,4916592.0
2007-10-01,5050213.0
2007-11-01,5320566.0
2007-12-01,4429807.0
2008-01-01,4381067.0
2008-02-01,4422426.0
2008-03-01,4784001.0
2008-04-01,4742633.0
2008-05-01,5324892.0
2008-06-01,5072652.0
2008-07-01,4641567.0
2008-08-01,3588325.0
2008-09-01,3351366.0
2008-10-01,3345908.0
2008-11-01,3245175.0
2008-12-01,2484078.0
2009-01-01,2208188.0
2009-02-01,2403789.0
2009-03-01,2284809.0
2009-04-01,2418960.0
2009-05-01,2432476.0
2009-06-01,2346321.0
2009-07-01,2220203.0
2009-08-01,2095668.0
2009-09-01,2323382.0
2009-10-01,2448260.0
2009-11-01,2299672.0
2009-12-01,2326682.0
2010-01-01,2823277.0
2010-02-01,2349708.0
2010-03-01,2445316.0
2010-04-01,2608728.0
2010-05-01,3686032.0
2010-06-01,3990105.0
2010-07-01,3162402.0
2010-08-01,3135775.0
2010-09-01,2763349.0
2010-10-01,2664528.0
2010-11-01,2834058.0
2010-12-01,2665734.0
2011-01-01,2159072.0
2011-02-01,2204130.0
2011-03-01,1765252.0
2011-04-01,1866381.0
2011-05-01,2342934.0
2011-06-01,1808336.0
2011-07-01,1638844.0
2011-08-01,1931906.0
