Tarih,TP_GSYIH18_GY_CF
2000-01-01,17050958.61727049
2000-04-01,19690921.20250179
2000-07-01,24144247.48096099
2000-10-01,21190705.7925103
2001-01-01,23409534.2681064
2001-04-01,28039649.6926798
2001-07-01,34002145.7256591
2001-10-01,30546737.39116759
2002-01-01,34388539.311975
2002-04-01,41152236.32409519
2002-07-01,50916255.1303486
2002-10-01,46787421.27566789
2003-01-01,46724790.79308129
2003-04-01,53816130.61020279
2003-07-01,66247155.3318385
2003-10-01,61284078.6060281
2004-01-01,58203421.936185
2004-04-01,68188629.8024552
2004-07-01,81794035.5124198
2004-10-01,77126319.6742473
2005-01-01,69171909.2491961
2005-04-01,78939710.1642367
2005-07-01,94498777.249436
2005-10-01,92769157.5396985
2006-01-01,77328713.9369575
2006-04-01,96464836.6326532
2006-07-01,109975609.5896539
2006-10-01,107987843.462611
2007-01-01,90311805.4227968
2007-04-01,106465049.164286
2007-07-01,119441051.510853
2007-10-01,123036129.781755
2008-01-01,105161490.59189
2008-04-01,124213474.88738
2008-07-01,137378329.961708
2008-10-01,125913083.4379999
2009-01-01,88524578.7206681
2009-04-01,113103867.9688709
2009-07-01,136898925.0790509
2009-10-01,138099901.817054
2010-01-01,101109684.568048
2010-04-01,128218273.6398169
2010-07-01,160172144.912925
2010-10-01,157787656.426726
2011-01-01,127296952.722541
2011-04-01,158135451.608197
2011-07-01,192255769.4296259
2011-10-01,196212627.134079
2012-01-01,143670266.6277999
2012-04-01,177792599.6915949
2012-07-01,209234470.67311
2012-10-01,208874287.5158779
2013-01-01,162093929.923386
2013-04-01,201708209.5407769
2013-07-01,242373046.751554
2013-10-01,239682006.2610709
2014-01-01,197432243.296317
2014-04-01,217932182.5522139
2014-07-01,261711149.5776259
2014-10-01,259835933.4223229
2015-01-01,192799141.2031469
2015-04-01,246491784.345793
2015-07-01,297500350.068718
2015-10-01,303990631.9554709
2016-01-01,208151825.171537
2016-04-01,262455757.300305
2016-07-01,290223711.595744
2016-10-01,337695419.217489
2017-01-01,258652094.1489169
2017-04-01,315135448.936169
2017-07-01,394544394.445872
2017-10-01,429145813.2663639
2018-01-01,325250888.9191309
2018-04-01,397867774.938156
2018-07-01,505382664.4695559
2018-10-01,489898975.1499609
2019-01-01,365664994.5772479
2019-04-01,441673857.259859
2019-07-01,545954492.680324
2019-10-01,568365474.1609899
2020-01-01,423074735.242847
2020-04-01,418414011.0747169
2020-07-01,696923435.006087
2020-10-01,743265412.1067659
2021-01-01,593512198.482269
2021-04-01,729628806.080291
2021-07-01,972068003.3006759
2021-10-01,1226285151.92827
2022-01-01,1084304549.34097
2022-04-01,1686737474.042419
2022-07-01,2149258775.512909
2022-10-01,2472162808.65807
2023-01-01,1729474104.958479
2023-04-01,2304825868.87781
2023-07-01,3339972848.15803
2023-10-01,3951946799.660699
2024-01-01,2958294578.743509
2024-04-01,3553273771.540369
2024-07-01,5053765080.084879
2024-10-01,5525166631.17173
2025-01-01,4005166361.98701
2025-04-01,5198317127.12742
