Tarih,TP_GSYIH01_GY_CF
2000-01-01,66430.7705121567
2000-04-01,111182.764370978
2000-07-01,138951.6979612
2000-10-01,138985.79442361
2001-01-01,87194.2322255379
2001-04-01,158818.478119914
2001-07-01,205080.051435885
2001-10-01,184513.417540386
2002-01-01,148683.305239404
2002-04-01,252229.723920026
2002-07-01,311001.402822998
2002-10-01,296214.097761532
2003-01-01,193594.370569861
2003-04-01,343927.635302963
2003-07-01,392971.220239668
2003-10-01,340429.074710016
2004-01-01,277187.717976065
2004-04-01,456309.792816568
2004-07-01,517471.231180282
2004-10-01,482391.382529109
2005-01-01,314740.641557556
2005-04-01,515118.349603596
2005-07-01,615049.510343785
2005-10-01,537329.342652369
2006-01-01,327995.376058984
2006-04-01,555264.950741726
2006-07-01,665841.353618432
2006-10-01,589470.131944835
2007-01-01,339750.705452039
2007-04-01,569365.183911717
2007-07-01,691377.202653594
2007-10-01,630796.332062138
2008-01-01,378248.643853806
2008-04-01,632441.080065912
2008-07-01,733869.858304126
2008-10-01,635087.539499684
2009-01-01,397984.929913672
2009-04-01,710761.270252913
2009-07-01,735754.532800263
2009-10-01,788670.323862239
2010-01-01,517854.650091216
2010-04-01,819637.673043311
2010-07-01,885273.666182245
2010-10-01,920827.281770336
2011-01-01,675643.646728478
2011-04-01,991761.615184132
2011-07-01,1083148.94413916
2011-10-01,1090485.71069448
2012-01-01,754014.270700229
2012-04-01,1255184.529468589
2012-07-01,1456488.6304245
2012-10-01,1421685.63320829
2013-01-01,906059.172739403
2013-04-01,1426263.07809424
2013-07-01,1691703.725181869
2013-10-01,1563366.579502499
2014-01-01,1167166.27138461
2014-04-01,1579523.39175048
2014-07-01,1820270.74917794
2014-10-01,1738779.21774564
2015-01-01,1314794.731423219
2015-04-01,1846306.07272534
2015-07-01,2205029.46961238
2015-10-01,1922573.732158619
2016-01-01,1699632.179282899
2016-04-01,2330208.38053449
2016-07-01,2657085.169049549
2016-10-01,2294373.87693904
2017-01-01,1842556.6746666
2017-04-01,2630723.421544999
2017-07-01,3058245.713485099
2017-10-01,2709288.3625363
2018-01-01,2233041.292957429
2018-04-01,3131955.568156419
2018-07-01,3708242.829043469
2018-10-01,3123282.76807948
2019-01-01,2851254.121323119
2019-04-01,3989071.84955185
2019-07-01,4486536.27573439
2019-10-01,3788168.7026219
2020-01-01,3423640.118586749
2020-04-01,4386788.66594989
2020-07-01,5377177.88675601
2020-10-01,4482662.059494789
2021-01-01,4063453.201042819
2021-04-01,5432471.36486598
2021-07-01,6895690.863556
2021-10-01,5796368.581845549
2022-01-01,5954706.821178879
2022-04-01,8508652.45501005
2022-07-01,12825792.90861029
2022-10-01,11279927.41614609
2023-01-01,13530104.9443366
2023-04-01,17706272.1106548
2023-07-01,27267249.7615435
2023-10-01,23337848.38755379
2024-01-01,26676747.40742449
2024-04-01,38096766.49721059
2024-07-01,45807754.41314139
2024-10-01,39956939.7807968
2025-01-01,39878142.10716319
2025-04-01,56139328.7509794
