Tarih,TP_GSYIH06_GY_CF
2000-01-01,189730.626090043
2000-04-01,210459.93489017
2000-07-01,236502.403946976
2000-10-01,280657.494110374
2001-01-01,259977.644576557
2001-04-01,318809.001529819
2001-07-01,386048.233791132
2001-10-01,439966.192148281
2002-01-01,451830.021699943
2002-04-01,477565.88780426
2002-07-01,558126.78104332
2002-10-01,633278.513287715
2003-01-01,623529.876578838
2003-04-01,653662.242020108
2003-07-01,718846.680737176
2003-10-01,795568.302436276
2004-01-01,770762.691441556
2004-04-01,801744.453778954
2004-07-01,889873.815706023
2004-10-01,1002094.87435701
2005-01-01,882025.778206028
2005-04-01,970673.61010816
2005-07-01,1077266.963650269
2005-10-01,1202328.1525644
2006-01-01,1039164.92452277
2006-04-01,1116400.03932
2006-07-01,1229844.15168899
2006-10-01,1353896.35968683
2007-01-01,1266858.557996409
2007-04-01,1316518.30068176
2007-07-01,1439744.80207596
2007-10-01,1574071.51518631
2008-01-01,1431360.02998455
2008-04-01,1511823.675879919
2008-07-01,1548312.041480389
2008-10-01,1672894.97073605
2009-01-01,1456708.57987681
2009-04-01,1509368.98163419
2009-07-01,1547906.26104334
2009-10-01,1560850.391302869
2010-01-01,1655693.957283309
2010-04-01,1721979.68270043
2010-07-01,1786228.55000512
2010-10-01,1778667.50914615
2011-01-01,1906411.0123823
2011-04-01,2013198.72544027
2011-07-01,2115265.903035739
2011-10-01,2126789.47198701
2012-01-01,2323248.154452379
2012-04-01,2349231.427814169
2012-07-01,2435854.3253564
2012-10-01,2455713.66431332
2013-01-01,2570707.26709774
2013-04-01,2656292.799543879
2013-07-01,2773935.48847814
2013-10-01,2810381.35083939
2014-01-01,3051583.582681119
2014-04-01,3143926.50998623
2014-07-01,3119941.49022638
2014-10-01,3210178.44997536
2015-01-01,3640201.081117259
2015-04-01,3604382.384963139
2015-07-01,3542227.36470447
2015-10-01,3705096.607515609
2016-01-01,4369494.37853544
2016-04-01,4406276.203379989
2016-07-01,4326669.37871151
2016-10-01,4328741.272717719
2017-01-01,4779214.193090289
2017-04-01,4788097.90621208
2017-07-01,4822507.23661385
2017-10-01,5040122.41423182
2018-01-01,5672148.09928589
2018-04-01,5316259.518398179
2018-07-01,5729819.51415289
2018-10-01,6074700.16167304
2019-01-01,6851261.724879399
2019-04-01,6656296.181002969
2019-07-01,7007702.178770409
2019-10-01,7224660.35354688
2020-01-01,8083596.784421679
2020-04-01,7245714.98640863
2020-07-01,7781370.46440964
2020-10-01,8591396.04714142
2021-01-01,10738453.44068329
2021-04-01,10718491.47620349
2021-07-01,12049861.15099029
2021-10-01,13850099.67926749
2022-01-01,17740554.9372426
2022-04-01,19270245.60997229
2022-07-01,25707745.64306829
2022-10-01,29124324.14971489
2023-01-01,41238671.6337293
2023-04-01,41862431.85869889
2023-07-01,57547598.8992111
2023-10-01,63162897.45994739
2024-01-01,85575700.9737125
2024-04-01,90151454.9378126
2024-07-01,102770192.5844649
2024-10-01,112715759.1039569
2025-01-01,136323839.6326169
2025-04-01,140718004.892708
