Tarih,TP_GSYIH19_GY_CF
2000-01-01,3662040.60449039
2000-04-01,4075027.917424209
2000-07-01,4895469.94712843
2000-10-01,5221395.342474469
2001-01-01,4842235.039036019
2001-04-01,6225331.46580243
2001-07-01,7319913.444032699
2001-10-01,8160344.18556236
2002-01-01,7700486.72154103
2002-04-01,9723428.85294148
2002-07-01,11749663.2162347
2002-10-01,12985423.4327319
2003-01-01,11663223.2292797
2003-04-01,14345966.45812449
2003-07-01,15709765.7258464
2003-10-01,16210606.06176329
2004-01-01,14477336.9945407
2004-04-01,17573578.8894466
2004-07-01,19892941.39703809
2004-10-01,20821182.8591297
2005-01-01,17515778.47185229
2005-04-01,21188157.44743679
2005-07-01,23066402.88842169
2005-10-01,23622232.46651159
2006-01-01,21455066.28385519
2006-04-01,24748204.28200139
2006-07-01,26453628.4563173
2006-10-01,26316338.95825549
2007-01-01,20921718.5885696
2007-04-01,24522615.65032209
2007-07-01,26790004.03482479
2007-10-01,27969842.8475364
2008-01-01,23902176.7442158
2008-04-01,28104345.0633363
2008-07-01,29096419.68429839
2008-10-01,28040937.2699095
2009-01-01,21393543.3407927
2009-04-01,26027712.60984519
2009-07-01,29587482.1147869
2009-10-01,30961149.67062519
2010-01-01,27496769.7235923
2010-04-01,34170182.3591921
2010-07-01,37505122.7806185
2010-10-01,41080053.2409417
2011-01-01,34056380.90598189
2011-04-01,42491623.630193
2011-07-01,46918775.79530569
2011-10-01,44082768.6351594
2012-01-01,38846336.09681659
2012-04-01,44210973.7472686
2012-07-01,48138122.1169318
2012-10-01,52738944.04474309
2013-01-01,49364037.47722149
2013-04-01,56790459.72137989
2013-07-01,56651131.76580899
2013-10-01,61295655.46609959
2014-01-01,52631277.58926329
2014-04-01,55977146.6776193
2014-07-01,59997303.4130965
2014-10-01,67224290.732031
2015-01-01,59157877.22737
2015-04-01,68271025.59257
2015-07-01,71418360.38215
2015-10-01,78766362.9214899
2016-01-01,64591974.11909999
2016-04-01,72353515.50561
2016-07-01,75073670.24213
2016-10-01,97044854.78473
2017-01-01,70138401.7216
2017-04-01,83589139.0528999
2017-07-01,92709131.7853499
2017-10-01,106758656.0707799
2018-01-01,85546631.86061
2018-04-01,96116089.04309
2018-07-01,105770239.6356499
2018-10-01,100680838.68736
2019-01-01,86825768.37555
2019-04-01,102579090.28982
2019-07-01,113493909.9203
2019-10-01,126075587.3679199
2020-01-01,105177508.003312
2020-04-01,110802279.2186609
2020-07-01,162052963.7951489
2020-10-01,174058351.1509299
2021-01-01,157199002.19194
2021-04-01,165477124.8331699
2021-07-01,187941039.4440119
2021-10-01,253517834.145588
2022-01-01,280510662.4106069
2022-04-01,365799146.085402
2022-07-01,424408987.0756819
2022-10-01,498314283.039098
2023-01-01,497338848.9713749
2023-04-01,609487179.4735879
2023-07-01,868412657.538135
2023-10-01,1022402983.915169
2024-01-01,973380036.5628399
2024-04-01,1138269574.77073
2024-07-01,1321977707.67279
2024-10-01,1539957167.54537
2025-01-01,1380088821.900939
2025-04-01,1634640804.04868
