Tarih,TP_GSYIH11_GY_CF
2000-01-01,240654.572756114
2000-04-01,232745.163668073
2000-07-01,264088.611638453
2000-10-01,248189.766751094
2001-01-01,318555.314331813
2001-04-01,334484.223159776
2001-07-01,385912.298137941
2001-10-01,373703.354355695
2002-01-01,575152.367055512
2002-04-01,556112.469063388
2002-07-01,636912.926298045
2002-10-01,604879.811369848
2003-01-01,857520.188974248
2003-04-01,816605.378720947
2003-07-01,893211.408466729
2003-10-01,821034.133672214
2004-01-01,982452.258198417
2004-04-01,915569.357270584
2004-07-01,989630.781059807
2004-10-01,911053.945169239
2005-01-01,1147751.630370589
2005-04-01,1089277.05091322
2005-07-01,1183947.595770319
2005-10-01,1104406.58096202
2006-01-01,1421074.169117389
2006-04-01,1365030.51972488
2006-07-01,1486312.30716019
2006-10-01,1389242.56301888
2007-01-01,1701402.078040499
2007-04-01,1578747.219068459
2007-07-01,1698195.875354989
2007-10-01,1593669.56727295
2008-01-01,1936644.27277839
2008-04-01,1782968.81954142
2008-07-01,1919426.23763196
2008-10-01,1766840.25802648
2009-01-01,1984992.45057851
2009-04-01,1872890.26449171
2009-07-01,2044279.634854089
2009-10-01,1932702.02133134
2010-01-01,2313955.66309471
2010-04-01,2202221.88821219
2010-07-01,2382504.5477522
2010-10-01,2335237.70320064
2011-01-01,2798550.62661327
2011-04-01,2631420.108560469
2011-07-01,2899099.02411723
2011-10-01,2757993.37527567
2012-01-01,3146978.0840626
2012-04-01,3126673.99323295
2012-07-01,3470198.27729975
2012-10-01,3294808.055407899
2013-01-01,3846381.08256256
2013-04-01,3663322.51981198
2013-07-01,3971751.732206449
2013-10-01,3814511.81423982
2014-01-01,4291187.50587354
2014-04-01,4318511.564979559
2014-07-01,4602752.620767739
2014-10-01,4696337.009593459
2015-01-01,5046993.798344239
2015-04-01,4856730.5884392
2015-07-01,5358525.21762198
2015-10-01,5160431.98545013
2016-01-01,6011584.36108636
2016-04-01,5971845.08251085
2016-07-01,6118826.940406279
2016-10-01,5906990.81134924
2017-01-01,6858168.829864219
2017-04-01,6798574.380421849
2017-07-01,7078207.9473938
2017-10-01,6978462.64083138
2018-01-01,8126905.422564489
2018-04-01,7969889.69712101
2018-07-01,8992751.05001589
2018-10-01,8763630.17333822
2019-01-01,9976505.78050853
2019-04-01,9867520.79147896
2019-07-01,11072551.6343446
2019-10-01,10384222.06808489
2020-01-01,11026575.6504368
2020-04-01,8689729.35008042
2020-07-01,10587332.4032336
2020-10-01,10827329.6597111
2021-01-01,11912933.0745343
2021-04-01,11722794.9666565
2021-07-01,13551341.20247649
2021-10-01,14878273.59147839
2022-01-01,19514704.49358399
2022-04-01,20618124.60129779
2022-07-01,27031719.24943979
2022-10-01,27883395.52660579
2023-01-01,38275797.48464369
2023-04-01,39874395.43227189
2023-07-01,54876246.9833827
2023-10-01,56553382.4754021
2024-01-01,82767487.6060003
2024-04-01,82124569.6527852
2024-07-01,91113331.0117561
2024-10-01,93125085.0049744
2025-01-01,115693873.853459
2025-04-01,114886552.7846689
