Tarih,TP_GSYIH02_GY_CF
2000-01-01,2478650.55896114
2000-04-01,2741541.19283552
2000-07-01,3013171.79538111
2000-10-01,3147622.325309719
2001-01-01,3252411.17061063
2001-04-01,3732977.99142437
2001-07-01,4378576.08518735
2001-10-01,4642582.71934791
2002-01-01,4862560.691275719
2002-04-01,5260137.56729085
2002-07-01,5984330.868477449
2002-10-01,6292316.214566299
2003-01-01,7116513.22167149
2003-04-01,7237804.869712039
2003-07-01,7865352.55947074
2003-10-01,8199221.17391403
2004-01-01,8525073.02055025
2004-04-01,8756776.55579379
2004-07-01,9363263.80369797
2004-10-01,9544631.3734827
2005-01-01,9864514.64174114
2005-04-01,10155259.361893
2005-07-01,10665387.84615379
2005-10-01,11111202.5616152
2006-01-01,11166256.2294635
2006-04-01,11504979.03417759
2006-07-01,12251761.59629309
2006-10-01,12852552.56624929
2007-01-01,12557013.2140103
2007-04-01,12978677.50810169
2007-07-01,14077375.8723521
2007-10-01,14548950.9312171
2008-01-01,14527826.00489079
2008-04-01,15054874.0009445
2008-07-01,15871415.6705363
2008-10-01,15849821.2233272
2009-01-01,14516259.5531587
2009-04-01,14788346.40141139
2009-07-01,15763302.9150187
2009-10-01,16164277.6003802
2010-01-01,16667746.77753929
2010-04-01,17491403.3263272
2010-07-01,18479258.5595607
2010-10-01,19200657.34268889
2011-01-01,19755571.46993609
2011-04-01,20555096.76453519
2011-07-01,22036198.98380719
2011-10-01,22507177.3928911
2012-01-01,23153845.17223969
2012-04-01,24225007.03608829
2012-07-01,25971367.35095779
2012-10-01,26517784.27583
2013-01-01,27365302.58148499
2013-04-01,28416762.4670006
2013-07-01,30135898.5200323
2013-10-01,30619836.0821953
2014-01-01,31813422.6393303
2014-04-01,33737420.89721129
2014-07-01,35326393.35490349
2014-10-01,35816933.7084636
2015-01-01,38051835.82529149
2015-04-01,39980340.10854659
2015-07-01,41840664.4103375
2015-10-01,42555778.8326608
2016-01-01,46942000.443626
2016-04-01,48732771.3815359
2016-07-01,49435220.63466089
2016-10-01,50260844.3100581
2017-01-01,51746534.34917639
2017-04-01,55363140.19191169
2017-07-01,56593682.14686279
2017-10-01,58074715.0295009
2018-01-01,62593667.88028399
2018-04-01,64990818.0891034
2018-07-01,66811015.0995986
2018-10-01,67846938.0935123
2019-01-01,73785916.7593802
2019-04-01,78376158.4524568
2019-07-01,80819137.978256
2019-10-01,82391304.66183978
2020-01-01,88585292.88464808
2020-04-01,79624690.9149551
2020-07-01,91769823.61207248
2020-10-01,97465340.8307739
2021-01-01,110277771.315025
2021-04-01,119014031.755649
2021-07-01,129346339.8891929
2021-10-01,137555891.079697
2022-01-01,178858975.8773959
2022-04-01,201010304.8531849
2022-07-01,255462936.80298
2022-10-01,277359250.8816189
2023-01-01,430490567.0885409
2023-04-01,419592888.554416
2023-07-01,537450110.025524
2023-10-01,573423163.571639
2024-01-01,822700495.257413
2024-04-01,875182509.8955019
2024-07-01,935773384.968644
2024-10-01,986088532.0554649
2025-01-01,1136458433.610409
2025-04-01,1209605438.38049
