Tarih,TP_GSYIH17_GY_CF
2000-01-01,5563590.479463559
2000-04-01,6382038.80350929
2000-07-01,6847236.3227303
2000-10-01,7237108.917891469
2001-01-01,8310673.685052149
2001-04-01,10467302.52615889
2001-07-01,12277289.87360149
2001-10-01,12686879.55141139
2002-01-01,12747114.0541833
2002-04-01,13663996.1796003
2002-07-01,15605645.34681369
2002-10-01,15583844.52583239
2003-01-01,16699676.95006619
2003-04-01,16956572.9378402
2003-07-01,17612530.0677605
2003-10-01,17487950.7752995
2004-01-01,19066054.2958231
2004-04-01,20277267.3299397
2004-07-01,21997070.97837439
2004-10-01,21996975.6127455
2005-01-01,22981117.8892421
2005-04-01,22985226.7274895
2005-07-01,24164872.21167249
2005-10-01,24034849.92857329
2006-01-01,25585974.37753549
2006-04-01,27177199.64575599
2006-07-01,29854000.5106364
2006-10-01,29911438.04142099
2007-01-01,31925489.16681709
2007-04-01,30760206.388741
2007-07-01,32645026.3792984
2007-10-01,31743971.0038026
2008-01-01,36551357.89897699
2008-04-01,38174429.1635278
2008-07-01,37673099.8634966
2008-10-01,38606209.58514689
2009-01-01,43403087.49472019
2009-04-01,40548584.1971359
2009-07-01,39700166.6555998
2009-10-01,38668141.7721835
2010-01-01,42816400.68211589
2010-04-01,43087605.9947075
2010-07-01,43499212.8927144
2010-10-01,44740684.76340889
2011-01-01,47812528.224073
2011-04-01,49226215.690715
2011-07-01,50318275.10509269
2011-10-01,52904876.6800533
2012-01-01,55154352.5580264
2012-04-01,56518182.4749908
2012-07-01,57616128.83623269
2012-10-01,58607952.34427429
2013-01-01,61332110.4856872
2013-04-01,62648484.05425909
2013-07-01,64702495.27228169
2013-10-01,66675537.55906409
2014-01-01,72321517.4240114
2014-04-01,73365737.8523896
2014-07-01,75351546.4526377
2014-10-01,76591107.8475082
2015-01-01,81102466.0800132
2015-04-01,84274994.2611478
2015-07-01,87273850.3771843
2015-10-01,90642956.1076838
2016-01-01,94308324.1545166
2016-04-01,96133049.3910673
2016-07-01,97817319.68258218
2016-10-01,105842726.939868
2017-01-01,111282067.310376
2017-04-01,114732965.6259229
2017-07-01,119690522.279798
2017-10-01,126450097.8326659
2018-01-01,135670334.1904979
2018-04-01,144074736.0575209
2018-07-01,157888562.560627
2018-10-01,169861784.134285
2019-01-01,179776449.62167
2019-04-01,180123397.685223
2019-07-01,184902371.7541739
2019-10-01,190686135.9289129
2020-01-01,200813943.3543669
2020-04-01,211125040.09538
2020-07-01,217406543.688086
2020-10-01,245382364.955329
2021-01-01,265835645.0042879
2021-04-01,297322772.554023
2021-07-01,308302263.693525
2021-10-01,394246141.907085
2022-01-01,536155895.296522
2022-04-01,687370495.762804
2022-07-01,779633224.57629
2022-10-01,857460665.923176
2023-01-01,1059295100.073799
2023-04-01,1156676013.856699
2023-07-01,1525592593.117729
2023-10-01,1591581478.021399
2024-01-01,1937670477.66739
2024-04-01,2080409045.14984
2024-07-01,2268809041.20128
2024-10-01,2290735908.692969
2025-01-01,2572319930.68791
2025-04-01,2981825244.24902
