Tarih,TP_GSYIH05_GY_CF
2000-01-01,2515826.08371441
2000-04-01,2776441.917970419
2000-07-01,2776010.68314494
2000-10-01,2986295.03285769
2001-01-01,2778927.934145379
2001-04-01,3305073.691907779
2001-07-01,3527317.732943879
2001-10-01,3887156.28220622
2002-01-01,4733437.30040708
2002-04-01,5131169.291274189
2002-07-01,5390210.88315058
2002-10-01,5792500.891054529
2003-01-01,5885740.94803049
2003-04-01,6278913.610565629
2003-07-01,6467169.782801689
2003-10-01,6869519.774227219
2004-01-01,7200733.498156609
2004-04-01,7653198.48858063
2004-07-01,7847662.41936519
2004-10-01,8525628.76943348
2005-01-01,8115048.12446886
2005-04-01,9010386.61093415
2005-07-01,9531132.09004655
2005-10-01,9868100.56005815
2006-01-01,9409151.49332855
2006-04-01,10240832.022081
2006-07-01,11103033.20748629
2006-10-01,11337493.4268542
2007-01-01,11593683.71163089
2007-04-01,11814798.55910749
2007-07-01,12835526.11731709
2007-10-01,12887730.8893909
2008-01-01,12654639.22888929
2008-04-01,13769232.1364616
2008-07-01,14201267.15897
2008-10-01,13868423.3696809
2009-01-01,12977170.38819189
2009-04-01,13629028.6941212
2009-07-01,14490013.8349463
2009-10-01,14446255.75738799
2010-01-01,15050366.05900079
2010-04-01,15994146.0522856
2010-07-01,16964299.11630799
2010-10-01,17067953.0940811
2011-01-01,17955805.3207142
2011-04-01,19147453.9071304
2011-07-01,20658332.4923013
2011-10-01,20722637.90907759
2012-01-01,21599154.5727356
2012-04-01,23057590.8934606
2012-07-01,24730070.55463369
2012-10-01,24843905.94687429
2013-01-01,25686828.52531149
2013-04-01,27101357.82807889
2013-07-01,28644570.75776569
2013-10-01,28754579.32080069
2014-01-01,29820309.33588499
2014-04-01,32447622.510694
2014-07-01,34294692.73390819
2014-10-01,34526844.43317449
2015-01-01,36397521.83305729
2015-04-01,38480298.9467893
2015-07-01,41292791.011228
2015-10-01,41222186.25038079
2016-01-01,46438290.7611391
2016-04-01,47641904.6450038
2016-07-01,48669110.5753478
2016-10-01,49491464.9442467
2017-01-01,50486630.74188309
2017-04-01,53787644.0718915
2017-07-01,55804178.5465919
2017-10-01,56879945.3877087
2018-01-01,60968177.0293299
2018-04-01,64266276.93295879
2018-07-01,67169935.47753128
2018-10-01,66446342.01667679
2019-01-01,73300843.0819765
2019-04-01,78056560.1015256
2019-07-01,80571713.2217734
2019-10-01,81074394.3753118
2020-01-01,86489681.6934186
2020-04-01,69036650.3898823
2020-07-01,83127407.8970921
2020-10-01,84923281.1792344
2021-01-01,94182760.28394298
2021-04-01,100453319.75243
2021-07-01,119499433.983132
2021-10-01,126076267.732405
2022-01-01,161822923.239401
2022-04-01,183175477.5368799
2022-07-01,241401881.619089
2022-10-01,254500225.8523859
2023-01-01,376035198.69466
2023-04-01,390581819.399222
2023-07-01,515578037.5492029
2023-10-01,533715898.469434
2024-01-01,752047910.1765049
2024-04-01,821801846.507935
2024-07-01,886494521.8393838
2024-10-01,922289610.174892
2025-01-01,1100481167.142869
2025-04-01,1194453350.7367
