Tarih,TP_GSYIH07_GY_CF
2000-01-01,584554.011064257
2000-04-01,635172.568069262
2000-07-01,674112.380757854
2000-10-01,763171.198538367
2001-01-01,717696.396213241
2001-04-01,770376.586764407
2001-07-01,810714.523686551
2001-10-01,864210.253260486
2002-01-01,817750.086493889
2002-04-01,898029.449681625
2002-07-01,959974.304378156
2002-10-01,1140409.16928336
2003-01-01,1067421.15080725
2003-04-01,1125516.61267563
2003-07-01,1169526.93742351
2003-10-01,1129609.229917509
2004-01-01,1244457.104140389
2004-04-01,1287923.418630149
2004-07-01,1436924.924703649
2004-10-01,1395374.317748609
2005-01-01,1492547.75948227
2005-04-01,1542933.74396219
2005-07-01,1642995.509950619
2005-10-01,1664235.5990529
2006-01-01,1749880.109876
2006-04-01,1797109.53016914
2006-07-01,1883532.118241159
2006-10-01,1922815.05778071
2007-01-01,2055335.34930663
2007-04-01,2123445.467491869
2007-07-01,2275866.3949936
2007-10-01,2313790.079463759
2008-01-01,2584214.09819909
2008-04-01,2660408.79562219
2008-07-01,2795387.762118679
2008-10-01,2803196.87657485
2009-01-01,2919889.9102512
2009-04-01,2971089.111151529
2009-07-01,3049110.19763332
2009-10-01,3161749.238887089
2010-01-01,3226357.33389273
2010-04-01,3396719.485772899
2010-07-01,3428206.03104319
2010-10-01,3490948.63885249
2011-01-01,3579847.384742079
2011-04-01,3839214.07460467
2011-07-01,3802908.52273506
2011-10-01,3926966.89437359
2012-01-01,3956627.80258511
2012-04-01,4285118.94987329
2012-07-01,4311850.302675019
2012-10-01,4402350.321510019
2013-01-01,4578107.226115159
2013-04-01,4972876.34600341
2013-07-01,4980631.19530085
2013-10-01,5178100.940909709
2014-01-01,5271356.83694147
2014-04-01,5452996.6546726
2014-07-01,5691477.451071959
2014-10-01,5607525.97391381
2015-01-01,6243710.67444171
2015-04-01,6369434.305397899
2015-07-01,6478821.709991839
2015-10-01,6540422.101233869
2016-01-01,7098522.212971439
2016-04-01,7091709.672915809
2016-07-01,7049105.74174365
2016-10-01,7002047.75172149
2017-01-01,7505083.48514361
2017-04-01,7625887.51574178
2017-07-01,7659547.04569507
2017-10-01,8011964.31019969
2018-01-01,8457981.6459482
2018-04-01,8785750.287357008
2018-07-01,8679899.79835897
2018-10-01,9226910.76956438
2019-01-01,10398408.2589739
2019-04-01,10948810.38473279
2019-07-01,10803941.5495643
2019-10-01,10843323.19513019
2020-01-01,12140284.61418649
2020-04-01,13101716.9896587
2020-07-01,11898610.0015113
2020-10-01,12655716.90537269
2021-01-01,14193600.8433429
2021-04-01,14587788.58660369
2021-07-01,14831229.3081499
2021-10-01,17385467.5288432
2022-01-01,22009130.74774539
2022-04-01,23848117.7800646
2022-07-01,30599879.76333909
2022-10-01,35513462.8582034
2023-01-01,52927762.5724992
2023-04-01,53110464.91369079
2023-07-01,66819263.1804824
2023-10-01,72971458.6787429
2024-01-01,109848968.2293059
2024-04-01,109306226.3808999
2024-07-01,123114953.9346249
2024-10-01,128013129.5018309
2025-01-01,171412749.054066
2025-04-01,168725258.1549519
