Tarih,TP_GSYIH10_GY_CF
2000-01-01,2598534.32934677
2000-04-01,2902758.633665369
2000-07-01,3100360.45707145
2000-10-01,3418224.98251735
2001-01-01,3483515.191296009
2001-04-01,4167353.98824536
2001-07-01,4617890.92686073
2001-10-01,5580177.639001309
2002-01-01,5839295.70311408
2002-04-01,6481774.9315422
2002-07-01,6683214.573949909
2002-10-01,7935052.9002691
2003-01-01,8253822.430447069
2003-04-01,8779281.31195961
2003-07-01,9440188.68704364
2003-10-01,10089822.19674759
2004-01-01,10336077.0693113
2004-04-01,10469736.50279109
2004-07-01,10960246.88687649
2004-10-01,12341577.960449
2005-01-01,11536260.16518189
2005-04-01,11811848.11116109
2005-07-01,13104926.91818079
2005-10-01,13458274.4282872
2006-01-01,13215556.83540529
2006-04-01,14611134.8594236
2006-07-01,14756414.77785719
2006-10-01,15907827.1735433
2007-01-01,15562383.8218162
2007-04-01,16434659.3150606
2007-07-01,16998139.2063336
2007-10-01,17936410.2496319
2008-01-01,18105388.57685029
2008-04-01,18386159.47444539
2008-07-01,19291919.09488189
2008-10-01,20147045.138457
2009-01-01,20808819.0505886
2009-04-01,20917818.59408739
2009-07-01,21265734.28188829
2009-10-01,22390492.75724399
2010-01-01,24149462.0346728
2010-04-01,24284143.27215589
2010-07-01,24721520.9668435
2010-10-01,25349967.633875
2011-01-01,27818714.6083289
2011-04-01,28048941.43591789
2011-07-01,28838971.02113179
2011-10-01,29179668.71669749
2012-01-01,32215359.89341019
2012-04-01,34229124.9744051
2012-07-01,34107196.66721569
2012-10-01,33542744.3482459
2013-01-01,37878012.89485629
2013-04-01,38435398.3540526
2013-07-01,38977645.4832011
2013-10-01,34712279.3928389
2014-01-01,41658594.7773329
2014-04-01,39719410.76702459
2014-07-01,45002272.9194867
2014-10-01,45595171.03541769
2015-01-01,49229032.8069368
2015-04-01,47582755.05053579
2015-07-01,49096329.2005966
2015-10-01,49353577.34147489
2016-01-01,57527299.34637939
2016-04-01,57342191.393632
2016-07-01,55113754.474646
2016-10-01,57926945.2271782
2017-01-01,63108336.624378
2017-04-01,61741004.418549
2017-07-01,61907760.7431066
2017-10-01,63499981.31338019
2018-01-01,72548778.1363608
2018-04-01,78255353.6875541
2018-07-01,79396854.15381218
2018-10-01,82968942.0315862
2019-01-01,98598752.5342852
2019-04-01,98226699.25392888
2019-07-01,97790121.9353926
2019-10-01,100454115.436515
2020-01-01,116471609.782643
2020-04-01,110636795.330482
2020-07-01,113188489.760296
2020-10-01,115730457.1660709
2021-01-01,132737737.185043
2021-04-01,132593146.0707159
2021-07-01,145725686.497738
2021-10-01,144435155.388092
2022-01-01,201466105.5835399
2022-04-01,204990857.3613829
2022-07-01,274862590.579137
2022-10-01,288141682.123238
2023-01-01,408645990.4323369
2023-04-01,455556753.249212
2023-07-01,598547728.2565749
2023-10-01,589245639.362909
2024-01-01,940066479.9227248
2024-04-01,921176541.2412589
2024-07-01,1051946070.45728
2024-10-01,1056534351.562199
2025-01-01,1312635512.696
2025-04-01,1249760048.87941
