Tarih,TP_GSYIH08_GY_CF
2000-01-01,61759.656933182
2000-04-01,62903.7473178501
2000-07-01,67455.7141821142
2000-10-01,72519.2295627519
2001-01-01,89122.7064551517
2001-04-01,90808.2950686391
2001-07-01,95401.4672450525
2001-10-01,100991.461660976
2002-01-01,131910.94166537
2002-04-01,131001.063359772
2002-07-01,136286.198563863
2002-10-01,141382.756329791
2003-01-01,214033.854175118
2003-04-01,208302.979741377
2003-07-01,212024.977151015
2003-10-01,214686.067631189
2004-01-01,306842.038627846
2004-04-01,296606.843047839
2004-07-01,299523.764327925
2004-10-01,302882.1096314
2005-01-01,388948.089036583
2005-04-01,405801.166858464
2005-07-01,424425.001726502
2005-10-01,431936.974745932
2006-01-01,451713.511300522
2006-04-01,459138.66316568
2006-07-01,470455.908129371
2006-10-01,476038.612985584
2007-01-01,491043.39510908
2007-04-01,482486.117431719
2007-07-01,497496.847683973
2007-10-01,494023.551677783
2008-01-01,524656.597183235
2008-04-01,522319.022617231
2008-07-01,537117.557745929
2008-10-01,515512.278882054
2009-01-01,563341.270397969
2009-04-01,555591.771720033
2009-07-01,558451.642546861
2009-10-01,578356.823522983
2010-01-01,619591.369110632
2010-04-01,615778.77950408
2010-07-01,615190.869357406
2010-10-01,642668.392275186
2011-01-01,670149.964148399
2011-04-01,660519.867813947
2011-07-01,677798.117480682
2011-10-01,706877.464129573
2012-01-01,751113.314962857
2012-04-01,739957.415141336
2012-07-01,773494.177771891
2012-10-01,812125.478513928
2013-01-01,875841.411812021
2013-04-01,865744.061420473
2013-07-01,901799.320592933
2013-10-01,942695.966543982
2014-01-01,1012437.06055815
2014-04-01,1064851.70694463
2014-07-01,1081641.97040222
2014-10-01,1105239.05084388
2015-01-01,1161675.778951579
2015-04-01,1253771.754737919
2015-07-01,1285059.598090509
2015-10-01,1274353.32947578
2016-01-01,1577504.45369774
2016-04-01,1677081.48265313
2016-07-01,1636973.805091159
2016-10-01,1612990.29584502
2017-01-01,1729703.21965412
2017-04-01,1861773.42267971
2017-07-01,1862847.7569852
2017-10-01,1839188.52393683
2018-01-01,2152980.791422179
2018-04-01,2401769.54819697
2018-07-01,2389233.91034372
2018-10-01,2315144.95003539
2019-01-01,2674656.38072873
2019-04-01,2964692.48204577
2019-07-01,2935602.5042424
2019-10-01,2865181.62872079
2020-01-01,3132323.920896539
2020-04-01,2744547.86518999
2020-07-01,3249338.24307408
2020-10-01,3074865.9570076
2021-01-01,3762711.00705363
2021-04-01,4037052.694928159
2021-07-01,4504841.78904209
2021-10-01,4412119.57494279
2022-01-01,6136876.952956929
2022-04-01,7048508.1944882
2022-07-01,9004654.99428996
2022-10-01,9148907.43083352
2023-01-01,15759582.7628763
2023-04-01,15698916.7070738
2023-07-01,21304669.10269309
2023-10-01,20911957.80892499
2024-01-01,32821508.7218028
2024-04-01,35089525.62973289
2024-07-01,37562100.23165979
2024-10-01,37255593.33904899
2025-01-01,46832943.4805219
2025-04-01,51658766.73579689
