Tarih,TP_AB_N09,TP_AB_N09
2000-01-07,2000-1,
2000-01-14,2000-2,
2000-01-21,2000-3,
2000-01-28,2000-4,
2000-02-04,2000-5,
2000-02-11,2000-6,
2000-02-18,2000-7,
2000-02-25,2000-8,
2000-03-03,2000-9,
2000-03-10,2000-10,
2000-03-17,2000-11,
2000-03-24,2000-12,
2000-03-31,2000-13,
2000-04-07,2000-14,
2000-04-14,2000-15,
2000-04-21,2000-16,
2000-04-28,2000-17,
2000-05-05,2000-18,
2000-05-12,2000-19,
2000-05-19,2000-20,
2000-05-26,2000-21,
2000-06-02,2000-22,
2000-06-09,2000-23,
2000-06-16,2000-24,
2000-06-23,2000-25,
2000-06-30,2000-26,
2000-07-07,2000-27,
2000-07-14,2000-28,
2000-07-21,2000-29,
2000-07-28,2000-30,
2000-08-04,2000-31,
2000-08-11,2000-32,
2000-08-18,2000-33,
2000-08-25,2000-34,
2000-09-01,2000-35,
2000-09-08,2000-36,
2000-09-15,2000-37,
2000-09-22,2000-38,
2000-09-29,2000-39,
2000-10-06,2000-40,
2000-10-13,2000-41,
2000-10-20,2000-42,
2000-10-27,2000-43,
2000-11-03,2000-44,
2000-11-10,2000-45,
2000-11-17,2000-46,
2000-11-24,2000-47,
2000-12-01,2000-48,
2000-12-08,2000-49,
2000-12-15,2000-50,
2000-12-22,2000-51,
2000-12-29,2000-52,
2001-01-05,2001-1,
2001-01-12,2001-2,
2001-01-19,2001-3,
2001-01-26,2001-4,
2001-02-02,2001-5,
2001-02-09,2001-6,
2001-02-16,2001-7,
2001-02-23,2001-8,
2001-03-02,2001-9,
2001-03-09,2001-10,
2001-03-16,2001-11,
2001-03-23,2001-12,
2001-03-30,2001-13,
2001-04-06,2001-14,
2001-04-13,2001-15,
2001-04-20,2001-16,
2001-04-27,2001-17,
2001-05-04,2001-18,
2001-05-11,2001-19,
2001-05-18,2001-20,
2001-05-25,2001-21,
2001-06-01,2001-22,
2001-06-08,2001-23,
2001-06-15,2001-24,
2001-06-22,2001-25,
2001-06-29,2001-26,
2001-07-06,2001-27,
2001-07-13,2001-28,
2001-07-20,2001-29,
2001-07-27,2001-30,
2001-08-03,2001-31,
2001-08-10,2001-32,
2001-08-17,2001-33,
2001-08-24,2001-34,
2001-08-31,2001-35,
2001-09-07,2001-36,
2001-09-14,2001-37,
2001-09-21,2001-38,
2001-09-28,2001-39,
2001-10-05,2001-40,
2001-10-12,2001-41,
2001-10-19,2001-42,
2001-10-26,2001-43,
2001-11-02,2001-44,
2001-11-09,2001-45,
2001-11-16,2001-46,
2001-11-23,2001-47,
2001-11-30,2001-48,
2001-12-07,2001-49,
2001-12-14,2001-50,
2001-12-21,2001-51,
2001-12-28,2001-52,
2002-01-04,2002-1,-9843593.1
2002-01-11,2002-2,-9294040.1
2002-01-18,2002-3,-8999742.3
2002-01-25,2002-4,-8838073.4
2002-02-01,2002-5,-8495119.9
2002-02-08,2002-6,-9286564.4
2002-02-15,2002-7,-8753999.5
2002-02-22,2002-8,-8965865.1
2002-03-01,2002-9,-9023724.4
2002-03-08,2002-10,-8770302.0
2002-03-15,2002-11,-8836170.1
2002-03-22,2002-12,-8876557.5
2002-03-29,2002-13,-8991768.4
2002-04-05,2002-14,-8895019.0
2002-04-12,2002-15,-8689125.8
2002-04-19,2002-16,-8809111.0
2002-04-26,2002-17,-9181340.3
2002-05-03,2002-18,-9302966.6
2002-05-10,2002-19,-9294730.6
2002-05-17,2002-20,-9427910.0
2002-05-24,2002-21,-9906327.3
2002-05-31,2002-22,-9335454.8
2002-06-07,2002-23,-9528953.5
2002-06-14,2002-24,-10169382.0
2002-06-21,2002-25,-9976241.0
2002-06-28,2002-26,-10549060.0
2002-07-05,2002-27,-10421362.4
2002-07-12,2002-28,-10648710.6
2002-07-19,2002-29,-10843065.0
2002-07-26,2002-30,-10959439.2
2002-08-02,2002-31,-10850672.5
2002-08-09,2002-32,-10427586.1
2002-08-16,2002-33,-10512086.7
2002-08-23,2002-34,-10289093.2
2002-08-30,2002-35,-10437501.7
2002-09-06,2002-36,-10408306.8
2002-09-13,2002-37,-10629977.9
2002-09-20,2002-38,-10557789.2
2002-09-27,2002-39,-10623371.8
2002-10-04,2002-40,-10533975.0
2002-10-11,2002-41,-10456556.3
2002-10-18,2002-42,-10251726.8
2002-10-25,2002-43,-10480914.4
2002-11-01,2002-44,-10565766.9
2002-11-08,2002-45,-10536697.6
2002-11-15,2002-46,-10459903.0
2002-11-22,2002-47,-10206312.9
2002-11-29,2002-48,-10014228.6
2002-12-06,2002-49,-9863135.6
2002-12-13,2002-50,-9965569.0
2002-12-20,2002-51,-10354887.1
2002-12-27,2002-52,-10432388.9
2003-01-03,2003-1,-10450047.9
2003-01-10,2003-2,-10744600.4
2003-01-17,2003-3,-10722313.6
2003-01-24,2003-4,-10781634.8
2003-01-31,2003-5,-10884156.2
2003-02-07,2003-6,-10748033.9
2003-02-14,2003-7,-10747689.5
2003-02-21,2003-8,-10598013.3
2003-02-28,2003-9,-10549742.8
2003-03-07,2003-10,-10493249.7
2003-03-14,2003-11,-10629958.9
2003-03-21,2003-12,-11006351.7
2003-03-28,2003-13,-11336624.0
2003-04-04,2003-14,-11063732.2
2003-04-11,2003-15,-11011381.6
2003-04-18,2003-16,-10808970.1
2003-04-25,2003-17,-10538067.6
2003-05-02,2003-18,-10056565.0
2003-05-09,2003-19,-9832911.8
2003-05-16,2003-20,-9496125.1
2003-05-23,2003-21,-9466904.0
2003-05-30,2003-22,-9220257.2
2003-06-06,2003-23,-9134903.0
2003-06-13,2003-24,-8925906.0
2003-06-20,2003-25,-9116327.0
2003-06-27,2003-26,-9320985.0
2003-07-04,2003-27,-9068123.0
2003-07-11,2003-28,-8883163.0
2003-07-18,2003-29,-8761746.0
2003-07-25,2003-30,-9015530.0
2003-08-01,2003-31,-9137741.0
2003-08-08,2003-32,-9102819.0
2003-08-15,2003-33,-9028774.0
2003-08-22,2003-34,-8908269.0
2003-08-29,2003-35,-8986932.0
2003-09-05,2003-36,-8909294.0
2003-09-12,2003-37,-9052982.0
2003-09-19,2003-38,-9015801.0
2003-09-26,2003-39,-9194136.0
2003-10-03,2003-40,-9341382.0
2003-10-10,2003-41,-9374415.0
2003-10-17,2003-42,-9414290.0
2003-10-24,2003-43,-9643161.0
2003-10-31,2003-44,-9832835.0
2003-11-07,2003-45,-9680969.0
2003-11-14,2003-46,-9734100.0
2003-11-21,2003-47,-9875590.0
2003-11-28,2003-48,-9775045.0
2003-12-05,2003-49,-9600082.0
2003-12-12,2003-50,-9578803.0
2003-12-19,2003-51,-9920388.0
2003-12-26,2003-52,-9972361.0
2004-01-02,2004-1,-10102314.0
2004-01-09,2004-2,-9469229.0
2004-01-16,2004-3,-9412294.0
2004-01-23,2004-4,-9263123.0
2004-01-30,2004-5,-9427067.0
2004-02-06,2004-6,-9231594.0
2004-02-13,2004-7,-9225515.0
2004-02-20,2004-8,-9239131.0
2004-02-27,2004-9,-9207050.0
2004-03-05,2004-10,-9181834.0
2004-03-12,2004-11,-9103992.0
2004-03-19,2004-12,-9142510.0
2004-03-26,2004-13,-9079967.0
2004-04-02,2004-14,-9077134.0
2004-04-09,2004-15,-9239868.0
2004-04-16,2004-16,-9354853.0
2004-04-23,2004-17,-9422467.0
2004-04-30,2004-18,-9778591.0
2004-05-07,2004-19,-9952182.0
2004-05-14,2004-20,-10370256.0
2004-05-21,2004-21,-10500122.0
2004-05-28,2004-22,-10233542.0
2004-06-04,2004-23,-10373328.0
2004-06-11,2004-24,-10153774.0
2004-06-18,2004-25,-10192182.0
2004-06-25,2004-26,-10262398.0
2004-07-02,2004-27,-10341529.0
2004-07-09,2004-28,-10040648.0
2004-07-16,2004-29,-10060839.0
2004-07-23,2004-30,-10391516.0
2004-07-30,2004-31,-10627556.0
2004-08-06,2004-32,-10358469.0
2004-08-13,2004-33,-10502805.0
2004-08-20,2004-34,-10674802.0
2004-08-27,2004-35,-11031422.0
2004-09-03,2004-36,-11203328.0
2004-09-10,2004-37,-11303538.0
2004-09-17,2004-38,-11315061.0
2004-09-24,2004-39,-11749720.0
2004-10-01,2004-40,-11955338.0
2004-10-08,2004-41,-11434127.0
2004-10-15,2004-42,-11441829.0
2004-10-22,2004-43,-11732515.0
2004-10-29,2004-44,-11982308.0
2004-11-05,2004-45,-11607309.0
2004-11-12,2004-46,-11511937.0
2004-11-19,2004-47,-11370003.0
2004-11-26,2004-48,-12707499.0
2004-12-03,2004-49,-12448214.0
2004-12-10,2004-50,-12220066.0
2004-12-17,2004-51,-12140064.0
2004-12-24,2004-52,-12000413.0
2004-12-31,2004-53,-13275954.0
2005-01-07,2005-1,-12235053.0
2005-01-14,2005-2,-11890600.0
2005-01-21,2005-3,-11967291.0
2005-01-28,2005-4,-11976551.0
2005-02-04,2005-5,-11452793.0
2005-02-11,2005-6,-11572396.0
2005-02-18,2005-7,-11481834.0
2005-02-25,2005-8,-11697836.0
2005-03-04,2005-9,-11452825.0
2005-03-11,2005-10,-11446341.0
2005-03-18,2005-11,-11638731.0
2005-03-25,2005-12,-11609211.0
2005-04-01,2005-13,-11597678.0
2005-04-08,2005-14,-11398242.0
2005-04-15,2005-15,-11402996.0
2005-04-22,2005-16,-11562127.0
2005-04-29,2005-17,-12108741.0
2005-05-06,2005-18,-11658601.0
2005-05-13,2005-19,-11401848.0
2005-05-20,2005-20,-11448514.0
2005-05-27,2005-21,-12039626.0
2005-06-03,2005-22,-11275989.0
2005-06-10,2005-23,-11334199.0
2005-06-17,2005-24,-11860733.0
2005-06-24,2005-25,-11476617.0
2005-07-01,2005-26,-11831103.0
2005-07-08,2005-27,-11660352.0
2005-07-15,2005-28,-11804715.0
2005-07-22,2005-29,-11928046.0
2005-07-29,2005-30,-12475203.0
2005-08-05,2005-31,-11938046.0
2005-08-12,2005-32,-12284430.0
2005-08-19,2005-33,-12703841.0
2005-08-26,2005-34,-12397150.0
2005-09-02,2005-35,-12147588.0
2005-09-09,2005-36,-12333394.0
2005-09-16,2005-37,-12285006.0
2005-09-23,2005-38,-11990526.0
2005-09-30,2005-39,-14206513.0
2005-10-07,2005-40,-12441692.0
2005-10-14,2005-41,-12969510.0
2005-10-21,2005-42,-12924994.0
2005-10-28,2005-43,-13262921.0
2005-11-04,2005-44,-13137382.0
2005-11-11,2005-45,-12659267.0
2005-11-18,2005-46,-12565419.0
