Tarih,TP_AB_N01,TP_AB_N01
2000-01-07,2000-1,
2000-01-14,2000-2,
2000-01-21,2000-3,
2000-01-28,2000-4,
2000-02-04,2000-5,
2000-02-11,2000-6,
2000-02-18,2000-7,
2000-02-25,2000-8,
2000-03-03,2000-9,
2000-03-10,2000-10,
2000-03-17,2000-11,
2000-03-24,2000-12,
2000-03-31,2000-13,
2000-04-07,2000-14,
2000-04-14,2000-15,
2000-04-21,2000-16,
2000-04-28,2000-17,
2000-05-05,2000-18,
2000-05-12,2000-19,
2000-05-19,2000-20,
2000-05-26,2000-21,
2000-06-02,2000-22,
2000-06-09,2000-23,
2000-06-16,2000-24,
2000-06-23,2000-25,
2000-06-30,2000-26,
2000-07-07,2000-27,
2000-07-14,2000-28,
2000-07-21,2000-29,
2000-07-28,2000-30,
2000-08-04,2000-31,
2000-08-11,2000-32,
2000-08-18,2000-33,
2000-08-25,2000-34,
2000-09-01,2000-35,
2000-09-08,2000-36,
2000-09-15,2000-37,
2000-09-22,2000-38,
2000-09-29,2000-39,
2000-10-06,2000-40,
2000-10-13,2000-41,
2000-10-20,2000-42,
2000-10-27,2000-43,
2000-11-03,2000-44,
2000-11-10,2000-45,
2000-11-17,2000-46,
2000-11-24,2000-47,
2000-12-01,2000-48,
2000-12-08,2000-49,
2000-12-15,2000-50,
2000-12-22,2000-51,
2000-12-29,2000-52,
2001-01-05,2001-1,
2001-01-12,2001-2,
2001-01-19,2001-3,
2001-01-26,2001-4,
2001-02-02,2001-5,
2001-02-09,2001-6,
2001-02-16,2001-7,
2001-02-23,2001-8,
2001-03-02,2001-9,
2001-03-09,2001-10,
2001-03-16,2001-11,
2001-03-23,2001-12,
2001-03-30,2001-13,
2001-04-06,2001-14,
2001-04-13,2001-15,
2001-04-20,2001-16,
2001-04-27,2001-17,
2001-05-04,2001-18,
2001-05-11,2001-19,
2001-05-18,2001-20,
2001-05-25,2001-21,
2001-06-01,2001-22,
2001-06-08,2001-23,
2001-06-15,2001-24,
2001-06-22,2001-25,
2001-06-29,2001-26,
2001-07-06,2001-27,
2001-07-13,2001-28,
2001-07-20,2001-29,
2001-07-27,2001-30,
2001-08-03,2001-31,
2001-08-10,2001-32,
2001-08-17,2001-33,
2001-08-24,2001-34,
2001-08-31,2001-35,
2001-09-07,2001-36,
2001-09-14,2001-37,
2001-09-21,2001-38,
2001-09-28,2001-39,
2001-10-05,2001-40,
2001-10-12,2001-41,
2001-10-19,2001-42,
2001-10-26,2001-43,
2001-11-02,2001-44,
2001-11-09,2001-45,
2001-11-16,2001-46,
2001-11-23,2001-47,
2001-11-30,2001-48,
2001-12-07,2001-49,
2001-12-14,2001-50,
2001-12-21,2001-51,
2001-12-28,2001-52,
2002-01-04,2002-1,7481247.0
2002-01-11,2002-2,7454267.0
2002-01-18,2002-3,7739753.0
2002-01-25,2002-4,7474803.0
2002-02-01,2002-5,7719426.0
2002-02-08,2002-6,8057159.0
2002-02-15,2002-7,8932621.0
2002-02-22,2002-8,9235790.0
2002-03-01,2002-9,8535370.0
2002-03-08,2002-10,8160494.0
2002-03-15,2002-11,8735704.0
2002-03-22,2002-12,8241451.0
2002-03-29,2002-13,8425176.0
2002-04-05,2002-14,8248353.0
2002-04-12,2002-15,8475266.0
2002-04-19,2002-16,8639434.0
2002-04-26,2002-17,8496493.0
2002-05-03,2002-18,8675409.0
2002-05-10,2002-19,8584926.0
2002-05-17,2002-20,8991381.0
2002-05-24,2002-21,8973624.0
2002-05-31,2002-22,9142825.0
2002-06-07,2002-23,8776300.0
2002-06-14,2002-24,9508944.0
2002-06-21,2002-25,9882084.0
2002-06-28,2002-26,9028805.0
2002-07-05,2002-27,9314989.0
2002-07-12,2002-28,9636195.0
2002-07-19,2002-29,9639827.0
2002-07-26,2002-30,9727056.0
2002-08-02,2002-31,9485490.0
2002-08-09,2002-32,9369847.0
2002-08-16,2002-33,10157970.0
2002-08-23,2002-34,9682639.0
2002-08-30,2002-35,9521630.0
2002-09-06,2002-36,9948294.0
2002-09-13,2002-37,10661969.0
2002-09-20,2002-38,10095178.0
2002-09-27,2002-39,10141643.0
2002-10-04,2002-40,10090192.0
2002-10-11,2002-41,10613946.0
2002-10-18,2002-42,10293996.0
2002-10-25,2002-43,10647836.0
2002-11-01,2002-44,10209248.0
2002-11-08,2002-45,10495325.0
2002-11-15,2002-46,11247360.0
2002-11-22,2002-47,10633412.0
2002-11-29,2002-48,11721531.0
2002-12-06,2002-49,11979489.0
2002-12-13,2002-50,11586425.0
2002-12-20,2002-51,12377653.0
2002-12-27,2002-52,10403167.0
2003-01-03,2003-1,10904045.0
2003-01-10,2003-2,10827412.0
2003-01-17,2003-3,11292879.0
2003-01-24,2003-4,11491519.0
2003-01-31,2003-5,11122128.0
2003-02-07,2003-6,13851722.0
2003-02-14,2003-7,13657444.0
2003-02-21,2003-8,11811448.0
2003-02-28,2003-9,11640003.0
2003-03-07,2003-10,11988145.0
2003-03-14,2003-11,12355111.0
2003-03-21,2003-12,12300103.0
2003-03-28,2003-13,11947091.0
2003-04-04,2003-14,11971528.0
2003-04-11,2003-15,11857593.0
2003-04-18,2003-16,12050315.0
2003-04-25,2003-17,12034474.0
2003-05-02,2003-18,11921699.0
2003-05-09,2003-19,12105818.0
2003-05-16,2003-20,12703206.0
2003-05-23,2003-21,12151099.0
2003-05-30,2003-22,12251781.0
2003-06-06,2003-23,12347603.0
2003-06-13,2003-24,12994695.0
2003-06-20,2003-25,12756207.0
2003-06-27,2003-26,12628286.0
2003-07-04,2003-27,12877903.0
2003-07-11,2003-28,13276044.0
2003-07-18,2003-29,13861871.0
2003-07-25,2003-30,13625717.0
2003-08-01,2003-31,13857168.0
2003-08-08,2003-32,13827663.0
2003-08-15,2003-33,14536945.0
2003-08-22,2003-34,13940820.0
2003-08-29,2003-35,13961775.0
2003-09-05,2003-36,14236868.0
2003-09-12,2003-37,14577934.0
2003-09-19,2003-38,14781921.0
2003-09-26,2003-39,14353077.0
2003-10-03,2003-40,15013376.0
2003-10-10,2003-41,14626095.0
2003-10-17,2003-42,15691522.0
2003-10-24,2003-43,15363926.0
2003-10-31,2003-44,15285826.0
2003-11-07,2003-45,15546420.0
2003-11-14,2003-46,16156627.0
2003-11-21,2003-47,17765589.0
2003-11-28,2003-48,16803887.0
2003-12-05,2003-49,15726682.0
2003-12-12,2003-50,15964228.0
2003-12-19,2003-51,16209199.0
2003-12-26,2003-52,15329858.0
2004-01-02,2004-1,15079902.0
2004-01-09,2004-2,15459772.0
2004-01-16,2004-3,17073866.0
2004-01-23,2004-4,16306786.0
2004-01-30,2004-5,18470479.0
2004-02-06,2004-6,17552117.0
2004-02-13,2004-7,17253099.0
2004-02-20,2004-8,16679744.0
2004-02-27,2004-9,16890446.0
2004-03-05,2004-10,16957640.0
2004-03-12,2004-11,17299213.0
2004-03-19,2004-12,17512163.0
2004-03-26,2004-13,17544373.0
2004-04-02,2004-14,17037249.0
2004-04-09,2004-15,17453595.0
2004-04-16,2004-16,18454864.0
2004-04-23,2004-17,18798691.0
2004-04-30,2004-18,17773726.0
2004-05-07,2004-19,18669942.0
2004-05-14,2004-20,19444464.0
2004-05-21,2004-21,19127056.0
2004-05-28,2004-22,17862899.0
2004-06-04,2004-23,18806509.0
2004-06-11,2004-24,19324515.0
2004-06-18,2004-25,19341063.0
2004-06-25,2004-26,19084193.0
2004-07-02,2004-27,18954303.0
2004-07-09,2004-28,19057273.0
2004-07-16,2004-29,19682702.0
2004-07-23,2004-30,19808586.0
2004-07-30,2004-31,19293320.0
2004-08-06,2004-32,19445585.0
2004-08-13,2004-33,19980418.0
2004-08-20,2004-34,19885942.0
2004-08-27,2004-35,20627426.0
2004-09-03,2004-36,19643191.0
2004-09-10,2004-37,21647651.0
2004-09-17,2004-38,20430568.0
2004-09-24,2004-39,20662050.0
2004-10-01,2004-40,20036407.0
2004-10-08,2004-41,20151131.0
2004-10-15,2004-42,20879950.0
2004-10-22,2004-43,20141663.0
2004-10-29,2004-44,20364428.0
2004-11-05,2004-45,21048585.0
2004-11-12,2004-46,22000743.0
2004-11-19,2004-47,21247295.0
2004-11-26,2004-48,19892186.0
2004-12-03,2004-49,19653623.0
2004-12-10,2004-50,20090747.0
2004-12-17,2004-51,20381524.0
2004-12-24,2004-52,19764300.0
2004-12-31,2004-53,20188504.0
2005-01-07,2005-1,20007030.0
2005-01-14,2005-2,21711065.0
2005-01-21,2005-3,23938859.0
2005-01-28,2005-4,20904290.0
2005-02-04,2005-5,20312217.0
2005-02-11,2005-6,20939985.0
2005-02-18,2005-7,19917098.0
2005-02-25,2005-8,20838802.0
2005-03-04,2005-9,20232056.0
2005-03-11,2005-10,22450343.0
2005-03-18,2005-11,21339748.0
2005-03-25,2005-12,22077335.0
2005-04-01,2005-13,21480969.0
2005-04-08,2005-14,22060112.0
2005-04-15,2005-15,23816342.0
2005-04-22,2005-16,23477478.0
2005-04-29,2005-17,23000767.0
2005-05-06,2005-18,23097044.0
2005-05-13,2005-19,24021144.0
2005-05-20,2005-20,23970424.0
2005-05-27,2005-21,22953109.0
2005-06-03,2005-22,23633891.0
2005-06-10,2005-23,23142278.0
2005-06-17,2005-24,25831537.0
2005-06-24,2005-25,22595886.0
2005-07-01,2005-26,23853218.0
2005-07-08,2005-27,25087790.0
2005-07-15,2005-28,26039434.0
2005-07-22,2005-29,25955099.0
2005-07-29,2005-30,26067045.0
2005-08-05,2005-31,25112150.0
2005-08-12,2005-32,26794783.0
2005-08-19,2005-33,25705977.0
2005-08-26,2005-34,26846692.0
2005-09-02,2005-35,26435715.0
2005-09-09,2005-36,29464573.0
2005-09-16,2005-37,26720779.0
2005-09-23,2005-38,27880941.0
2005-09-30,2005-39,27724203.0
2005-10-07,2005-40,27421413.0
2005-10-14,2005-41,29328992.0
2005-10-21,2005-42,30085091.0
2005-10-28,2005-43,28463172.0
2005-11-04,2005-44,29998298.0
2005-11-11,2005-45,30279338.0
2005-11-18,2005-46,30359254.0
2005-11-25,2005-47,27674289.0
2005-12-02,2005-48,27856414.0
2005-12-09,2005-49,28711474.0
2005-12-16,2005-50,30033934.0
2005-12-23,2005-51,28511320.0
2005-12-30,2005-52,32510886.0
2006-01-06,2006-1,32264434.0
2006-01-13,2006-2,32101156.0
2006-01-20,2006-3,30942528.0
2006-01-27,2006-4,31135288.0
2006-02-03,2006-5,28054447.0
