Tarih,TP_AB_N11,TP_AB_N11
2000-01-07,2000-1,
2000-01-14,2000-2,
2000-01-21,2000-3,
2000-01-28,2000-4,
2000-02-04,2000-5,
2000-02-11,2000-6,
2000-02-18,2000-7,
2000-02-25,2000-8,
2000-03-03,2000-9,
2000-03-10,2000-10,
2000-03-17,2000-11,
2000-03-24,2000-12,
2000-03-31,2000-13,
2000-04-07,2000-14,
2000-04-14,2000-15,
2000-04-21,2000-16,
2000-04-28,2000-17,
2000-05-05,2000-18,
2000-05-12,2000-19,
2000-05-19,2000-20,
2000-05-26,2000-21,
2000-06-02,2000-22,
2000-06-09,2000-23,
2000-06-16,2000-24,
2000-06-23,2000-25,
2000-06-30,2000-26,
2000-07-07,2000-27,
2000-07-14,2000-28,
2000-07-21,2000-29,
2000-07-28,2000-30,
2000-08-04,2000-31,
2000-08-11,2000-32,
2000-08-18,2000-33,
2000-08-25,2000-34,
2000-09-01,2000-35,
2000-09-08,2000-36,
2000-09-15,2000-37,
2000-09-22,2000-38,
2000-09-29,2000-39,
2000-10-06,2000-40,
2000-10-13,2000-41,
2000-10-20,2000-42,
2000-10-27,2000-43,
2000-11-03,2000-44,
2000-11-10,2000-45,
2000-11-17,2000-46,
2000-11-24,2000-47,
2000-12-01,2000-48,
2000-12-08,2000-49,
2000-12-15,2000-50,
2000-12-22,2000-51,
2000-12-29,2000-52,
2001-01-05,2001-1,
2001-01-12,2001-2,
2001-01-19,2001-3,
2001-01-26,2001-4,
2001-02-02,2001-5,
2001-02-09,2001-6,
2001-02-16,2001-7,
2001-02-23,2001-8,
2001-03-02,2001-9,
2001-03-09,2001-10,
2001-03-16,2001-11,
2001-03-23,2001-12,
2001-03-30,2001-13,
2001-04-06,2001-14,
2001-04-13,2001-15,
2001-04-20,2001-16,
2001-04-27,2001-17,
2001-05-04,2001-18,
2001-05-11,2001-19,
2001-05-18,2001-20,
2001-05-25,2001-21,
2001-06-01,2001-22,
2001-06-08,2001-23,
2001-06-15,2001-24,
2001-06-22,2001-25,
2001-06-29,2001-26,
2001-07-06,2001-27,
2001-07-13,2001-28,
2001-07-20,2001-29,
2001-07-27,2001-30,
2001-08-03,2001-31,
2001-08-10,2001-32,
2001-08-17,2001-33,
2001-08-24,2001-34,
2001-08-31,2001-35,
2001-09-07,2001-36,
2001-09-14,2001-37,
2001-09-21,2001-38,
2001-09-28,2001-39,
2001-10-05,2001-40,
2001-10-12,2001-41,
2001-10-19,2001-42,
2001-10-26,2001-43,
2001-11-02,2001-44,
2001-11-09,2001-45,
2001-11-16,2001-46,
2001-11-23,2001-47,
2001-11-30,2001-48,
2001-12-07,2001-49,
2001-12-14,2001-50,
2001-12-21,2001-51,
2001-12-28,2001-52,
2002-01-04,2002-1,-1541893.5
2002-01-11,2002-2,-1535348.8
2002-01-18,2002-3,-1527841.2
2002-01-25,2002-4,-1525797.1
2002-02-01,2002-5,-1485864.4
2002-02-08,2002-6,-1533173.4
2002-02-15,2002-7,-1564016.8
2002-02-22,2002-8,-1616578.7
2002-03-01,2002-9,-1645142.7
2002-03-08,2002-10,-1638592.6
2002-03-15,2002-11,-1650359.5
2002-03-22,2002-12,-1660425.1
2002-03-29,2002-13,-1653184.2
2002-04-05,2002-14,-1661746.1
2002-04-12,2002-15,-1639824.7
2002-04-19,2002-16,-1720226.5
2002-04-26,2002-17,-1847186.1
2002-05-03,2002-18,-1885875.1
2002-05-10,2002-19,-1930935.8
2002-05-17,2002-20,-1975643.2
2002-05-24,2002-21,-1990816.6
2002-05-31,2002-22,-2024773.6
2002-06-07,2002-23,-2096509.9
2002-06-14,2002-24,-2246599.3
2002-06-21,2002-25,-2266650.3
2002-06-28,2002-26,-2493989.9
2002-07-05,2002-27,-2531070.7
2002-07-12,2002-28,-2622879.2
2002-07-19,2002-29,-2702797.0
2002-07-26,2002-30,-2826212.7
2002-08-02,2002-31,-2816258.7
2002-08-09,2002-32,-2751311.0
2002-08-16,2002-33,-2845131.7
2002-08-23,2002-34,-2901703.9
2002-08-30,2002-35,-2962864.6
2002-09-06,2002-36,-3022680.1
2002-09-13,2002-37,-3065296.3
2002-09-20,2002-38,-3071639.7
2002-09-27,2002-39,-3090256.5
2002-10-04,2002-40,-3106560.0
2002-10-11,2002-41,-3124479.9
2002-10-18,2002-42,-3110295.2
2002-10-25,2002-43,-3175238.0
2002-11-01,2002-44,-3195280.2
2002-11-08,2002-45,-3182938.7
2002-11-15,2002-46,-3165142.7
2002-11-22,2002-47,-3077474.8
2002-11-29,2002-48,-3024651.7
2002-12-06,2002-49,-2989038.7
2002-12-13,2002-50,-3069747.9
2002-12-20,2002-51,-3266195.5
2002-12-27,2002-52,-3365514.2
2003-01-03,2003-1,-3446960.8
2003-01-10,2003-2,-3588782.8
2003-01-17,2003-3,-3567579.2
2003-01-24,2003-4,-3607829.8
2003-01-31,2003-5,-3579802.7
2003-02-07,2003-6,-3574587.1
2003-02-14,2003-7,-3565121.3
2003-02-21,2003-8,-3564332.2
2003-02-28,2003-9,-3518477.3
2003-03-07,2003-10,-3568858.9
2003-03-14,2003-11,-3612265.2
2003-03-21,2003-12,-3699730.2
2003-03-28,2003-13,-3747539.9
2003-04-04,2003-14,-3639768.0
2003-04-11,2003-15,-3614204.6
2003-04-18,2003-16,-3547880.0
2003-04-25,2003-17,-3580745.5
2003-05-02,2003-18,-3512186.5
2003-05-09,2003-19,-3492050.2
2003-05-16,2003-20,-3483198.1
2003-05-23,2003-21,-3564324.8
2003-05-30,2003-22,-3511246.7
2003-06-06,2003-23,-3496643.0
2003-06-13,2003-24,-3442414.0
2003-06-20,2003-25,-3482097.0
2003-06-27,2003-26,-3489215.0
2003-07-04,2003-27,-3455700.0
2003-07-11,2003-28,-3473941.0
2003-07-18,2003-29,-3410251.0
2003-07-25,2003-30,-3669118.0
2003-08-01,2003-31,-3707208.0
2003-08-08,2003-32,-3814385.0
2003-08-15,2003-33,-3845879.0
2003-08-22,2003-34,-3825642.0
2003-08-29,2003-35,-3841512.0
2003-09-05,2003-36,-3861830.0
2003-09-12,2003-37,-3997445.0
2003-09-19,2003-38,-4032554.0
2003-09-26,2003-39,-4129592.0
2003-10-03,2003-40,-4323246.0
2003-10-10,2003-41,-4272400.0
2003-10-17,2003-42,-4324636.0
2003-10-24,2003-43,-4604585.0
2003-10-31,2003-44,-4698043.0
2003-11-07,2003-45,-4664624.0
2003-11-14,2003-46,-4707715.0
2003-11-21,2003-47,-4828266.0
2003-11-28,2003-48,-4803326.0
2003-12-05,2003-49,-4818967.0
2003-12-12,2003-50,-4812148.0
2003-12-19,2003-51,-4815583.0
2003-12-26,2003-52,-4890225.0
2004-01-02,2004-1,-4918221.0
2004-01-09,2004-2,-4807708.0
2004-01-16,2004-3,-4675876.0
2004-01-23,2004-4,-4650165.0
2004-01-30,2004-5,-4646716.0
2004-02-06,2004-6,-4631567.0
2004-02-13,2004-7,-4684035.0
2004-02-20,2004-8,-4670210.0
2004-02-27,2004-9,-4598883.0
2004-03-05,2004-10,-4522553.0
2004-03-12,2004-11,-4514548.0
2004-03-19,2004-12,-4531429.0
2004-03-26,2004-13,-4481269.0
2004-04-02,2004-14,-4490008.0
2004-04-09,2004-15,-4531823.0
2004-04-16,2004-16,-4550121.0
2004-04-23,2004-17,-4577271.0
2004-04-30,2004-18,-4769141.0
2004-05-07,2004-19,-4881957.0
2004-05-14,2004-20,-5091886.0
2004-05-21,2004-21,-5147429.0
2004-05-28,2004-22,-5090460.0
2004-06-04,2004-23,-5168558.0
2004-06-11,2004-24,-5030390.0
2004-06-18,2004-25,-5017953.0
2004-06-25,2004-26,-5047811.0
2004-07-02,2004-27,-5016897.0
2004-07-09,2004-28,-4981706.0
2004-07-16,2004-29,-5001633.0
2004-07-23,2004-30,-5082295.0
2004-07-30,2004-31,-5069668.0
2004-08-06,2004-32,-5134535.0
2004-08-13,2004-33,-5177946.0
2004-08-20,2004-34,-5233154.0
2004-08-27,2004-35,-5282265.0
2004-09-03,2004-36,-5340422.0
2004-09-10,2004-37,-5271806.0
2004-09-17,2004-38,-5294260.0
2004-09-24,2004-39,-5370489.0
2004-10-01,2004-40,-5430992.0
2004-10-08,2004-41,-5373942.0
2004-10-15,2004-42,-5324687.0
2004-10-22,2004-43,-5425845.0
2004-10-29,2004-44,-5411724.0
2004-11-05,2004-45,-5401005.0
2004-11-12,2004-46,-5387781.0
2004-11-19,2004-47,-5384000.0
2004-11-26,2004-48,-5448108.0
2004-12-03,2004-49,-5477297.0
2004-12-10,2004-50,-5438241.0
2004-12-17,2004-51,-5388103.0
2004-12-24,2004-52,-5421686.0
2004-12-31,2004-53,-5558778.0
2005-01-07,2005-1,-5642514.0
2005-01-14,2005-2,-5447620.0
2005-01-21,2005-3,-5323308.0
2005-01-28,2005-4,-5308524.0
2005-02-04,2005-5,-5232054.0
2005-02-11,2005-6,-5203283.0
2005-02-18,2005-7,-5167307.0
2005-02-25,2005-8,-5192978.0
2005-03-04,2005-9,-5068593.0
2005-03-11,2005-10,-5155647.0
2005-03-18,2005-11,-5301299.0
2005-03-25,2005-12,-5270643.0
2005-04-01,2005-13,-5264931.0
2005-04-08,2005-14,-5195399.0
2005-04-15,2005-15,-5213873.0
2005-04-22,2005-16,-5301343.0
2005-04-29,2005-17,-5323466.0
2005-05-06,2005-18,-5200668.0
2005-05-13,2005-19,-5176246.0
2005-05-20,2005-20,-5186249.0
2005-05-27,2005-21,-5201894.0
2005-06-03,2005-22,-5005143.0
2005-06-10,2005-23,-5031300.0
2005-06-17,2005-24,-4987725.0
2005-06-24,2005-25,-4942096.0
2005-07-01,2005-26,-4903445.0
2005-07-08,2005-27,-4943449.0
2005-07-15,2005-28,-4879964.0
2005-07-22,2005-29,-4949418.0
2005-07-29,2005-30,-4936398.0
2005-08-05,2005-31,-4983133.0
2005-08-12,2005-32,-5036369.0
2005-08-19,2005-33,-5125176.0
2005-08-26,2005-34,-5264383.0
2005-09-02,2005-35,-5194942.0
2005-09-09,2005-36,-5141546.0
2005-09-16,2005-37,-5056268.0
2005-09-23,2005-38,-5038721.0
2005-09-30,2005-39,-5014020.0
2005-10-07,2005-40,-5045917.0
2005-10-14,2005-41,-5047411.0
2005-10-21,2005-42,-5045839.0
2005-10-28,2005-43,-5040765.0
2005-11-04,2005-44,-5035475.0
2005-11-11,2005-45,-5008560.0
2005-11-18,2005-46,-4935386.0
