Tarih,TP_AB_N05,TP_AB_N05
2000-01-07,2000-1,
2000-01-14,2000-2,
2000-01-21,2000-3,
2000-01-28,2000-4,
2000-02-04,2000-5,
2000-02-11,2000-6,
2000-02-18,2000-7,
2000-02-25,2000-8,
2000-03-03,2000-9,
2000-03-10,2000-10,
2000-03-17,2000-11,
2000-03-24,2000-12,
2000-03-31,2000-13,
2000-04-07,2000-14,
2000-04-14,2000-15,
2000-04-21,2000-16,
2000-04-28,2000-17,
2000-05-05,2000-18,
2000-05-12,2000-19,
2000-05-19,2000-20,
2000-05-26,2000-21,
2000-06-02,2000-22,
2000-06-09,2000-23,
2000-06-16,2000-24,
2000-06-23,2000-25,
2000-06-30,2000-26,
2000-07-07,2000-27,
2000-07-14,2000-28,
2000-07-21,2000-29,
2000-07-28,2000-30,
2000-08-04,2000-31,
2000-08-11,2000-32,
2000-08-18,2000-33,
2000-08-25,2000-34,
2000-09-01,2000-35,
2000-09-08,2000-36,
2000-09-15,2000-37,
2000-09-22,2000-38,
2000-09-29,2000-39,
2000-10-06,2000-40,
2000-10-13,2000-41,
2000-10-20,2000-42,
2000-10-27,2000-43,
2000-11-03,2000-44,
2000-11-10,2000-45,
2000-11-17,2000-46,
2000-11-24,2000-47,
2000-12-01,2000-48,
2000-12-08,2000-49,
2000-12-15,2000-50,
2000-12-22,2000-51,
2000-12-29,2000-52,
2001-01-05,2001-1,
2001-01-12,2001-2,
2001-01-19,2001-3,
2001-01-26,2001-4,
2001-02-02,2001-5,
2001-02-09,2001-6,
2001-02-16,2001-7,
2001-02-23,2001-8,
2001-03-02,2001-9,
2001-03-09,2001-10,
2001-03-16,2001-11,
2001-03-23,2001-12,
2001-03-30,2001-13,
2001-04-06,2001-14,
2001-04-13,2001-15,
2001-04-20,2001-16,
2001-04-27,2001-17,
2001-05-04,2001-18,
2001-05-11,2001-19,
2001-05-18,2001-20,
2001-05-25,2001-21,
2001-06-01,2001-22,
2001-06-08,2001-23,
2001-06-15,2001-24,
2001-06-22,2001-25,
2001-06-29,2001-26,
2001-07-06,2001-27,
2001-07-13,2001-28,
2001-07-20,2001-29,
2001-07-27,2001-30,
2001-08-03,2001-31,
2001-08-10,2001-32,
2001-08-17,2001-33,
2001-08-24,2001-34,
2001-08-31,2001-35,
2001-09-07,2001-36,
2001-09-14,2001-37,
2001-09-21,2001-38,
2001-09-28,2001-39,
2001-10-05,2001-40,
2001-10-12,2001-41,
2001-10-19,2001-42,
2001-10-26,2001-43,
2001-11-02,2001-44,
2001-11-09,2001-45,
2001-11-16,2001-46,
2001-11-23,2001-47,
2001-11-30,2001-48,
2001-12-07,2001-49,
2001-12-14,2001-50,
2001-12-21,2001-51,
2001-12-28,2001-52,
2002-01-04,2002-1,-12793270.2
2002-01-11,2002-2,-12433319.2
2002-01-18,2002-3,-12153607.3
2002-01-25,2002-4,-11158054.5
2002-02-01,2002-5,-11022068.3
2002-02-08,2002-6,-399917.8
2002-02-15,2002-7,-1006721.7
2002-02-22,2002-8,-1209187.2
2002-03-01,2002-9,-1470253.1
2002-03-08,2002-10,-1687966.4
2002-03-15,2002-11,-2274994.9
2002-03-22,2002-12,-1586233.6
2002-03-29,2002-13,-1843005.2
2002-04-05,2002-14,-1662814.3
2002-04-12,2002-15,-1784900.2
2002-04-19,2002-16,103004.7
2002-04-26,2002-17,13958.0
2002-05-03,2002-18,-16154.0
2002-05-10,2002-19,577004.9
2002-05-17,2002-20,145989.3
2002-05-24,2002-21,-839409.9
2002-05-31,2002-22,-1181690.5
2002-06-07,2002-23,-112086.8
2002-06-14,2002-24,-1414887.9
2002-06-21,2002-25,-533431.0
2002-06-28,2002-26,-1195673.0
2002-07-05,2002-27,370300.0
2002-07-12,2002-28,309331.9
2002-07-19,2002-29,-139645.0
2002-07-26,2002-30,180065.1
2002-08-02,2002-31,445747.7
2002-08-09,2002-32,82067.2
2002-08-16,2002-33,2431303.5
2002-08-23,2002-34,2395123.3
2002-08-30,2002-35,2312836.3
2002-09-06,2002-36,1896066.8
2002-09-13,2002-37,2648922.6
2002-09-20,2002-38,2443374.1
2002-09-27,2002-39,2199945.9
2002-10-04,2002-40,2142649.6
2002-10-11,2002-41,1835680.1
2002-10-18,2002-42,3072606.8
2002-10-25,2002-43,3104246.9
2002-11-01,2002-44,2785629.5
2002-11-08,2002-45,2292264.7
2002-11-15,2002-46,2763742.2
2002-11-22,2002-47,3029253.7
2002-11-29,2002-48,2964028.8
2002-12-06,2002-49,3029196.6
2002-12-13,2002-50,2154100.2
2002-12-20,2002-51,1728940.7
2002-12-27,2002-52,2439074.3
2003-01-03,2003-1,3399842.8
2003-01-10,2003-2,3589725.9
2003-01-17,2003-3,4487632.3
2003-01-24,2003-4,4997434.3
2003-01-31,2003-5,6034371.4
2003-02-07,2003-6,3710176.9
2003-02-14,2003-7,3736726.0
2003-02-21,2003-8,3584138.6
2003-02-28,2003-9,3262782.6
2003-03-07,2003-10,3122300.4
2003-03-14,2003-11,2479675.9
2003-03-21,2003-12,2433995.6
2003-03-28,2003-13,2084955.2
2003-04-04,2003-14,2120765.8
2003-04-11,2003-15,1713928.0
2003-04-18,2003-16,1249991.9
2003-04-25,2003-17,2177940.1
2003-05-02,2003-18,1755304.6
2003-05-09,2003-19,631997.3
2003-05-16,2003-20,1609478.9
2003-05-23,2003-21,2183041.3
2003-05-30,2003-22,2139002.8
2003-06-06,2003-23,1062560.8
2003-06-13,2003-24,325484.0
2003-06-20,2003-25,1649959.0
2003-06-27,2003-26,2708912.0
2003-07-04,2003-27,2851570.0
2003-07-11,2003-28,2181826.0
2003-07-18,2003-29,3468320.0
2003-07-25,2003-30,3537632.0
2003-08-01,2003-31,3789110.0
2003-08-08,2003-32,4414578.0
2003-08-15,2003-33,4597686.0
2003-08-22,2003-34,5621898.0
2003-08-29,2003-35,5825284.0
2003-09-05,2003-36,5948761.0
2003-09-12,2003-37,6935354.0
2003-09-19,2003-38,6970169.0
2003-09-26,2003-39,9449275.0
2003-10-03,2003-40,9745546.0
2003-10-10,2003-41,10062631.0
2003-10-17,2003-42,10375127.0
2003-10-24,2003-43,8790067.0
2003-10-31,2003-44,8670166.0
2003-11-07,2003-45,8381043.0
2003-11-14,2003-46,8069697.0
2003-11-21,2003-47,6755804.0
2003-11-28,2003-48,6154038.0
2003-12-05,2003-49,5762990.0
2003-12-12,2003-50,5976268.0
2003-12-19,2003-51,5504553.0
2003-12-26,2003-52,7189121.0
2004-01-02,2004-1,6951486.0
2004-01-09,2004-2,6631781.0
2004-01-16,2004-3,7355783.0
2004-01-23,2004-4,7016291.0
2004-01-30,2004-5,7058483.0
2004-02-06,2004-6,7056308.0
2004-02-13,2004-7,6582872.0
2004-02-20,2004-8,8589006.0
2004-02-27,2004-9,7448178.0
2004-03-05,2004-10,7912736.0
2004-03-12,2004-11,6388614.0
2004-03-19,2004-12,6571698.0
2004-03-26,2004-13,7762415.0
2004-04-02,2004-14,8116904.0
2004-04-09,2004-15,8993584.0
2004-04-16,2004-16,9337152.0
2004-04-23,2004-17,10960582.0
2004-04-30,2004-18,11180874.0
2004-05-07,2004-19,10502761.0
2004-05-14,2004-20,11274543.0
2004-05-21,2004-21,11402169.0
2004-05-28,2004-22,10833041.0
2004-06-04,2004-23,10645369.0
2004-06-11,2004-24,10402890.0
2004-06-18,2004-25,10261627.0
2004-06-25,2004-26,10195506.0
2004-07-02,2004-27,10768669.0
2004-07-09,2004-28,10347130.0
2004-07-16,2004-29,9781664.0
2004-07-23,2004-30,9836113.0
2004-07-30,2004-31,9856916.0
2004-08-06,2004-32,10334643.0
2004-08-13,2004-33,9872661.0
2004-08-20,2004-34,11998885.0
2004-08-27,2004-35,12305630.0
2004-09-03,2004-36,12222494.0
2004-09-10,2004-37,12227126.0
2004-09-17,2004-38,11840098.0
2004-09-24,2004-39,12632989.0
2004-10-01,2004-40,12593341.0
2004-10-08,2004-41,14013616.0
2004-10-15,2004-42,14916280.0
2004-10-22,2004-43,14414544.0
2004-10-29,2004-44,13958024.0
2004-11-05,2004-45,12234616.0
2004-11-12,2004-46,12058501.0
2004-11-19,2004-47,11839936.0
2004-11-26,2004-48,11385291.0
2004-12-03,2004-49,11162235.0
2004-12-10,2004-50,11267293.0
2004-12-17,2004-51,10552824.0
2004-12-24,2004-52,10361613.0
2004-12-31,2004-53,9772023.0
2005-01-07,2005-1,10289754.0
2005-01-14,2005-2,9508487.0
2005-01-21,2005-3,9186371.0
2005-01-28,2005-4,13700138.0
2005-02-04,2005-5,11683970.0
2005-02-11,2005-6,11800157.0
2005-02-18,2005-7,13018797.0
2005-02-25,2005-8,12814387.0
2005-03-04,2005-9,13010817.0
2005-03-11,2005-10,16217888.0
2005-03-18,2005-11,16740394.0
2005-03-25,2005-12,16923163.0
2005-04-01,2005-13,16835078.0
2005-04-08,2005-14,16751534.0
2005-04-15,2005-15,15539492.0
2005-04-22,2005-16,15756405.0
2005-04-29,2005-17,16308480.0
2005-05-06,2005-18,13362294.0
2005-05-13,2005-19,15320774.0
2005-05-20,2005-20,15541503.0
2005-05-27,2005-21,15912911.0
2005-06-03,2005-22,18701208.0
2005-06-10,2005-23,21752369.0
2005-06-17,2005-24,21693135.0
2005-06-24,2005-25,21933758.0
2005-07-01,2005-26,21566664.0
2005-07-08,2005-27,23327571.0
2005-07-15,2005-28,22274644.0
2005-07-22,2005-29,22831468.0
2005-07-29,2005-30,25600747.0
2005-08-05,2005-31,23702418.0
2005-08-12,2005-32,23970067.0
2005-08-19,2005-33,24771379.0
2005-08-26,2005-34,24186409.0
2005-09-02,2005-35,23294816.0
2005-09-09,2005-36,23474902.0
2005-09-16,2005-37,23264893.0
2005-09-23,2005-38,23502911.0
2005-09-30,2005-39,23635036.0
2005-10-07,2005-40,28625495.0
2005-10-14,2005-41,28490913.0
2005-10-21,2005-42,28878961.0
2005-10-28,2005-43,28166788.0
2005-11-04,2005-44,26003188.0
2005-11-11,2005-45,25668739.0
2005-11-18,2005-46,30377540.0
2005-11-25,2005-47,32894407.0
2005-12-02,2005-48,34015994.0
2005-12-09,2005-49,33485742.0
2005-12-16,2005-50,35968725.0
2005-12-23,2005-51,35659378.0
2005-12-30,2005-52,34689501.0
2006-01-06,2006-1,33583074.0
2006-01-13,2006-2,33533346.0
2006-01-20,2006-3,35198932.0
2006-01-27,2006-4,38501083.0
2006-02-03,2006-5,38600240.0
