Tarih,TP_AB_N28,TP_AB_N28
2000-01-07,2000-1,
2000-01-14,2000-2,
2000-01-21,2000-3,
2000-01-28,2000-4,
2000-02-04,2000-5,
2000-02-11,2000-6,
2000-02-18,2000-7,
2000-02-25,2000-8,
2000-03-03,2000-9,
2000-03-10,2000-10,
2000-03-17,2000-11,
2000-03-24,2000-12,
2000-03-31,2000-13,
2000-04-07,2000-14,
2000-04-14,2000-15,
2000-04-21,2000-16,
2000-04-28,2000-17,
2000-05-05,2000-18,
2000-05-12,2000-19,
2000-05-19,2000-20,
2000-05-26,2000-21,
2000-06-02,2000-22,
2000-06-09,2000-23,
2000-06-16,2000-24,
2000-06-23,2000-25,
2000-06-30,2000-26,
2000-07-07,2000-27,
2000-07-14,2000-28,
2000-07-21,2000-29,
2000-07-28,2000-30,
2000-08-04,2000-31,
2000-08-11,2000-32,
2000-08-18,2000-33,
2000-08-25,2000-34,
2000-09-01,2000-35,
2000-09-08,2000-36,
2000-09-15,2000-37,
2000-09-22,2000-38,
2000-09-29,2000-39,
2000-10-06,2000-40,
2000-10-13,2000-41,
2000-10-20,2000-42,
2000-10-27,2000-43,
2000-11-03,2000-44,
2000-11-10,2000-45,
2000-11-17,2000-46,
2000-11-24,2000-47,
2000-12-01,2000-48,
2000-12-08,2000-49,
2000-12-15,2000-50,
2000-12-22,2000-51,
2000-12-29,2000-52,
2001-01-05,2001-1,
2001-01-12,2001-2,
2001-01-19,2001-3,
2001-01-26,2001-4,
2001-02-02,2001-5,
2001-02-09,2001-6,
2001-02-16,2001-7,
2001-02-23,2001-8,
2001-03-02,2001-9,
2001-03-09,2001-10,
2001-03-16,2001-11,
2001-03-23,2001-12,
2001-03-30,2001-13,
2001-04-06,2001-14,
2001-04-13,2001-15,
2001-04-20,2001-16,
2001-04-27,2001-17,
2001-05-04,2001-18,
2001-05-11,2001-19,
2001-05-18,2001-20,
2001-05-25,2001-21,
2001-06-01,2001-22,
2001-06-08,2001-23,
2001-06-15,2001-24,
2001-06-22,2001-25,
2001-06-29,2001-26,
2001-07-06,2001-27,
2001-07-13,2001-28,
2001-07-20,2001-29,
2001-07-27,2001-30,
2001-08-03,2001-31,
2001-08-10,2001-32,
2001-08-17,2001-33,
2001-08-24,2001-34,
2001-08-31,2001-35,
2001-09-07,2001-36,
2001-09-14,2001-37,
2001-09-21,2001-38,
2001-09-28,2001-39,
2001-10-05,2001-40,
2001-10-12,2001-41,
2001-10-19,2001-42,
2001-10-26,2001-43,
2001-11-02,2001-44,
2001-11-09,2001-45,
2001-11-16,2001-46,
2001-11-23,2001-47,
2001-11-30,2001-48,
2001-12-07,2001-49,
2001-12-14,2001-50,
2001-12-21,2001-51,
2001-12-28,2001-52,
2002-01-04,2002-1,134584.7
2002-01-11,2002-2,24373.1
2002-01-18,2002-3,-309066.0
2002-01-25,2002-4,-377682.4
2002-02-01,2002-5,-478607.8
2002-02-08,2002-6,-405876.6
2002-02-15,2002-7,-362972.4
2002-02-22,2002-8,-425374.8
2002-03-01,2002-9,-531780.0
2002-03-08,2002-10,-392763.6
2002-03-15,2002-11,-318782.4
2002-03-22,2002-12,-294251.9
2002-03-29,2002-13,-326682.5
2002-04-05,2002-14,-221644.2
2002-04-12,2002-15,-169438.8
2002-04-19,2002-16,-121903.6
2002-04-26,2002-17,-199926.5
2002-05-03,2002-18,-175488.4
2002-05-10,2002-19,-294874.4
2002-05-17,2002-20,-300485.3
2002-05-24,2002-21,-257767.9
2002-05-31,2002-22,-834700.3
2002-06-07,2002-23,-875247.1
2002-06-14,2002-24,-1072339.7
2002-06-21,2002-25,-1439883.7
2002-06-28,2002-26,-1510933.3
2002-07-05,2002-27,-1574811.6
2002-07-12,2002-28,-1582129.4
2002-07-19,2002-29,-1471675.5
2002-07-26,2002-30,-1593362.2
2002-08-02,2002-31,-1760141.8
2002-08-09,2002-32,-1652045.5
2002-08-16,2002-33,-1640343.1
2002-08-23,2002-34,-1604334.3
2002-08-30,2002-35,-1576986.6
2002-09-06,2002-36,-1440793.3
2002-09-13,2002-37,-1664559.3
2002-09-20,2002-38,-1669817.0
2002-09-27,2002-39,-1641971.6
2002-10-04,2002-40,-1527100.7
2002-10-11,2002-41,-1555087.8
2002-10-18,2002-42,-1642184.6
2002-10-25,2002-43,-1712457.9
2002-11-01,2002-44,-1625340.6
2002-11-08,2002-45,-1435678.5
2002-11-15,2002-46,-1322379.3
2002-11-22,2002-47,-1437478.3
2002-11-29,2002-48,-1227311.0
2002-12-06,2002-49,-857521.5
2002-12-13,2002-50,-905204.3
2002-12-20,2002-51,-1108207.7
2002-12-27,2002-52,-752726.9
2003-01-03,2003-1,-1182626.0
2003-01-10,2003-2,-1254342.1
2003-01-17,2003-3,-1143785.6
2003-01-24,2003-4,-1069862.3
2003-01-31,2003-5,-960956.9
2003-02-07,2003-6,-811956.0
2003-02-14,2003-7,-818384.7
2003-02-21,2003-8,-783716.1
2003-02-28,2003-9,-618215.9
2003-03-07,2003-10,-532765.6
2003-03-14,2003-11,-684385.5
2003-03-21,2003-12,-1235832.3
2003-03-28,2003-13,-1211275.3
2003-04-04,2003-14,-963931.5
2003-04-11,2003-15,-836535.7
2003-04-18,2003-16,-531802.9
2003-04-25,2003-17,-357567.3
2003-05-02,2003-18,-96574.3
2003-05-09,2003-19,153517.4
2003-05-16,2003-20,333105.3
2003-05-23,2003-21,453812.7
2003-05-30,2003-22,629604.1
2003-06-06,2003-23,627313.3
2003-06-13,2003-24,748654.0
2003-06-20,2003-25,666143.0
2003-06-27,2003-26,561899.0
2003-07-04,2003-27,732285.0
2003-07-11,2003-28,637932.0
2003-07-18,2003-29,699493.0
2003-07-25,2003-30,558455.0
2003-08-01,2003-31,532859.0
2003-08-08,2003-32,600615.0
2003-08-15,2003-33,637529.0
2003-08-22,2003-34,514217.0
2003-08-29,2003-35,372305.0
2003-09-05,2003-36,489846.0
2003-09-12,2003-37,703624.0
2003-09-19,2003-38,827137.0
2003-09-26,2003-39,956237.0
2003-10-03,2003-40,739350.0
2003-10-10,2003-41,977776.0
2003-10-17,2003-42,666412.0
2003-10-24,2003-43,154002.0
2003-10-31,2003-44,-29262.0
2003-11-07,2003-45,-102424.0
2003-11-14,2003-46,111865.0
2003-11-21,2003-47,401836.0
2003-11-28,2003-48,426698.0
2003-12-05,2003-49,619580.0
2003-12-12,2003-50,745932.0
2003-12-19,2003-51,926977.0
2003-12-26,2003-52,1003615.0
2004-01-02,2004-1,780198.0
2004-01-09,2004-2,994612.0
2004-01-16,2004-3,1237775.0
2004-01-23,2004-4,1345042.0
2004-01-30,2004-5,1219012.0
2004-02-06,2004-6,1346749.0
2004-02-13,2004-7,1433554.0
2004-02-20,2004-8,1435040.0
2004-02-27,2004-9,1404442.0
2004-03-05,2004-10,1341479.0
2004-03-12,2004-11,1393577.0
2004-03-19,2004-12,1385626.0
2004-03-26,2004-13,1350288.0
2004-04-02,2004-14,1468371.0
2004-04-09,2004-15,1187150.0
2004-04-16,2004-16,926555.0
2004-04-23,2004-17,716643.0
2004-04-30,2004-18,206353.0
2004-05-07,2004-19,307707.0
2004-05-14,2004-20,-604245.0
2004-05-21,2004-21,-515875.0
2004-05-28,2004-22,-94193.0
2004-06-04,2004-23,-83467.0
2004-06-11,2004-24,86387.0
2004-06-18,2004-25,99534.0
2004-06-25,2004-26,163528.0
2004-07-02,2004-27,460568.0
2004-07-09,2004-28,748458.0
2004-07-16,2004-29,806871.0
2004-07-23,2004-30,584392.0
2004-07-30,2004-31,437424.0
2004-08-06,2004-32,550725.0
2004-08-13,2004-33,711030.0
2004-08-20,2004-34,887034.0
2004-08-27,2004-35,472737.0
2004-09-03,2004-36,579290.0
2004-09-10,2004-37,673340.0
2004-09-17,2004-38,614546.0
2004-09-24,2004-39,687246.0
2004-10-01,2004-40,572946.0
2004-10-08,2004-41,562494.0
2004-10-15,2004-42,732029.0
2004-10-22,2004-43,862291.0
2004-10-29,2004-44,967369.0
2004-11-05,2004-45,1103076.0
2004-11-12,2004-46,1167863.0
2004-11-19,2004-47,1461230.0
2004-11-26,2004-48,1620930.0
2004-12-03,2004-49,1719397.0
2004-12-10,2004-50,1683399.0
2004-12-17,2004-51,1805823.0
2004-12-24,2004-52,1935643.0
2004-12-31,2004-53,2032427.0
2005-01-07,2005-1,1630817.0
2005-01-14,2005-2,1974289.0
2005-01-21,2005-3,2029488.0
2005-01-28,2005-4,2034313.0
2005-02-04,2005-5,2153567.0
2005-02-11,2005-6,2076959.0
2005-02-18,2005-7,2364468.0
2005-02-25,2005-8,2446192.0
2005-03-04,2005-9,2477778.0
2005-03-11,2005-10,2483395.0
2005-03-18,2005-11,2217511.0
2005-03-25,2005-12,1981206.0
2005-04-01,2005-13,2038729.0
2005-04-08,2005-14,2133925.0
2005-04-15,2005-15,2029425.0
2005-04-22,2005-16,1989849.0
2005-04-29,2005-17,1810888.0
2005-05-06,2005-18,2095468.0
2005-05-13,2005-19,2020058.0
2005-05-20,2005-20,2017856.0
2005-05-27,2005-21,1971103.0
2005-06-03,2005-22,2189306.0
2005-06-10,2005-23,2080261.0
2005-06-17,2005-24,2072316.0
2005-06-24,2005-25,2159680.0
2005-07-01,2005-26,2304180.0
2005-07-08,2005-27,2133410.0
2005-07-15,2005-28,2396840.0
2005-07-22,2005-29,2482868.0
2005-07-29,2005-30,2361316.0
2005-08-05,2005-31,2597158.0
2005-08-12,2005-32,2453228.0
2005-08-19,2005-33,1962249.0
2005-08-26,2005-34,1916543.0
2005-09-02,2005-35,2257107.0
2005-09-09,2005-36,2302451.0
2005-09-16,2005-37,2248413.0
2005-09-23,2005-38,2304810.0
2005-09-30,2005-39,2078371.0
2005-10-07,2005-40,1959872.0
2005-10-14,2005-41,1871450.0
2005-10-21,2005-42,1893180.0
2005-10-28,2005-43,2000729.0
2005-11-04,2005-44,2109135.0
2005-11-11,2005-45,2009691.0
2005-11-18,2005-46,2139668.0
2005-11-25,2005-47,2117559.0
2005-12-02,2005-48,2149314.0
2005-12-09,2005-49,2139354.0
2005-12-16,2005-50,2122651.0
2005-12-23,2005-51,2161497.0
2005-12-30,2005-52,2009648.0
2006-01-06,2006-1,2114104.0
2006-01-13,2006-2,2136116.0
2006-01-20,2006-3,2114330.0
2006-01-27,2006-4,2271374.0
2006-02-03,2006-5,2305598.0
2006-02-10,2006-6,2325034.0
2006-02-17,2006-7,2348846.0
