Tarih,TP_AB_N15,TP_AB_N15
2000-01-07,2000-1,
2000-01-14,2000-2,
2000-01-21,2000-3,
2000-01-28,2000-4,
2000-02-04,2000-5,
2000-02-11,2000-6,
2000-02-18,2000-7,
2000-02-25,2000-8,
2000-03-03,2000-9,
2000-03-10,2000-10,
2000-03-17,2000-11,
2000-03-24,2000-12,
2000-03-31,2000-13,
2000-04-07,2000-14,
2000-04-14,2000-15,
2000-04-21,2000-16,
2000-04-28,2000-17,
2000-05-05,2000-18,
2000-05-12,2000-19,
2000-05-19,2000-20,
2000-05-26,2000-21,
2000-06-02,2000-22,
2000-06-09,2000-23,
2000-06-16,2000-24,
2000-06-23,2000-25,
2000-06-30,2000-26,
2000-07-07,2000-27,
2000-07-14,2000-28,
2000-07-21,2000-29,
2000-07-28,2000-30,
2000-08-04,2000-31,
2000-08-11,2000-32,
2000-08-18,2000-33,
2000-08-25,2000-34,
2000-09-01,2000-35,
2000-09-08,2000-36,
2000-09-15,2000-37,
2000-09-22,2000-38,
2000-09-29,2000-39,
2000-10-06,2000-40,
2000-10-13,2000-41,
2000-10-20,2000-42,
2000-10-27,2000-43,
2000-11-03,2000-44,
2000-11-10,2000-45,
2000-11-17,2000-46,
2000-11-24,2000-47,
2000-12-01,2000-48,
2000-12-08,2000-49,
2000-12-15,2000-50,
2000-12-22,2000-51,
2000-12-29,2000-52,
2001-01-05,2001-1,
2001-01-12,2001-2,
2001-01-19,2001-3,
2001-01-26,2001-4,
2001-02-02,2001-5,
2001-02-09,2001-6,
2001-02-16,2001-7,
2001-02-23,2001-8,
2001-03-02,2001-9,
2001-03-09,2001-10,
2001-03-16,2001-11,
2001-03-23,2001-12,
2001-03-30,2001-13,
2001-04-06,2001-14,
2001-04-13,2001-15,
2001-04-20,2001-16,
2001-04-27,2001-17,
2001-05-04,2001-18,
2001-05-11,2001-19,
2001-05-18,2001-20,
2001-05-25,2001-21,
2001-06-01,2001-22,
2001-06-08,2001-23,
2001-06-15,2001-24,
2001-06-22,2001-25,
2001-06-29,2001-26,
2001-07-06,2001-27,
2001-07-13,2001-28,
2001-07-20,2001-29,
2001-07-27,2001-30,
2001-08-03,2001-31,
2001-08-10,2001-32,
2001-08-17,2001-33,
2001-08-24,2001-34,
2001-08-31,2001-35,
2001-09-07,2001-36,
2001-09-14,2001-37,
2001-09-21,2001-38,
2001-09-28,2001-39,
2001-10-05,2001-40,
2001-10-12,2001-41,
2001-10-19,2001-42,
2001-10-26,2001-43,
2001-11-02,2001-44,
2001-11-09,2001-45,
2001-11-16,2001-46,
2001-11-23,2001-47,
2001-11-30,2001-48,
2001-12-07,2001-49,
2001-12-14,2001-50,
2001-12-21,2001-51,
2001-12-28,2001-52,
2002-01-04,2002-1,20274516.7
2002-01-11,2002-2,19887586.1
2002-01-18,2002-3,19893359.9
2002-01-25,2002-4,18632857.5
2002-02-01,2002-5,18741494.1
2002-02-08,2002-6,8457076.3
2002-02-15,2002-7,9939342.5
2002-02-22,2002-8,10444977.1
2002-03-01,2002-9,10005622.9
2002-03-08,2002-10,9848460.3
2002-03-15,2002-11,11010698.5
2002-03-22,2002-12,9827685.0
2002-03-29,2002-13,10268181.4
2002-04-05,2002-14,9911167.7
2002-04-12,2002-15,10260166.1
2002-04-19,2002-16,8536429.3
2002-04-26,2002-17,8482534.4
2002-05-03,2002-18,8691563.5
2002-05-10,2002-19,8007920.5
2002-05-17,2002-20,8845391.6
2002-05-24,2002-21,9813034.0
2002-05-31,2002-22,10324515.6
2002-06-07,2002-23,8888386.8
2002-06-14,2002-24,10923832.2
2002-06-21,2002-25,10415515.2
2002-06-28,2002-26,10224477.6
2002-07-05,2002-27,8944689.3
2002-07-12,2002-28,9326862.5
2002-07-19,2002-29,9779472.4
2002-07-26,2002-30,9546990.7
2002-08-02,2002-31,9039742.1
2002-08-09,2002-32,9287779.4
2002-08-16,2002-33,7726666.8
2002-08-23,2002-34,7287515.6
2002-08-30,2002-35,7208793.3
2002-09-06,2002-36,8052227.6
2002-09-13,2002-37,8013046.6
2002-09-20,2002-38,7651804.2
2002-09-27,2002-39,7941696.6
2002-10-04,2002-40,7947542.8
2002-10-11,2002-41,8778265.7
2002-10-18,2002-42,7221388.9
2002-10-25,2002-43,7543588.6
2002-11-01,2002-44,7423618.5
2002-11-08,2002-45,8203059.7
2002-11-15,2002-46,8483617.8
2002-11-22,2002-47,7604157.9
2002-11-29,2002-48,8757502.2
2002-12-06,2002-49,8950292.7
2002-12-13,2002-50,9432324.9
2002-12-20,2002-51,10648712.5
2002-12-27,2002-52,7964092.3
2003-01-03,2003-1,7504201.7
2003-01-10,2003-2,7237685.7
2003-01-17,2003-3,6805247.1
2003-01-24,2003-4,6494084.5
2003-01-31,2003-5,5087756.1
2003-02-07,2003-6,10141545.1
2003-02-14,2003-7,9920718.4
2003-02-21,2003-8,8227309.0
2003-02-28,2003-9,8377220.8
2003-03-07,2003-10,8865844.2
2003-03-14,2003-11,9875435.2
2003-03-21,2003-12,9866107.3
2003-03-28,2003-13,9862136.2
2003-04-04,2003-14,9850762.5
2003-04-11,2003-15,10143664.9
2003-04-18,2003-16,10800322.7
2003-04-25,2003-17,9856534.2
2003-05-02,2003-18,10166394.2
2003-05-09,2003-19,11473821.1
2003-05-16,2003-20,11093726.6
2003-05-23,2003-21,9968058.0
2003-05-30,2003-22,10112778.2
2003-06-06,2003-23,11285042.5
2003-06-13,2003-24,12669211.0
2003-06-20,2003-25,11106248.0
2003-06-27,2003-26,9919374.0
2003-07-04,2003-27,10026334.0
2003-07-11,2003-28,11094218.0
2003-07-18,2003-29,10393552.0
2003-07-25,2003-30,10088085.0
2003-08-01,2003-31,10068059.0
2003-08-08,2003-32,9413085.0
2003-08-15,2003-33,9939258.0
2003-08-22,2003-34,8318921.0
2003-08-29,2003-35,8136490.0
2003-09-05,2003-36,8288107.0
2003-09-12,2003-37,7642581.0
2003-09-19,2003-38,7811753.0
2003-09-26,2003-39,4903803.0
2003-10-03,2003-40,5267829.0
2003-10-10,2003-41,4563464.0
2003-10-17,2003-42,5316395.0
2003-10-24,2003-43,6573860.0
2003-10-31,2003-44,6615660.0
2003-11-07,2003-45,7165377.0
2003-11-14,2003-46,8086930.0
2003-11-21,2003-47,11009785.0
2003-11-28,2003-48,10649849.0
2003-12-05,2003-49,9963692.0
2003-12-12,2003-50,9987959.0
2003-12-19,2003-51,10704646.0
2003-12-26,2003-52,8140737.0
2004-01-02,2004-1,8128416.0
2004-01-09,2004-2,8827991.0
2004-01-16,2004-3,9718083.0
2004-01-23,2004-4,9290495.0
2004-01-30,2004-5,11411996.0
2004-02-06,2004-6,10495809.0
2004-02-13,2004-7,10670226.0
2004-02-20,2004-8,8090738.0
2004-02-27,2004-9,9442268.0
2004-03-05,2004-10,9044903.0
2004-03-12,2004-11,10910599.0
2004-03-19,2004-12,10940464.0
2004-03-26,2004-13,9781958.0
2004-04-02,2004-14,8920344.0
2004-04-09,2004-15,8460011.0
2004-04-16,2004-16,9117712.0
2004-04-23,2004-17,7838110.0
2004-04-30,2004-18,6592852.0
2004-05-07,2004-19,8167181.0
2004-05-14,2004-20,8169921.0
2004-05-21,2004-21,7724887.0
2004-05-28,2004-22,7029858.0
2004-06-04,2004-23,8161140.0
2004-06-11,2004-24,8921624.0
2004-06-18,2004-25,9079436.0
2004-06-25,2004-26,8888687.0
2004-07-02,2004-27,8185634.0
2004-07-09,2004-28,8710143.0
2004-07-16,2004-29,9901037.0
2004-07-23,2004-30,9972473.0
2004-07-30,2004-31,9436403.0
2004-08-06,2004-32,9110942.0
2004-08-13,2004-33,10107758.0
2004-08-20,2004-34,7887057.0
2004-08-27,2004-35,8321796.0
2004-09-03,2004-36,7420696.0
2004-09-10,2004-37,9420525.0
2004-09-17,2004-38,8590470.0
2004-09-24,2004-39,8029061.0
2004-10-01,2004-40,7443066.0
2004-10-08,2004-41,6137516.0
2004-10-15,2004-42,5963670.0
2004-10-22,2004-43,5727120.0
2004-10-29,2004-44,6406404.0
2004-11-05,2004-45,8813969.0
2004-11-12,2004-46,9942241.0
2004-11-19,2004-47,9407359.0
2004-11-26,2004-48,8506894.0
2004-12-03,2004-49,8491388.0
2004-12-10,2004-50,8823455.0
2004-12-17,2004-51,9828700.0
2004-12-24,2004-52,9402685.0
2004-12-31,2004-53,10416481.0
2005-01-07,2005-1,9717277.0
2005-01-14,2005-2,12202578.0
2005-01-21,2005-3,14752489.0
2005-01-28,2005-4,7204153.0
2005-02-04,2005-5,8628247.0
2005-02-11,2005-6,9139827.0
2005-02-18,2005-7,6898302.0
2005-02-25,2005-8,8024415.0
2005-03-04,2005-9,7221238.0
2005-03-11,2005-10,6232455.0
2005-03-18,2005-11,4599354.0
2005-03-25,2005-12,5154172.0
2005-04-01,2005-13,4645890.0
2005-04-08,2005-14,5308579.0
2005-04-15,2005-15,8276850.0
2005-04-22,2005-16,7721073.0
2005-04-29,2005-17,6692287.0
2005-05-06,2005-18,9734750.0
2005-05-13,2005-19,8700370.0
2005-05-20,2005-20,8428921.0
2005-05-27,2005-21,7040198.0
2005-06-03,2005-22,4932683.0
2005-06-10,2005-23,1389909.0
2005-06-17,2005-24,4138401.0
2005-06-24,2005-25,662128.0
2005-07-01,2005-26,2286554.0
2005-07-08,2005-27,1760219.0
2005-07-15,2005-28,3764789.0
2005-07-22,2005-29,3123631.0
2005-07-29,2005-30,466298.0
2005-08-05,2005-31,1409732.0
2005-08-12,2005-32,2824716.0
2005-08-19,2005-33,934598.0
2005-08-26,2005-34,2660283.0
2005-09-02,2005-35,3140899.0
2005-09-09,2005-36,5989671.0
2005-09-16,2005-37,3455886.0
2005-09-23,2005-38,4378030.0
2005-09-30,2005-39,4089167.0
2005-10-07,2005-40,-1204082.0
2005-10-14,2005-41,838079.0
2005-10-21,2005-42,1206129.0
2005-10-28,2005-43,296384.0
2005-11-04,2005-44,3995110.0
2005-11-11,2005-45,4610599.0
2005-11-18,2005-46,-18286.0
2005-11-25,2005-47,-5220117.0
2005-12-02,2005-48,-6159580.0
2005-12-09,2005-49,-4774268.0
2005-12-16,2005-50,-5934791.0
2005-12-23,2005-51,-7148058.0
2005-12-30,2005-52,-2178615.0
2006-01-06,2006-1,-1318639.0
2006-01-13,2006-2,-1432190.0
2006-01-20,2006-3,-4256404.0
2006-01-27,2006-4,-7365796.0
2006-02-03,2006-5,-10545792.0
