Tarih,TP_AB_N22,TP_AB_N22
2000-01-07,2000-1,
2000-01-14,2000-2,
2000-01-21,2000-3,
2000-01-28,2000-4,
2000-02-04,2000-5,
2000-02-11,2000-6,
2000-02-18,2000-7,
2000-02-25,2000-8,
2000-03-03,2000-9,
2000-03-10,2000-10,
2000-03-17,2000-11,
2000-03-24,2000-12,
2000-03-31,2000-13,
2000-04-07,2000-14,
2000-04-14,2000-15,
2000-04-21,2000-16,
2000-04-28,2000-17,
2000-05-05,2000-18,
2000-05-12,2000-19,
2000-05-19,2000-20,
2000-05-26,2000-21,
2000-06-02,2000-22,
2000-06-09,2000-23,
2000-06-16,2000-24,
2000-06-23,2000-25,
2000-06-30,2000-26,
2000-07-07,2000-27,
2000-07-14,2000-28,
2000-07-21,2000-29,
2000-07-28,2000-30,
2000-08-04,2000-31,
2000-08-11,2000-32,
2000-08-18,2000-33,
2000-08-25,2000-34,
2000-09-01,2000-35,
2000-09-08,2000-36,
2000-09-15,2000-37,
2000-09-22,2000-38,
2000-09-29,2000-39,
2000-10-06,2000-40,
2000-10-13,2000-41,
2000-10-20,2000-42,
2000-10-27,2000-43,
2000-11-03,2000-44,
2000-11-10,2000-45,
2000-11-17,2000-46,
2000-11-24,2000-47,
2000-12-01,2000-48,
2000-12-08,2000-49,
2000-12-15,2000-50,
2000-12-22,2000-51,
2000-12-29,2000-52,
2001-01-05,2001-1,
2001-01-12,2001-2,
2001-01-19,2001-3,
2001-01-26,2001-4,
2001-02-02,2001-5,
2001-02-09,2001-6,
2001-02-16,2001-7,
2001-02-23,2001-8,
2001-03-02,2001-9,
2001-03-09,2001-10,
2001-03-16,2001-11,
2001-03-23,2001-12,
2001-03-30,2001-13,
2001-04-06,2001-14,
2001-04-13,2001-15,
2001-04-20,2001-16,
2001-04-27,2001-17,
2001-05-04,2001-18,
2001-05-11,2001-19,
2001-05-18,2001-20,
2001-05-25,2001-21,
2001-06-01,2001-22,
2001-06-08,2001-23,
2001-06-15,2001-24,
2001-06-22,2001-25,
2001-06-29,2001-26,
2001-07-06,2001-27,
2001-07-13,2001-28,
2001-07-20,2001-29,
2001-07-27,2001-30,
2001-08-03,2001-31,
2001-08-10,2001-32,
2001-08-17,2001-33,
2001-08-24,2001-34,
2001-08-31,2001-35,
2001-09-07,2001-36,
2001-09-14,2001-37,
2001-09-21,2001-38,
2001-09-28,2001-39,
2001-10-05,2001-40,
2001-10-12,2001-41,
2001-10-19,2001-42,
2001-10-26,2001-43,
2001-11-02,2001-44,
2001-11-09,2001-45,
2001-11-16,2001-46,
2001-11-23,2001-47,
2001-11-30,2001-48,
2001-12-07,2001-49,
2001-12-14,2001-50,
2001-12-21,2001-51,
2001-12-28,2001-52,
2002-01-04,2002-1,-3165550.0
2002-01-11,2002-2,-2688837.0
2002-01-18,2002-3,-2715316.0
2002-01-25,2002-4,-3237854.0
2002-02-01,2002-5,-2865430.0
2002-02-08,2002-6,-5174554.0
2002-02-15,2002-7,-2945805.0
2002-02-22,2002-8,-2717086.0
2002-03-01,2002-9,-2413499.0
2002-03-08,2002-10,-2356282.0
2002-03-15,2002-11,-2403763.0
2002-03-22,2002-12,-3096389.0
2002-03-29,2002-13,-2862075.0
2002-04-05,2002-14,-2950097.0
2002-04-12,2002-15,-2682780.0
2002-04-19,2002-16,-4685631.0
2002-04-26,2002-17,-4827113.0
2002-05-03,2002-18,-5098365.0
2002-05-10,2002-19,-6107837.0
2002-05-17,2002-20,-4480591.0
2002-05-24,2002-21,-4472436.0
2002-05-31,2002-22,-4442802.0
2002-06-07,2002-23,-5498234.0
2002-06-14,2002-24,-3364281.0
2002-06-21,2002-25,-3110553.0
2002-06-28,2002-26,-3319058.0
2002-07-05,2002-27,-5174479.0
2002-07-12,2002-28,-4060654.0
2002-07-19,2002-29,-4062814.0
2002-07-26,2002-30,-4299849.0
2002-08-02,2002-31,-5658058.0
2002-08-09,2002-32,-5520628.0
2002-08-16,2002-33,-7823549.0
2002-08-23,2002-34,-7295777.0
2002-08-30,2002-35,-7439538.0
2002-09-06,2002-36,-7484998.0
2002-09-13,2002-37,-6943560.0
2002-09-20,2002-38,-6892634.0
2002-09-27,2002-39,-7074875.0
2002-10-04,2002-40,-7029626.0
2002-10-11,2002-41,-7092176.0
2002-10-18,2002-42,-8898724.0
2002-10-25,2002-43,-7670425.0
2002-11-01,2002-44,-7772497.0
2002-11-08,2002-45,-7162092.0
2002-11-15,2002-46,-5204624.0
2002-11-22,2002-47,-5359693.0
2002-11-29,2002-48,-5683936.0
2002-12-06,2002-49,-5615266.0
2002-12-13,2002-50,-4556326.0
2002-12-20,2002-51,-4734961.0
2002-12-27,2002-52,-5995590.0
2003-01-03,2003-1,-5625843.0
2003-01-10,2003-2,-3936263.0
2003-01-17,2003-3,-4368477.0
2003-01-24,2003-4,-5245900.0
2003-01-31,2003-5,-6472316.0
2003-02-07,2003-6,-4045242.0
2003-02-14,2003-7,-4008431.0
2003-02-21,2003-8,-3440440.0
2003-02-28,2003-9,-3417619.0
2003-03-07,2003-10,-3508237.0
2003-03-14,2003-11,-3852527.0
2003-03-21,2003-12,-3819203.0
2003-03-28,2003-13,-3905151.0
2003-04-04,2003-14,-3860032.0
2003-04-11,2003-15,-3814189.0
2003-04-18,2003-16,-3624652.0
2003-04-25,2003-17,-4739503.0
2003-05-02,2003-18,-4632122.0
2003-05-09,2003-19,-4563392.0
2003-05-16,2003-20,-4504117.0
2003-05-23,2003-21,-4493012.0
2003-05-30,2003-22,-4440357.0
2003-06-06,2003-23,-5012172.0
2003-06-13,2003-24,-4030343.0
2003-06-20,2003-25,-4112847.0
2003-06-27,2003-26,-4838390.0
2003-07-04,2003-27,-4729707.0
2003-07-11,2003-28,-3951061.0
2003-07-18,2003-29,-3366813.0
2003-07-25,2003-30,-3187708.0
2003-08-01,2003-31,-3197904.0
2003-08-08,2003-32,-3930828.0
2003-08-15,2003-33,-3931213.0
2003-08-22,2003-34,-5749406.0
2003-08-29,2003-35,-5782476.0
2003-09-05,2003-36,-5704415.0
2003-09-12,2003-37,-3819759.0
2003-09-19,2003-38,-3708409.0
2003-09-26,2003-39,-5540907.0
2003-10-03,2003-40,-5726360.0
2003-10-10,2003-41,-5707822.0
2003-10-17,2003-42,-5022333.0
2003-10-24,2003-43,-4478139.0
2003-10-31,2003-44,-4654714.0
2003-11-07,2003-45,-4690851.0
2003-11-14,2003-46,-4749785.0
2003-11-21,2003-47,-4819338.0
2003-11-28,2003-48,-4818494.0
2003-12-05,2003-49,-4799934.0
2003-12-12,2003-50,-5581127.0
2003-12-19,2003-51,-5485812.0
2003-12-26,2003-52,-7112378.0
2004-01-02,2004-1,-6440098.0
2004-01-09,2004-2,-5683473.0
2004-01-16,2004-3,-6543074.0
2004-01-23,2004-4,-6476708.0
2004-01-30,2004-5,-6498162.0
2004-02-06,2004-6,-6465423.0
2004-02-13,2004-7,-5013023.0
2004-02-20,2004-8,-4642797.0
2004-02-27,2004-9,-4686174.0
2004-03-05,2004-10,-4685738.0
2004-03-12,2004-11,-4729677.0
2004-03-19,2004-12,-4747223.0
2004-03-26,2004-13,-5499303.0
2004-04-02,2004-14,-5568306.0
2004-04-09,2004-15,-5771285.0
2004-04-16,2004-16,-5638992.0
2004-04-23,2004-17,-5471171.0
2004-04-30,2004-18,-5716873.0
2004-05-07,2004-19,-5840643.0
2004-05-14,2004-20,-5382783.0
2004-05-21,2004-21,-5085570.0
2004-05-28,2004-22,-5080139.0
2004-06-04,2004-23,-5172249.0
2004-06-11,2004-24,-5695887.0
2004-06-18,2004-25,-5749571.0
2004-06-25,2004-26,-5792542.0
2004-07-02,2004-27,-6919826.0
2004-07-09,2004-28,-7532169.0
2004-07-16,2004-29,-7517960.0
2004-07-23,2004-30,-5655205.0
2004-07-30,2004-31,-5565214.0
2004-08-06,2004-32,-6521926.0
2004-08-13,2004-33,-6456397.0
2004-08-20,2004-34,-6996219.0
2004-08-27,2004-35,-7223450.0
2004-09-03,2004-36,-7272604.0
2004-09-10,2004-37,-6630948.0
2004-09-17,2004-38,-6486842.0
2004-09-24,2004-39,-7418933.0
2004-10-01,2004-40,-7476947.0
2004-10-08,2004-41,-8946260.0
2004-10-15,2004-42,-9287865.0
2004-10-22,2004-43,-9321316.0
2004-10-29,2004-44,-9178645.0
2004-11-05,2004-45,-8180955.0
2004-11-12,2004-46,-7539714.0
2004-11-19,2004-47,-6449349.0
2004-11-26,2004-48,-7176221.0
2004-12-03,2004-49,-10390877.0
2004-12-10,2004-50,-10006997.0
2004-12-17,2004-51,-8179989.0
2004-12-24,2004-52,-6927467.0
2004-12-31,2004-53,-6099458.0
2005-01-07,2005-1,-6156639.0
2005-01-14,2005-2,-5886717.0
2005-01-21,2005-3,-5114756.0
2005-01-28,2005-4,-7752837.0
2005-02-04,2005-5,-7673534.0
2005-02-11,2005-6,-7730748.0
2005-02-18,2005-7,-11448305.0
2005-02-25,2005-8,-11035564.0
2005-03-04,2005-9,-11164201.0
2005-03-11,2005-10,-11483638.0
2005-03-18,2005-11,-10773991.0
2005-03-25,2005-12,-9217191.0
2005-04-01,2005-13,-9230669.0
2005-04-08,2005-14,-9238351.0
2005-04-15,2005-15,-6856703.0
2005-04-22,2005-16,-6818354.0
2005-04-29,2005-17,-7090418.0
2005-05-06,2005-18,-7006424.0
2005-05-13,2005-19,-7389187.0
2005-05-20,2005-20,-6861008.0
2005-05-27,2005-21,-7224189.0
2005-06-03,2005-22,-10083981.0
2005-06-10,2005-23,-11988290.0
2005-06-17,2005-24,-10087916.0
2005-06-24,2005-25,-10370507.0
2005-07-01,2005-26,-9898585.0
2005-07-08,2005-27,-11276235.0
2005-07-15,2005-28,-10811281.0
2005-07-22,2005-29,-8882752.0
2005-07-29,2005-30,-8869841.0
2005-08-05,2005-31,-9226713.0
2005-08-12,2005-32,-9362426.0
2005-08-19,2005-33,-9621375.0
2005-08-26,2005-34,-9672908.0
2005-09-02,2005-35,-9087425.0
2005-09-09,2005-36,-9920619.0
2005-09-16,2005-37,-9044594.0
2005-09-23,2005-38,-11606357.0
2005-09-30,2005-39,-11714344.0
2005-10-07,2005-40,-12187104.0
2005-10-14,2005-41,-12207874.0
2005-10-21,2005-42,-10938885.0
2005-10-28,2005-43,-10148695.0
2005-11-04,2005-44,-10113165.0
2005-11-11,2005-45,-7306861.0
2005-11-18,2005-46,-9119208.0
