Tarih,TP_AB_N16,TP_AB_N16
2000-01-07,2000-1,
2000-01-14,2000-2,
2000-01-21,2000-3,
2000-01-28,2000-4,
2000-02-04,2000-5,
2000-02-11,2000-6,
2000-02-18,2000-7,
2000-02-25,2000-8,
2000-03-03,2000-9,
2000-03-10,2000-10,
2000-03-17,2000-11,
2000-03-24,2000-12,
2000-03-31,2000-13,
2000-04-07,2000-14,
2000-04-14,2000-15,
2000-04-21,2000-16,
2000-04-28,2000-17,
2000-05-05,2000-18,
2000-05-12,2000-19,
2000-05-19,2000-20,
2000-05-26,2000-21,
2000-06-02,2000-22,
2000-06-09,2000-23,
2000-06-16,2000-24,
2000-06-23,2000-25,
2000-06-30,2000-26,
2000-07-07,2000-27,
2000-07-14,2000-28,
2000-07-21,2000-29,
2000-07-28,2000-30,
2000-08-04,2000-31,
2000-08-11,2000-32,
2000-08-18,2000-33,
2000-08-25,2000-34,
2000-09-01,2000-35,
2000-09-08,2000-36,
2000-09-15,2000-37,
2000-09-22,2000-38,
2000-09-29,2000-39,
2000-10-06,2000-40,
2000-10-13,2000-41,
2000-10-20,2000-42,
2000-10-27,2000-43,
2000-11-03,2000-44,
2000-11-10,2000-45,
2000-11-17,2000-46,
2000-11-24,2000-47,
2000-12-01,2000-48,
2000-12-08,2000-49,
2000-12-15,2000-50,
2000-12-22,2000-51,
2000-12-29,2000-52,
2001-01-05,2001-1,
2001-01-12,2001-2,
2001-01-19,2001-3,
2001-01-26,2001-4,
2001-02-02,2001-5,
2001-02-09,2001-6,
2001-02-16,2001-7,
2001-02-23,2001-8,
2001-03-02,2001-9,
2001-03-09,2001-10,
2001-03-16,2001-11,
2001-03-23,2001-12,
2001-03-30,2001-13,
2001-04-06,2001-14,
2001-04-13,2001-15,
2001-04-20,2001-16,
2001-04-27,2001-17,
2001-05-04,2001-18,
2001-05-11,2001-19,
2001-05-18,2001-20,
2001-05-25,2001-21,
2001-06-01,2001-22,
2001-06-08,2001-23,
2001-06-15,2001-24,
2001-06-22,2001-25,
2001-06-29,2001-26,
2001-07-06,2001-27,
2001-07-13,2001-28,
2001-07-20,2001-29,
2001-07-27,2001-30,
2001-08-03,2001-31,
2001-08-10,2001-32,
2001-08-17,2001-33,
2001-08-24,2001-34,
2001-08-31,2001-35,
2001-09-07,2001-36,
2001-09-14,2001-37,
2001-09-21,2001-38,
2001-09-28,2001-39,
2001-10-05,2001-40,
2001-10-12,2001-41,
2001-10-19,2001-42,
2001-10-26,2001-43,
2001-11-02,2001-44,
2001-11-09,2001-45,
2001-11-16,2001-46,
2001-11-23,2001-47,
2001-11-30,2001-48,
2001-12-07,2001-49,
2001-12-14,2001-50,
2001-12-21,2001-51,
2001-12-28,2001-52,
2002-01-04,2002-1,32702905.0
2002-01-11,2002-2,33868421.0
2002-01-18,2002-3,33645509.0
2002-01-25,2002-4,33369733.0
2002-02-01,2002-5,32968338.0
2002-02-08,2002-6,28224546.0
2002-02-15,2002-7,28347274.0
2002-02-22,2002-8,28509814.0
2002-03-01,2002-9,28586300.0
2002-03-08,2002-10,28486079.0
2002-03-15,2002-11,28419511.0
2002-03-22,2002-12,28389448.0
2002-03-29,2002-13,29862899.0
2002-04-05,2002-14,29761666.0
2002-04-12,2002-15,29622184.0
2002-04-19,2002-16,29744116.0
2002-04-26,2002-17,30086208.0
2002-05-03,2002-18,30115559.0
2002-05-10,2002-19,27770080.0
2002-05-17,2002-20,27604538.0
2002-05-24,2002-21,27740296.0
2002-05-31,2002-22,28104134.0
2002-06-07,2002-23,28170615.0
2002-06-14,2002-24,28807950.0
2002-06-21,2002-25,28841675.0
2002-06-28,2002-26,29273869.0
2002-07-05,2002-27,29297918.0
2002-07-12,2002-28,29142521.0
2002-07-19,2002-29,29264778.0
2002-07-26,2002-30,29425252.0
2002-08-02,2002-31,29493547.0
2002-08-09,2002-32,29042356.0
2002-08-16,2002-33,29244448.0
2002-08-23,2002-34,29144398.0
2002-08-30,2002-35,29578886.0
2002-09-06,2002-36,29622652.0
2002-09-13,2002-37,29300755.0
2002-09-20,2002-38,29384930.0
2002-09-27,2002-39,29312054.0
2002-10-04,2002-40,29689284.0
2002-10-11,2002-41,29756695.0
2002-10-18,2002-42,29799133.0
2002-10-25,2002-43,29952111.0
2002-11-01,2002-44,30884363.0
2002-11-08,2002-45,30651556.0
2002-11-15,2002-46,30636044.0
2002-11-22,2002-47,30415228.0
2002-11-29,2002-48,30711890.0
2002-12-06,2002-49,30584445.0
2002-12-13,2002-50,30088664.0
2002-12-20,2002-51,30628840.0
2002-12-27,2002-52,30734982.0
2003-01-03,2003-1,31274700.0
2003-01-10,2003-2,31337447.0
2003-01-17,2003-3,31316275.0
2003-01-24,2003-4,31418702.0
2003-01-31,2003-5,31439566.0
2003-02-07,2003-6,31289386.0
2003-02-14,2003-7,31260889.0
2003-02-21,2003-8,31363621.0
2003-02-28,2003-9,31603832.0
2003-03-07,2003-10,31628212.0
2003-03-14,2003-11,31753902.0
2003-03-21,2003-12,32127369.0
2003-03-28,2003-13,32242723.0
2003-04-04,2003-14,32402342.0
2003-04-11,2003-15,32319436.0
2003-04-18,2003-16,32163536.0
2003-04-25,2003-17,32131942.0
2003-05-02,2003-18,32747683.0
2003-05-09,2003-19,32519760.0
2003-05-16,2003-20,30219814.0
2003-05-23,2003-21,30041830.0
2003-05-30,2003-22,29185718.0
2003-06-06,2003-23,29188007.0
2003-06-13,2003-24,29073934.0
2003-06-20,2003-25,29127227.0
2003-06-27,2003-26,29135810.0
2003-07-04,2003-27,29190656.0
2003-07-11,2003-28,28554928.0
2003-07-18,2003-29,28361037.0
2003-07-25,2003-30,28655486.0
2003-08-01,2003-31,28062768.0
2003-08-08,2003-32,27941682.0
2003-08-15,2003-33,27853950.0
2003-08-22,2003-34,27780567.0
2003-08-29,2003-35,27702109.0
2003-09-05,2003-36,27580811.0
2003-09-12,2003-37,27274502.0
2003-09-19,2003-38,27289836.0
2003-09-26,2003-39,27391246.0
2003-10-03,2003-40,27584403.0
2003-10-10,2003-41,27564630.0
2003-10-17,2003-42,27571461.0
2003-10-24,2003-43,28093362.0
2003-10-31,2003-44,28753542.0
2003-11-07,2003-45,28529311.0
2003-11-14,2003-46,28546661.0
2003-11-21,2003-47,28230200.0
2003-11-28,2003-48,28363508.0
2003-12-05,2003-49,28319915.0
2003-12-12,2003-50,28050881.0
2003-12-19,2003-51,28085596.0
2003-12-26,2003-52,28049263.0
2004-01-02,2004-1,28036259.0
2004-01-09,2004-2,27851752.0
2004-01-16,2004-3,27553820.0
2004-01-23,2004-4,27525007.0
2004-01-30,2004-5,27591553.0
2004-02-06,2004-6,27328081.0
2004-02-13,2004-7,27375069.0
2004-02-20,2004-8,27011493.0
2004-02-27,2004-9,27028965.0
2004-03-05,2004-10,26482751.0
2004-03-12,2004-11,26453906.0
2004-03-19,2004-12,26533126.0
2004-03-26,2004-13,26514204.0
2004-04-02,2004-14,26596624.0
2004-04-09,2004-15,26698935.0
2004-04-16,2004-16,26600682.0
2004-04-23,2004-17,26699481.0
2004-04-30,2004-18,27193573.0
2004-05-07,2004-19,27067305.0
2004-05-14,2004-20,26474201.0
2004-05-21,2004-21,26133213.0
2004-05-28,2004-22,26037985.0
2004-06-04,2004-23,25555873.0
2004-06-11,2004-24,25404368.0
2004-06-18,2004-25,25441790.0
2004-06-25,2004-26,25437279.0
2004-07-02,2004-27,25408897.0
2004-07-09,2004-28,25317390.0
2004-07-16,2004-29,25050874.0
2004-07-23,2004-30,25166949.0
2004-07-30,2004-31,24848542.0
2004-08-06,2004-32,24608019.0
2004-08-13,2004-33,24601720.0
2004-08-20,2004-34,24268506.0
2004-08-27,2004-35,24358658.0
2004-09-03,2004-36,23938651.0
2004-09-10,2004-37,23739623.0
2004-09-17,2004-38,23776212.0
2004-09-24,2004-39,23850560.0
2004-10-01,2004-40,23920977.0
2004-10-08,2004-41,23896010.0
2004-10-15,2004-42,23719453.0
2004-10-22,2004-43,23796273.0
2004-10-29,2004-44,24027841.0
2004-11-05,2004-45,23774947.0
2004-11-12,2004-46,23793350.0
2004-11-19,2004-47,23434940.0
2004-11-26,2004-48,23431891.0
2004-12-03,2004-49,23485313.0
2004-12-10,2004-50,23313344.0
2004-12-17,2004-51,23299113.0
2004-12-24,2004-52,23243569.0
2004-12-31,2004-53,23239448.0
2005-01-07,2005-1,23129360.0
2005-01-14,2005-2,23050837.0
2005-01-21,2005-3,23014443.0
2005-01-28,2005-4,22998521.0
2005-02-04,2005-5,22806530.0
2005-02-11,2005-6,22652105.0
2005-02-18,2005-7,22263018.0
2005-02-25,2005-8,22248934.0
2005-03-04,2005-9,21868067.0
2005-03-11,2005-10,21889465.0
2005-03-18,2005-11,21988190.0
2005-03-25,2005-12,21989023.0
2005-04-01,2005-13,21894461.0
2005-04-08,2005-14,21870996.0
2005-04-15,2005-15,21743288.0
2005-04-22,2005-16,21799630.0
2005-04-29,2005-17,21893758.0
2005-05-06,2005-18,21651513.0
2005-05-13,2005-19,21266439.0
2005-05-20,2005-20,20815450.0
2005-05-27,2005-21,20816704.0
2005-06-03,2005-22,20126521.0
2005-06-10,2005-23,20137292.0
2005-06-17,2005-24,20149313.0
2005-06-24,2005-25,20158288.0
2005-07-01,2005-26,20319754.0
2005-07-08,2005-27,20319544.0
2005-07-15,2005-28,20100156.0
2005-07-22,2005-29,20108667.0
2005-07-29,2005-30,19785945.0
2005-08-05,2005-31,19602667.0
2005-08-12,2005-32,19600229.0
2005-08-19,2005-33,19651590.0
2005-08-26,2005-34,19631083.0
2005-09-02,2005-35,18940232.0
2005-09-09,2005-36,18934405.0
2005-09-16,2005-37,18857675.0
2005-09-23,2005-38,18901488.0
2005-09-30,2005-39,19178633.0
2005-10-07,2005-40,19178377.0
2005-10-14,2005-41,19187890.0
2005-10-21,2005-42,19231013.0
2005-10-28,2005-43,19238767.0
2005-11-04,2005-44,19397331.0
2005-11-11,2005-45,19403656.0
2005-11-18,2005-46,19491377.0
2005-11-25,2005-47,19509206.0
2005-12-02,2005-48,19442971.0
2005-12-09,2005-49,19437022.0
2005-12-16,2005-50,19325034.0
2005-12-23,2005-51,19341291.0
2005-12-30,2005-52,19429146.0
2006-01-06,2006-1,19411602.0
2006-01-13,2006-2,19405441.0
2006-01-20,2006-3,19411253.0
2006-01-27,2006-4,19422384.0
2006-02-03,2006-5,19329265.0
