Tarih,TP_AB_N13,TP_AB_N13
2000-01-07,2000-1,
2000-01-14,2000-2,
2000-01-21,2000-3,
2000-01-28,2000-4,
2000-02-04,2000-5,
2000-02-11,2000-6,
2000-02-18,2000-7,
2000-02-25,2000-8,
2000-03-03,2000-9,
2000-03-10,2000-10,
2000-03-17,2000-11,
2000-03-24,2000-12,
2000-03-31,2000-13,
2000-04-07,2000-14,
2000-04-14,2000-15,
2000-04-21,2000-16,
2000-04-28,2000-17,
2000-05-05,2000-18,
2000-05-12,2000-19,
2000-05-19,2000-20,
2000-05-26,2000-21,
2000-06-02,2000-22,
2000-06-09,2000-23,
2000-06-16,2000-24,
2000-06-23,2000-25,
2000-06-30,2000-26,
2000-07-07,2000-27,
2000-07-14,2000-28,
2000-07-21,2000-29,
2000-07-28,2000-30,
2000-08-04,2000-31,
2000-08-11,2000-32,
2000-08-18,2000-33,
2000-08-25,2000-34,
2000-09-01,2000-35,
2000-09-08,2000-36,
2000-09-15,2000-37,
2000-09-22,2000-38,
2000-09-29,2000-39,
2000-10-06,2000-40,
2000-10-13,2000-41,
2000-10-20,2000-42,
2000-10-27,2000-43,
2000-11-03,2000-44,
2000-11-10,2000-45,
2000-11-17,2000-46,
2000-11-24,2000-47,
2000-12-01,2000-48,
2000-12-08,2000-49,
2000-12-15,2000-50,
2000-12-22,2000-51,
2000-12-29,2000-52,
2001-01-05,2001-1,
2001-01-12,2001-2,
2001-01-19,2001-3,
2001-01-26,2001-4,
2001-02-02,2001-5,
2001-02-09,2001-6,
2001-02-16,2001-7,
2001-02-23,2001-8,
2001-03-02,2001-9,
2001-03-09,2001-10,
2001-03-16,2001-11,
2001-03-23,2001-12,
2001-03-30,2001-13,
2001-04-06,2001-14,
2001-04-13,2001-15,
2001-04-20,2001-16,
2001-04-27,2001-17,
2001-05-04,2001-18,
2001-05-11,2001-19,
2001-05-18,2001-20,
2001-05-25,2001-21,
2001-06-01,2001-22,
2001-06-08,2001-23,
2001-06-15,2001-24,
2001-06-22,2001-25,
2001-06-29,2001-26,
2001-07-06,2001-27,
2001-07-13,2001-28,
2001-07-20,2001-29,
2001-07-27,2001-30,
2001-08-03,2001-31,
2001-08-10,2001-32,
2001-08-17,2001-33,
2001-08-24,2001-34,
2001-08-31,2001-35,
2001-09-07,2001-36,
2001-09-14,2001-37,
2001-09-21,2001-38,
2001-09-28,2001-39,
2001-10-05,2001-40,
2001-10-12,2001-41,
2001-10-19,2001-42,
2001-10-26,2001-43,
2001-11-02,2001-44,
2001-11-09,2001-45,
2001-11-16,2001-46,
2001-11-23,2001-47,
2001-11-30,2001-48,
2001-12-07,2001-49,
2001-12-14,2001-50,
2001-12-21,2001-51,
2001-12-28,2001-52,
2002-01-04,2002-1,2014741.0
2002-01-11,2002-2,1952843.0
2002-01-18,2002-3,1920497.0
2002-01-25,2002-4,1895377.0
2002-02-01,2002-5,1833156.0
2002-02-08,2002-6,1865491.0
2002-02-15,2002-7,1880691.0
2002-02-22,2002-8,1921662.0
2002-03-01,2002-9,1948746.0
2002-03-08,2002-10,1916503.0
2002-03-15,2002-11,1897837.0
2002-03-22,2002-12,1884531.0
2002-03-29,2002-13,1873398.0
2002-04-05,2002-14,1848291.0
2002-04-12,2002-15,1814477.0
2002-04-19,2002-16,1826078.0
2002-04-26,2002-17,1898348.0
2002-05-03,2002-18,1917897.0
2002-05-10,2002-19,1933956.0
2002-05-17,2002-20,1962089.0
2002-05-24,2002-21,1985530.0
2002-05-31,2002-22,1989287.0
2002-06-07,2002-23,2021588.0
2002-06-14,2002-24,2174764.0
2002-06-21,2002-25,2157969.0
2002-06-28,2002-26,2259238.0
2002-07-05,2002-27,2277888.0
2002-07-12,2002-28,2320830.0
2002-07-19,2002-29,2325088.0
2002-07-26,2002-30,2368304.0
2002-08-02,2002-31,2339878.0
2002-08-09,2002-32,2262907.0
2002-08-16,2002-33,2292332.0
2002-08-23,2002-34,2267917.0
2002-08-30,2002-35,2271687.0
2002-09-06,2002-36,2262461.0
2002-09-13,2002-37,2311949.0
2002-09-20,2002-38,2320105.0
2002-09-27,2002-39,2303683.0
2002-10-04,2002-40,2281653.0
2002-10-11,2002-41,2293483.0
2002-10-18,2002-42,2298268.0
2002-10-25,2002-43,2327667.0
2002-11-01,2002-44,2329508.0
2002-11-08,2002-45,2281353.0
2002-11-15,2002-46,2258685.0
2002-11-22,2002-47,2202637.0
2002-11-29,2002-48,2162691.0
2002-12-06,2002-49,2137659.0
2002-12-13,2002-50,2180375.0
2002-12-20,2002-51,2275646.0
2002-12-27,2002-52,2291661.0
2003-01-03,2003-1,2314608.0
2003-01-10,2003-2,2344400.0
2003-01-17,2003-3,2324453.0
2003-01-24,2003-4,2327790.0
2003-01-31,2003-5,2279487.0
2003-02-07,2003-6,2261392.0
2003-02-14,2003-7,2258196.0
2003-02-21,2003-8,2258202.0
2003-02-28,2003-9,2226991.0
2003-03-07,2003-10,2225974.0
2003-03-14,2003-11,2254867.0
2003-03-21,2003-12,2360442.0
2003-03-28,2003-13,2369499.0
2003-04-04,2003-14,2321369.0
2003-04-11,2003-15,2294930.0
2003-04-18,2003-16,2227491.0
2003-04-25,2003-17,2212479.0
2003-05-02,2003-18,2155605.0
2003-05-09,2003-19,2103818.0
2003-05-16,2003-20,2060868.0
2003-05-23,2003-21,2046337.0
2003-05-30,2003-22,1996467.0
2003-06-06,2003-23,2000998.0
2003-06-13,2003-24,1966012.0
2003-06-20,2003-25,1977027.0
2003-06-27,2003-26,1987707.0
2003-07-04,2003-27,1939701.0
2003-07-11,2003-28,1955500.0
2003-07-18,2003-29,1921502.0
2003-07-25,2003-30,1979403.0
2003-08-01,2003-31,1947623.0
2003-08-08,2003-32,1937273.0
2003-08-15,2003-33,1924829.0
2003-08-22,2003-34,1919299.0
2003-08-29,2003-35,1932921.0
2003-09-05,2003-36,1907341.0
2003-09-12,2003-37,1904500.0
2003-09-19,2003-38,1888414.0
2003-09-26,2003-39,1883965.0
2003-10-03,2003-40,1931414.0
2003-10-10,2003-41,1901527.0
2003-10-17,2003-42,1942596.0
2003-10-24,2003-43,2025288.0
2003-10-31,2003-44,2058371.0
2003-11-07,2003-45,2056246.0
2003-11-14,2003-46,2036496.0
2003-11-21,2003-47,2030345.0
2003-11-28,2003-48,2023187.0
2003-12-05,2003-49,2001720.0
2003-12-12,2003-50,1985662.0
2003-12-19,2003-51,1965127.0
2003-12-26,2003-52,1952322.0
2004-01-02,2004-1,1927292.0
2004-01-09,2004-2,1883082.0
2004-01-16,2004-3,1848356.0
2004-01-23,2004-4,1829519.0
2004-01-30,2004-5,1844210.0
2004-02-06,2004-6,1808162.0
2004-02-13,2004-7,1799283.0
2004-02-20,2004-8,1807481.0
2004-02-27,2004-9,1811745.0
2004-03-05,2004-10,1811968.0
2004-03-12,2004-11,1804961.0
2004-03-19,2004-12,1809636.0
2004-03-26,2004-13,1804845.0
2004-04-02,2004-14,1789304.0
2004-04-09,2004-15,1828738.0
2004-04-16,2004-16,1866281.0
2004-04-23,2004-17,1892535.0
2004-04-30,2004-18,1972165.0
2004-05-07,2004-19,1981825.0
2004-05-14,2004-20,2111842.0
2004-05-21,2004-21,2123852.0
2004-05-28,2004-22,2069001.0
2004-06-04,2004-23,2080664.0
2004-06-11,2004-24,2042637.0
2004-06-18,2004-25,2039514.0
2004-06-25,2004-26,2033834.0
2004-07-02,2004-27,2012976.0
2004-07-09,2004-28,1974338.0
2004-07-16,2004-29,1961783.0
2004-07-23,2004-30,2002076.0
2004-07-30,2004-31,2015503.0
2004-08-06,2004-32,1988490.0
2004-08-13,2004-33,1972770.0
2004-08-20,2004-34,1984646.0
2004-08-27,2004-35,2041469.0
2004-09-03,2004-36,2040328.0
2004-09-10,2004-37,2023432.0
2004-09-17,2004-38,2032918.0
2004-09-24,2004-39,2030948.0
2004-10-01,2004-40,2038120.0
2004-10-08,2004-41,2034720.0
2004-10-15,2004-42,2015331.0
2004-10-22,2004-43,2008341.0
2004-10-29,2004-44,1998803.0
2004-11-05,2004-45,1984958.0
2004-11-12,2004-46,1975558.0
2004-11-19,2004-47,1957722.0
2004-11-26,2004-48,1934955.0
2004-12-03,2004-49,1922552.0
2004-12-10,2004-50,1936213.0
2004-12-17,2004-51,1906715.0
2004-12-24,2004-52,1874138.0
2004-12-31,2004-53,1829230.0
2005-01-07,2005-1,1911639.0
2005-01-14,2005-2,1843338.0
2005-01-21,2005-3,1824854.0
2005-01-28,2005-4,1821565.0
2005-02-04,2005-5,1769541.0
2005-02-11,2005-6,1791544.0
2005-02-18,2005-7,1754185.0
2005-02-25,2005-8,1734603.0
2005-03-04,2005-9,1711508.0
2005-03-11,2005-10,1716376.0
2005-03-18,2005-11,1773887.0
2005-03-25,2005-12,1813783.0
2005-04-01,2005-13,1815861.0
2005-04-08,2005-14,1801580.0
2005-04-15,2005-15,1821028.0
2005-04-22,2005-16,1828201.0
2005-04-29,2005-17,1852010.0
2005-05-06,2005-18,1805194.0
2005-05-13,2005-19,1827448.0
2005-05-20,2005-20,1851976.0
2005-05-27,2005-21,1861470.0
2005-06-03,2005-22,1819681.0
2005-06-10,2005-23,1836350.0
2005-06-17,2005-24,1842231.0
2005-06-24,2005-25,1828154.0
2005-07-01,2005-26,1810557.0
2005-07-08,2005-27,1839535.0
2005-07-15,2005-28,1803379.0
2005-07-22,2005-29,1792079.0
2005-07-29,2005-30,1806516.0
2005-08-05,2005-31,1750024.0
2005-08-12,2005-32,1762942.0
2005-08-19,2005-33,1819163.0
2005-08-26,2005-34,1824354.0
2005-09-02,2005-35,1788988.0
2005-09-09,2005-36,1782116.0
2005-09-16,2005-37,1789184.0
2005-09-23,2005-38,1784632.0
2005-09-30,2005-39,1797457.0
2005-10-07,2005-40,1814961.0
2005-10-14,2005-41,1828438.0
2005-10-21,2005-42,1825615.0
2005-10-28,2005-43,1809552.0
2005-11-04,2005-44,1809709.0
2005-11-11,2005-45,1829482.0
2005-11-18,2005-46,1822395.0
2005-11-25,2005-47,1821404.0
2005-12-02,2005-48,1825198.0
2005-12-09,2005-49,1825863.0
2005-12-16,2005-50,1812238.0
2005-12-23,2005-51,1819500.0
2005-12-30,2005-52,1815043.0
2006-01-06,2006-1,1803156.0
2006-01-13,2006-2,1801252.0
2006-01-20,2006-3,1803298.0
2006-01-27,2006-4,1785723.0
2006-02-03,2006-5,1797821.0
