Tarih,TP_AB_N27,TP_AB_N27
2000-01-07,2000-1,
2000-01-14,2000-2,
2000-01-21,2000-3,
2000-01-28,2000-4,
2000-02-04,2000-5,
2000-02-11,2000-6,
2000-02-18,2000-7,
2000-02-25,2000-8,
2000-03-03,2000-9,
2000-03-10,2000-10,
2000-03-17,2000-11,
2000-03-24,2000-12,
2000-03-31,2000-13,
2000-04-07,2000-14,
2000-04-14,2000-15,
2000-04-21,2000-16,
2000-04-28,2000-17,
2000-05-05,2000-18,
2000-05-12,2000-19,
2000-05-19,2000-20,
2000-05-26,2000-21,
2000-06-02,2000-22,
2000-06-09,2000-23,
2000-06-16,2000-24,
2000-06-23,2000-25,
2000-06-30,2000-26,
2000-07-07,2000-27,
2000-07-14,2000-28,
2000-07-21,2000-29,
2000-07-28,2000-30,
2000-08-04,2000-31,
2000-08-11,2000-32,
2000-08-18,2000-33,
2000-08-25,2000-34,
2000-09-01,2000-35,
2000-09-08,2000-36,
2000-09-15,2000-37,
2000-09-22,2000-38,
2000-09-29,2000-39,
2000-10-06,2000-40,
2000-10-13,2000-41,
2000-10-20,2000-42,
2000-10-27,2000-43,
2000-11-03,2000-44,
2000-11-10,2000-45,
2000-11-17,2000-46,
2000-11-24,2000-47,
2000-12-01,2000-48,
2000-12-08,2000-49,
2000-12-15,2000-50,
2000-12-22,2000-51,
2000-12-29,2000-52,
2001-01-05,2001-1,
2001-01-12,2001-2,
2001-01-19,2001-3,
2001-01-26,2001-4,
2001-02-02,2001-5,
2001-02-09,2001-6,
2001-02-16,2001-7,
2001-02-23,2001-8,
2001-03-02,2001-9,
2001-03-09,2001-10,
2001-03-16,2001-11,
2001-03-23,2001-12,
2001-03-30,2001-13,
2001-04-06,2001-14,
2001-04-13,2001-15,
2001-04-20,2001-16,
2001-04-27,2001-17,
2001-05-04,2001-18,
2001-05-11,2001-19,
2001-05-18,2001-20,
2001-05-25,2001-21,
2001-06-01,2001-22,
2001-06-08,2001-23,
2001-06-15,2001-24,
2001-06-22,2001-25,
2001-06-29,2001-26,
2001-07-06,2001-27,
2001-07-13,2001-28,
2001-07-20,2001-29,
2001-07-27,2001-30,
2001-08-03,2001-31,
2001-08-10,2001-32,
2001-08-17,2001-33,
2001-08-24,2001-34,
2001-08-31,2001-35,
2001-09-07,2001-36,
2001-09-14,2001-37,
2001-09-21,2001-38,
2001-09-28,2001-39,
2001-10-05,2001-40,
2001-10-12,2001-41,
2001-10-19,2001-42,
2001-10-26,2001-43,
2001-11-02,2001-44,
2001-11-09,2001-45,
2001-11-16,2001-46,
2001-11-23,2001-47,
2001-11-30,2001-48,
2001-12-07,2001-49,
2001-12-14,2001-50,
2001-12-21,2001-51,
2001-12-28,2001-52,
2002-01-04,2002-1,-7981725.0
2002-01-11,2002-2,-9684649.0
2002-01-18,2002-3,-9355775.0
2002-01-25,2002-4,-9293658.0
2002-02-01,2002-5,-9251604.0
2002-02-08,2002-6,-9308402.0
2002-02-15,2002-7,-8990269.0
2002-02-22,2002-8,-8983156.0
2002-03-01,2002-9,-8914102.0
2002-03-08,2002-10,-8803021.0
2002-03-15,2002-11,-8708729.0
2002-03-22,2002-12,-8627368.0
2002-03-29,2002-13,-9941364.0
2002-04-05,2002-14,-9831986.0
2002-04-12,2002-15,-9761192.0
2002-04-19,2002-16,-9744282.0
2002-04-26,2002-17,-9627391.0
2002-05-03,2002-18,-9357752.0
2002-05-10,2002-19,-6755876.0
2002-05-17,2002-20,-6343594.0
2002-05-24,2002-21,-6203738.0
2002-05-31,2002-22,-5694928.0
2002-06-07,2002-23,-5562307.0
2002-06-14,2002-24,-5469721.0
2002-06-21,2002-25,-5320439.0
2002-06-28,2002-26,-5174944.0
2002-07-05,2002-27,-4968267.0
2002-07-12,2002-28,-5030727.0
2002-07-19,2002-29,-4925101.0
2002-07-26,2002-30,-4826712.0
2002-08-02,2002-31,-4908899.0
2002-08-09,2002-32,-4672212.0
2002-08-16,2002-33,-4579594.0
2002-08-23,2002-34,-4479206.0
2002-08-30,2002-35,-4871983.0
2002-09-06,2002-36,-4748105.0
2002-09-13,2002-37,-4904675.0
2002-09-20,2002-38,-4821860.0
2002-09-27,2002-39,-4763079.0
2002-10-04,2002-40,-5032943.0
2002-10-11,2002-41,-4975788.0
2002-10-18,2002-42,-4922764.0
2002-10-25,2002-43,-4878576.0
2002-11-01,2002-44,-5567639.0
2002-11-08,2002-45,-5480254.0
2002-11-15,2002-46,-5426823.0
2002-11-22,2002-47,-5102453.0
2002-11-29,2002-48,-5477227.0
2002-12-06,2002-49,-6014659.0
2002-12-13,2002-50,-6151404.0
2002-12-20,2002-51,-6073840.0
2002-12-27,2002-52,-6722079.0
2003-01-03,2003-1,-6971509.0
2003-01-10,2003-2,-6749596.0
2003-01-17,2003-3,-6618015.0
2003-01-24,2003-4,-6491549.0
2003-01-31,2003-5,-6547071.0
2003-02-07,2003-6,-6343298.0
2003-02-14,2003-7,-6314060.0
2003-02-21,2003-8,-6324296.0
2003-02-28,2003-9,-6639643.0
2003-03-07,2003-10,-6486014.0
2003-03-14,2003-11,-6395716.0
2003-03-21,2003-12,-6278449.0
2003-03-28,2003-13,-6191459.0
2003-04-04,2003-14,-6415265.0
2003-04-11,2003-15,-6328342.0
2003-04-18,2003-16,-6252246.0
2003-04-25,2003-17,-6276995.0
2003-05-02,2003-18,-7048735.0
2003-05-09,2003-19,-6858277.0
2003-05-16,2003-20,-7697468.0
2003-05-23,2003-21,-7403414.0
2003-05-30,2003-22,-6735080.0
2003-06-06,2003-23,-6666576.0
2003-06-13,2003-24,-6595068.0
2003-06-20,2003-25,-6533658.0
2003-06-27,2003-26,-6473248.0
2003-07-04,2003-27,-6536752.0
2003-07-11,2003-28,-6602858.0
2003-07-18,2003-29,-6468745.0
2003-07-25,2003-30,-6323041.0
2003-08-01,2003-31,-5734401.0
2003-08-08,2003-32,-5515721.0
2003-08-15,2003-33,-5345061.0
2003-08-22,2003-34,-5270134.0
2003-08-29,2003-35,-5064862.0
2003-09-05,2003-36,-4954181.0
2003-09-12,2003-37,-5079822.0
2003-09-19,2003-38,-4969516.0
2003-09-26,2003-39,-4893025.0
2003-10-03,2003-40,-4510625.0
2003-10-10,2003-41,-4477241.0
2003-10-17,2003-42,-4431876.0
2003-10-24,2003-43,-4522612.0
2003-10-31,2003-44,-5009427.0
2003-11-07,2003-45,-4817929.0
2003-11-14,2003-46,-4760356.0
2003-11-21,2003-47,-4854205.0
2003-11-28,2003-48,-5026378.0
2003-12-05,2003-49,-4962950.0
2003-12-12,2003-50,-5178587.0
2003-12-19,2003-51,-5129164.0
2003-12-26,2003-52,-5069409.0
2004-01-02,2004-1,-4901070.0
2004-01-09,2004-2,-4828642.0
2004-01-16,2004-3,-4797145.0
2004-01-23,2004-4,-4729601.0
2004-01-30,2004-5,-4717950.0
2004-02-06,2004-6,-4668514.0
2004-02-13,2004-7,-4468203.0
2004-02-20,2004-8,-4538711.0
2004-02-27,2004-9,-4679555.0
2004-03-05,2004-10,-4596339.0
2004-03-12,2004-11,-4557467.0
2004-03-19,2004-12,-4510594.0
2004-03-26,2004-13,-4448500.0
2004-04-02,2004-14,-4336697.0
2004-04-09,2004-15,-4287328.0
2004-04-16,2004-16,-4249070.0
2004-04-23,2004-17,-4201590.0
2004-04-30,2004-18,-4298958.0
2004-05-07,2004-19,-4170036.0
2004-05-14,2004-20,-4188319.0
2004-05-21,2004-21,-4292222.0
2004-05-28,2004-22,-4247767.0
2004-06-04,2004-23,-4251715.0
2004-06-11,2004-24,-4209415.0
2004-06-18,2004-25,-4182641.0
2004-06-25,2004-26,-4130789.0
2004-07-02,2004-27,-3921384.0
2004-07-09,2004-28,-3905159.0
2004-07-16,2004-29,-4108562.0
2004-07-23,2004-30,-4038878.0
2004-07-30,2004-31,-3694165.0
2004-08-06,2004-32,-3616248.0
2004-08-13,2004-33,-3537133.0
2004-08-20,2004-34,-3703464.0
2004-08-27,2004-35,-3597600.0
2004-09-03,2004-36,-3718614.0
2004-09-10,2004-37,-3788619.0
2004-09-17,2004-38,-3739175.0
2004-09-24,2004-39,-3682402.0
2004-10-01,2004-40,-3513598.0
2004-10-08,2004-41,-3493342.0
2004-10-15,2004-42,-3490795.0
2004-10-22,2004-43,-3446575.0
2004-10-29,2004-44,-3739801.0
2004-11-05,2004-45,-3662147.0
2004-11-12,2004-46,-3657549.0
2004-11-19,2004-47,-3847297.0
2004-11-26,2004-48,-3831417.0
2004-12-03,2004-49,-4422123.0
2004-12-10,2004-50,-4474309.0
2004-12-17,2004-51,-4457853.0
2004-12-24,2004-52,-4420689.0
2004-12-31,2004-53,-4511285.0
2005-01-07,2005-1,-4067484.0
2005-01-14,2005-2,-4192729.0
2005-01-21,2005-3,-4140613.0
2005-01-28,2005-4,-4073382.0
2005-02-04,2005-5,-3906731.0
2005-02-11,2005-6,-3878121.0
2005-02-18,2005-7,-4136235.0
2005-02-25,2005-8,-4096814.0
2005-03-04,2005-9,-4015671.0
2005-03-11,2005-10,-3944784.0
2005-03-18,2005-11,-3923823.0
2005-03-25,2005-12,-3875491.0
2005-04-01,2005-13,-3546110.0
2005-04-08,2005-14,-3508085.0
2005-04-15,2005-15,-3505916.0
2005-04-22,2005-16,-3479210.0
2005-04-29,2005-17,-3737402.0
2005-05-06,2005-18,-3679283.0
2005-05-13,2005-19,-4152742.0
2005-05-20,2005-20,-4199360.0
2005-05-27,2005-21,-4178609.0
2005-06-03,2005-22,-4034124.0
2005-06-10,2005-23,-3999183.0
2005-06-17,2005-24,-3978235.0
2005-06-24,2005-25,-3959699.0
2005-07-01,2005-26,-4010922.0
2005-07-08,2005-27,-4020525.0
2005-07-15,2005-28,-4190454.0
2005-07-22,2005-29,-4112049.0
2005-07-29,2005-30,-3622771.0
2005-08-05,2005-31,-3539409.0
2005-08-12,2005-32,-3453273.0
2005-08-19,2005-33,-3446780.0
2005-08-26,2005-34,-3376141.0
2005-09-02,2005-35,-3119641.0
2005-09-09,2005-36,-3083634.0
2005-09-16,2005-37,-3172443.0
2005-09-23,2005-38,-3166415.0
2005-09-30,2005-39,-3436479.0
2005-10-07,2005-40,-3127707.0
2005-10-14,2005-41,-3112074.0
2005-10-21,2005-42,-3102621.0
2005-10-28,2005-43,-3128483.0
2005-11-04,2005-44,-3209798.0
2005-11-11,2005-45,-3183640.0
2005-11-18,2005-46,-3203385.0
