Tarih,TP_AB_N04,TP_AB_N04
2000-01-07,2000-1,
2000-01-14,2000-2,
2000-01-21,2000-3,
2000-01-28,2000-4,
2000-02-04,2000-5,
2000-02-11,2000-6,
2000-02-18,2000-7,
2000-02-25,2000-8,
2000-03-03,2000-9,
2000-03-10,2000-10,
2000-03-17,2000-11,
2000-03-24,2000-12,
2000-03-31,2000-13,
2000-04-07,2000-14,
2000-04-14,2000-15,
2000-04-21,2000-16,
2000-04-28,2000-17,
2000-05-05,2000-18,
2000-05-12,2000-19,
2000-05-19,2000-20,
2000-05-26,2000-21,
2000-06-02,2000-22,
2000-06-09,2000-23,
2000-06-16,2000-24,
2000-06-23,2000-25,
2000-06-30,2000-26,
2000-07-07,2000-27,
2000-07-14,2000-28,
2000-07-21,2000-29,
2000-07-28,2000-30,
2000-08-04,2000-31,
2000-08-11,2000-32,
2000-08-18,2000-33,
2000-08-25,2000-34,
2000-09-01,2000-35,
2000-09-08,2000-36,
2000-09-15,2000-37,
2000-09-22,2000-38,
2000-09-29,2000-39,
2000-10-06,2000-40,
2000-10-13,2000-41,
2000-10-20,2000-42,
2000-10-27,2000-43,
2000-11-03,2000-44,
2000-11-10,2000-45,
2000-11-17,2000-46,
2000-11-24,2000-47,
2000-12-01,2000-48,
2000-12-08,2000-49,
2000-12-15,2000-50,
2000-12-22,2000-51,
2000-12-29,2000-52,
2001-01-05,2001-1,
2001-01-12,2001-2,
2001-01-19,2001-3,
2001-01-26,2001-4,
2001-02-02,2001-5,
2001-02-09,2001-6,
2001-02-16,2001-7,
2001-02-23,2001-8,
2001-03-02,2001-9,
2001-03-09,2001-10,
2001-03-16,2001-11,
2001-03-23,2001-12,
2001-03-30,2001-13,
2001-04-06,2001-14,
2001-04-13,2001-15,
2001-04-20,2001-16,
2001-04-27,2001-17,
2001-05-04,2001-18,
2001-05-11,2001-19,
2001-05-18,2001-20,
2001-05-25,2001-21,
2001-06-01,2001-22,
2001-06-08,2001-23,
2001-06-15,2001-24,
2001-06-22,2001-25,
2001-06-29,2001-26,
2001-07-06,2001-27,
2001-07-13,2001-28,
2001-07-20,2001-29,
2001-07-27,2001-30,
2001-08-03,2001-31,
2001-08-10,2001-32,
2001-08-17,2001-33,
2001-08-24,2001-34,
2001-08-31,2001-35,
2001-09-07,2001-36,
2001-09-14,2001-37,
2001-09-21,2001-38,
2001-09-28,2001-39,
2001-10-05,2001-40,
2001-10-12,2001-41,
2001-10-19,2001-42,
2001-10-26,2001-43,
2001-11-02,2001-44,
2001-11-09,2001-45,
2001-11-16,2001-46,
2001-11-23,2001-47,
2001-11-30,2001-48,
2001-12-07,2001-49,
2001-12-14,2001-50,
2001-12-21,2001-51,
2001-12-28,2001-52,
2002-01-04,2002-1,827351.0
2002-01-11,2002-2,977003.0
2002-01-18,2002-3,831706.0
2002-01-25,2002-4,821741.0
2002-02-01,2002-5,861025.0
2002-02-08,2002-6,898067.0
2002-02-15,2002-7,1000717.0
2002-02-22,2002-8,860964.0
2002-03-01,2002-9,779578.0
2002-03-08,2002-10,874783.0
2002-03-15,2002-11,960432.0
2002-03-22,2002-12,866115.0
2002-03-29,2002-13,1038782.0
2002-04-05,2002-14,857591.0
2002-04-12,2002-15,842500.0
2002-04-19,2002-16,924733.0
2002-04-26,2002-17,912314.0
2002-05-03,2002-18,943052.0
2002-05-10,2002-19,958219.0
2002-05-17,2002-20,880435.0
2002-05-24,2002-21,1370205.0
2002-05-31,2002-22,1567605.0
2002-06-07,2002-23,1194808.0
2002-06-14,2002-24,1343276.0
2002-06-21,2002-25,1942101.0
2002-06-28,2002-26,1047912.0
2002-07-05,2002-27,1269156.0
2002-07-12,2002-28,1273651.0
2002-07-19,2002-29,1377036.0
2002-07-26,2002-30,1639675.0
2002-08-02,2002-31,1370015.0
2002-08-09,2002-32,1215687.0
2002-08-16,2002-33,1528371.0
2002-08-23,2002-34,1327533.0
2002-08-30,2002-35,1168543.0
2002-09-06,2002-36,1387727.0
2002-09-13,2002-37,1580614.0
2002-09-20,2002-38,1241809.0
2002-09-27,2002-39,1623724.0
2002-10-04,2002-40,1405351.0
2002-10-11,2002-41,2074062.0
2002-10-18,2002-42,1275929.0
2002-10-25,2002-43,1758082.0
2002-11-01,2002-44,1435388.0
2002-11-08,2002-45,1460224.0
2002-11-15,2002-46,1561224.0
2002-11-22,2002-47,1268393.0
2002-11-29,2002-48,2038246.0
2002-12-06,2002-49,1141551.0
2002-12-13,2002-50,1520091.0
2002-12-20,2002-51,2636364.0
2002-12-27,2002-52,1024244.0
2003-01-03,2003-1,1508115.0
2003-01-10,2003-2,1642664.0
2003-01-17,2003-3,1597287.0
2003-01-24,2003-4,1872283.0
2003-01-31,2003-5,1692990.0
2003-02-07,2003-6,1714664.0
2003-02-14,2003-7,1331206.0
2003-02-21,2003-8,1634485.0
2003-02-28,2003-9,1575581.0
2003-03-07,2003-10,1795123.0
2003-03-14,2003-11,1788579.0
2003-03-21,2003-12,1801605.0
2003-03-28,2003-13,1741305.0
2003-04-04,2003-14,1704351.0
2003-04-11,2003-15,1953418.0
2003-04-18,2003-16,1721338.0
2003-04-25,2003-17,1787909.0
2003-05-02,2003-18,1694058.0
2003-05-09,2003-19,1890944.0
2003-05-16,2003-20,1739220.0
2003-05-23,2003-21,1617791.0
2003-05-30,2003-22,1959078.0
2003-06-06,2003-23,1706372.0
2003-06-13,2003-24,1759213.0
2003-06-20,2003-25,1669974.0
2003-06-27,2003-26,1548255.0
2003-07-04,2003-27,1581117.0
2003-07-11,2003-28,2144258.0
2003-07-18,2003-29,2193412.0
2003-07-25,2003-30,1860598.0
2003-08-01,2003-31,2153804.0
2003-08-08,2003-32,2093368.0
2003-08-15,2003-33,2121140.0
2003-08-22,2003-34,2060311.0
2003-08-29,2003-35,1988839.0
2003-09-05,2003-36,2051367.0
2003-09-12,2003-37,2106669.0
2003-09-19,2003-38,2357193.0
2003-09-26,2003-39,1945660.0
2003-10-03,2003-40,2443554.0
2003-10-10,2003-41,2020018.0
2003-10-17,2003-42,2402627.0
2003-10-24,2003-43,2102909.0
2003-10-31,2003-44,2240274.0
2003-11-07,2003-45,2324526.0
2003-11-14,2003-46,2254718.0
2003-11-21,2003-47,2584572.0
2003-11-28,2003-48,2520787.0
2003-12-05,2003-49,2142915.0
2003-12-12,2003-50,2473002.0
2003-12-19,2003-51,2933408.0
2003-12-26,2003-52,2196733.0
2004-01-02,2004-1,2015672.0
2004-01-09,2004-2,2400780.0
2004-01-16,2004-3,2387175.0
2004-01-23,2004-4,2384387.0
2004-01-30,2004-5,2498049.0
2004-02-06,2004-6,2731058.0
2004-02-13,2004-7,2570876.0
2004-02-20,2004-8,2282029.0
2004-02-27,2004-9,2698774.0
2004-03-05,2004-10,2509772.0
2004-03-12,2004-11,2535673.0
2004-03-19,2004-12,2731739.0
2004-03-26,2004-13,2906108.0
2004-04-02,2004-14,2384415.0
2004-04-09,2004-15,2629761.0
2004-04-16,2004-16,2767009.0
2004-04-23,2004-17,3186792.0
2004-04-30,2004-18,2147780.0
2004-05-07,2004-19,2748248.0
2004-05-14,2004-20,2947397.0
2004-05-21,2004-21,3002169.0
2004-05-28,2004-22,2318128.0
2004-06-04,2004-23,2851133.0
2004-06-11,2004-24,3637098.0
2004-06-18,2004-25,2949571.0
2004-06-25,2004-26,2884214.0
2004-07-02,2004-27,2838038.0
2004-07-09,2004-28,2854226.0
2004-07-16,2004-29,2918004.0
2004-07-23,2004-30,3268421.0
2004-07-30,2004-31,2909276.0
2004-08-06,2004-32,2839264.0
2004-08-13,2004-33,2974470.0
2004-08-20,2004-34,3139193.0
2004-08-27,2004-35,3687527.0
2004-09-03,2004-36,2620424.0
2004-09-10,2004-37,3417641.0
2004-09-17,2004-38,2877614.0
2004-09-24,2004-39,3182238.0
2004-10-01,2004-40,2856904.0
2004-10-08,2004-41,2841717.0
2004-10-15,2004-42,3158191.0
2004-10-22,2004-43,3009720.0
2004-10-29,2004-44,3087468.0
2004-11-05,2004-45,3153341.0
2004-11-12,2004-46,2889474.0
2004-11-19,2004-47,3662716.0
2004-11-26,2004-48,3017414.0
2004-12-03,2004-49,2915642.0
2004-12-10,2004-50,3331025.0
2004-12-17,2004-51,3269179.0
2004-12-24,2004-52,3190856.0
2004-12-31,2004-53,3607973.0
2005-01-07,2005-1,3109383.0
2005-01-14,2005-2,3419625.0
2005-01-21,2005-3,3468300.0
2005-01-28,2005-4,3672539.0
2005-02-04,2005-5,3441861.0
2005-02-11,2005-6,4271838.0
2005-02-18,2005-7,2672644.0
2005-02-25,2005-8,3495639.0
2005-03-04,2005-9,2528105.0
2005-03-11,2005-10,4740363.0
2005-03-18,2005-11,2869486.0
2005-03-25,2005-12,3572353.0
2005-04-01,2005-13,3126818.0
2005-04-08,2005-14,3366012.0
2005-04-15,2005-15,4348481.0
2005-04-22,2005-16,4340949.0
2005-04-29,2005-17,3621158.0
2005-05-06,2005-18,3406200.0
2005-05-13,2005-19,3876405.0
2005-05-20,2005-20,3968744.0
2005-05-27,2005-21,3430126.0
2005-06-03,2005-22,3865403.0
2005-06-10,2005-23,3191164.0
2005-06-17,2005-24,5078077.0
2005-06-24,2005-25,2276040.0
2005-07-01,2005-26,3390256.0
2005-07-08,2005-27,4304662.0
2005-07-15,2005-28,4323355.0
2005-07-22,2005-29,4497383.0
2005-07-29,2005-30,4683788.0
2005-08-05,2005-31,3614385.0
2005-08-12,2005-32,4740048.0
2005-08-19,2005-33,3745765.0
2005-08-26,2005-34,4684436.0
2005-09-02,2005-35,4172014.0
2005-09-09,2005-36,5503458.0
2005-09-16,2005-37,3418570.0
2005-09-23,2005-38,4752403.0
2005-09-30,2005-39,4853983.0
2005-10-07,2005-40,4154671.0
2005-10-14,2005-41,5406058.0
2005-10-21,2005-42,6100304.0
2005-10-28,2005-43,4041596.0
2005-11-04,2005-44,3454120.0
2005-11-11,2005-45,6315195.0
2005-11-18,2005-46,6390159.0
2005-11-25,2005-47,4168394.0
2005-12-02,2005-48,4252406.0
2005-12-09,2005-49,4975674.0
2005-12-16,2005-50,5608971.0
2005-12-23,2005-51,4356935.0
2005-12-30,2005-52,12898867.0
2006-01-06,2006-1,8688583.0
2006-01-13,2006-2,8026496.0
2006-01-20,2006-3,10238547.0
2006-01-27,2006-4,11536502.0
2006-02-03,2006-5,8616987.0
2006-02-10,2006-6,10760969.0
