Tarih,TP_TRY_MT02,TP_TRY_MT02
2017-02-03,2017-5,10.75
2017-02-10,2017-6,10.86
2017-02-17,2017-7,11.0
2017-02-24,2017-8,11.09
2017-03-03,2017-9,10.73
2017-03-10,2017-10,10.94
2017-03-17,2017-11,11.09
2017-03-24,2017-12,11.3
2017-03-31,2017-13,11.49
2017-04-07,2017-14,11.49
2017-04-14,2017-15,11.64
2017-04-21,2017-16,11.83
2017-04-28,2017-17,12.07
2017-05-05,2017-18,12.12
2017-05-12,2017-19,12.45
2017-05-19,2017-20,12.73
2017-05-26,2017-21,12.57
2017-06-02,2017-22,12.81
2017-06-09,2017-23,12.56
2017-06-16,2017-24,12.94
2017-06-23,2017-25,13.23
2017-06-30,2017-26,13.07
2017-07-07,2017-27,13.06
2017-07-14,2017-28,12.91
2017-07-21,2017-29,12.7
2017-07-28,2017-30,12.91
2017-08-04,2017-31,12.73
2017-08-11,2017-32,12.79
2017-08-18,2017-33,12.89
2017-08-25,2017-34,12.83
2017-09-01,2017-35,12.56
2017-09-08,2017-36,12.67
2017-09-15,2017-37,12.76
2017-09-22,2017-38,12.89
2017-09-29,2017-39,13.08
2017-10-06,2017-40,13.1
2017-10-13,2017-41,12.74
2017-10-20,2017-42,12.8
2017-10-27,2017-43,12.86
2017-11-03,2017-44,13.02
2017-11-10,2017-45,12.98
2017-11-17,2017-46,13.0
2017-11-24,2017-47,13.04
2017-12-01,2017-48,13.04
2017-12-08,2017-49,13.28
2017-12-15,2017-50,13.42
2017-12-22,2017-51,13.62
2017-12-29,2017-52,13.85
2018-01-05,2018-1,13.44
2018-01-12,2018-2,13.55
2018-01-19,2018-3,13.4
2018-01-26,2018-4,13.34
2018-02-02,2018-5,13.58
2018-02-09,2018-6,13.53
2018-02-16,2018-7,13.44
2018-02-23,2018-8,13.43
2018-03-02,2018-9,13.24
2018-03-09,2018-10,13.48
2018-03-16,2018-11,13.65
2018-03-23,2018-12,13.54
2018-03-30,2018-13,13.72
2018-04-06,2018-14,13.54
2018-04-13,2018-15,13.49
2018-04-20,2018-16,13.86
2018-04-27,2018-17,13.45
2018-05-04,2018-18,13.77
2018-05-11,2018-19,13.82
2018-05-18,2018-20,13.92
2018-05-25,2018-21,14.17
2018-06-01,2018-22,14.49
2018-06-08,2018-23,15.33
2018-06-15,2018-24,16.4
2018-06-22,2018-25,16.93
2018-06-29,2018-26,17.35
2018-07-06,2018-27,16.99
2018-07-13,2018-28,17.4
2018-07-20,2018-29,17.37
2018-07-27,2018-30,17.91
2018-08-03,2018-31,17.62
2018-08-10,2018-32,18.02
2018-08-17,2018-33,18.74
2018-08-24,2018-34,17.47
2018-08-31,2018-35,19.5
2018-09-07,2018-36,20.64
2018-09-14,2018-37,23.33
2018-09-21,2018-38,27.2
2018-09-28,2018-39,25.4
2018-10-05,2018-40,25.26
2018-10-12,2018-41,25.22
2018-10-19,2018-42,25.2
2018-10-26,2018-43,25.58
2018-11-02,2018-44,24.47
2018-11-09,2018-45,24.39
2018-11-16,2018-46,23.86
2018-11-23,2018-47,23.92
2018-11-30,2018-48,23.99
2018-12-07,2018-49,23.14
2018-12-14,2018-50,23.08
2018-12-21,2018-51,23.08
2018-12-28,2018-52,23.59
2019-01-04,2019-1,22.85
2019-01-11,2019-2,22.38
2019-01-18,2019-3,21.66
2019-01-25,2019-4,21.45
2019-02-01,2019-5,21.16
2019-02-08,2019-6,21.13
2019-02-15,2019-7,20.64
2019-02-22,2019-8,20.68
2019-03-01,2019-9,20.48
2019-03-08,2019-10,20.62
2019-03-15,2019-11,20.63
2019-03-22,2019-12,20.45
2019-03-29,2019-13,20.5
2019-04-05,2019-14,20.78
2019-04-12,2019-15,20.5
2019-04-19,2019-16,21.97
2019-04-26,2019-17,21.93
2019-05-03,2019-18,22.32
2019-05-10,2019-19,22.9
2019-05-17,2019-20,22.87
2019-05-24,2019-21,23.1
2019-05-31,2019-22,23.28
2019-06-07,2019-23,22.42
2019-06-14,2019-24,23.86
2019-06-21,2019-25,23.27
2019-06-28,2019-26,23.55
2019-07-05,2019-27,23.33
2019-07-12,2019-28,22.6
2019-07-19,2019-29,22.26
2019-07-26,2019-30,20.85
2019-08-02,2019-31,19.26
2019-08-09,2019-32,18.7
2019-08-16,2019-33,17.86
2019-08-23,2019-34,17.97
2019-08-30,2019-35,17.41
2019-09-06,2019-36,17.31
2019-09-13,2019-37,16.69
2019-09-20,2019-38,14.91
2019-09-27,2019-39,14.78
2019-10-04,2019-40,14.19
2019-10-11,2019-41,13.97
2019-10-18,2019-42,14.04
2019-10-25,2019-43,13.59
2019-11-01,2019-44,12.74
2019-11-08,2019-45,12.38
2019-11-15,2019-46,12.24
2019-11-22,2019-47,12.22
2019-11-29,2019-48,11.75
2019-12-06,2019-49,11.73
2019-12-13,2019-50,11.47
2019-12-20,2019-51,10.76
2019-12-27,2019-52,10.53
2020-01-03,2020-1,10.46
2020-01-10,2020-2,10.33
2020-01-17,2020-3,10.33
2020-01-24,2020-4,9.95
2020-01-31,2020-5,9.93
2020-02-07,2020-6,9.8
2020-02-14,2020-7,9.92
2020-02-21,2020-8,9.87
2020-02-28,2020-9,9.92
2020-03-06,2020-10,10.09
2020-03-13,2020-11,10.02
2020-03-20,2020-12,10.0
2020-03-27,2020-13,10.23
2020-04-03,2020-14,10.29
2020-04-10,2020-15,10.17
2020-04-17,2020-16,10.23
2020-04-24,2020-17,9.54
2020-05-01,2020-18,8.82
2020-05-08,2020-19,8.44
2020-05-15,2020-20,8.2
2020-05-22,2020-21,8.03
2020-05-29,2020-22,8.04
2020-06-05,2020-23,8.15
2020-06-12,2020-24,8.06
2020-06-19,2020-25,8.19
2020-06-26,2020-26,8.08
2020-07-03,2020-27,8.07
2020-07-10,2020-28,8.18
2020-07-17,2020-29,8.17
2020-07-24,2020-30,8.21
2020-07-31,2020-31,8.16
2020-08-07,2020-32,8.7
2020-08-14,2020-33,10.06
2020-08-21,2020-34,10.93
2020-08-28,2020-35,11.44
2020-09-04,2020-36,11.76
2020-09-11,2020-37,11.58
2020-09-18,2020-38,11.93
2020-09-25,2020-39,11.85
2020-10-02,2020-40,12.25
2020-10-09,2020-41,12.18
2020-10-16,2020-42,12.09
2020-10-23,2020-43,12.42
2020-10-30,2020-44,12.5
2020-11-06,2020-45,13.3
2020-11-13,2020-46,13.19
2020-11-20,2020-47,14.09
2020-11-27,2020-48,15.47
2020-12-04,2020-49,15.38
2020-12-11,2020-50,16.12
2020-12-18,2020-51,15.98
2020-12-25,2020-52,16.73
2021-01-01,2021-1,18.18
2021-01-08,2021-2,17.54
2021-01-15,2021-3,17.15
2021-01-22,2021-4,17.19
2021-01-29,2021-5,17.57
2021-02-05,2021-6,17.49
2021-02-12,2021-7,17.4
2021-02-19,2021-8,17.18
2021-02-26,2021-9,17.08
2021-03-05,2021-10,17.32
2021-03-12,2021-11,17.39
2021-03-19,2021-12,17.43
2021-03-26,2021-13,18.51
2021-04-02,2021-14,19.08
2021-04-09,2021-15,18.86
2021-04-16,2021-16,18.73
2021-04-23,2021-17,18.65
2021-04-30,2021-18,18.88
2021-05-07,2021-19,18.84
2021-05-14,2021-20,18.74
2021-05-21,2021-21,18.68
2021-05-28,2021-22,18.89
2021-06-04,2021-23,18.93
2021-06-11,2021-24,18.78
2021-06-18,2021-25,18.78
2021-06-25,2021-26,18.91
2021-07-02,2021-27,18.94
2021-07-09,2021-28,18.93
2021-07-16,2021-29,18.94
2021-07-23,2021-30,18.08
2021-07-30,2021-31,19.11
2021-08-06,2021-32,18.9
2021-08-13,2021-33,18.95
2021-08-20,2021-34,18.89
2021-08-27,2021-35,18.9
2021-09-03,2021-36,19.01
2021-09-10,2021-37,19.07
2021-09-17,2021-38,19.1
2021-09-24,2021-39,18.96
2021-10-01,2021-40,18.47
2021-10-08,2021-41,18.18
2021-10-15,2021-42,18.2
2021-10-22,2021-43,17.89
2021-10-29,2021-44,16.27
2021-11-05,2021-45,16.36
2021-11-12,2021-46,16.32
2021-11-19,2021-47,16.29
2021-11-26,2021-48,15.84
2021-12-03,2021-49,15.99
2021-12-10,2021-50,16.3
2021-12-17,2021-51,16.41
2021-12-24,2021-52,17.73
2021-12-31,2021-53,20.77
2022-01-07,2022-1,19.82
2022-01-14,2022-2,19.41
2022-01-21,2022-3,19.0
2022-01-28,2022-4,18.84
2022-02-04,2022-5,18.8
2022-02-11,2022-6,18.42
2022-02-18,2022-7,17.99
2022-02-25,2022-8,17.23
2022-03-04,2022-9,17.17
2022-03-11,2022-10,17.17
2022-03-18,2022-11,17.14
2022-03-25,2022-12,17.06
2022-04-01,2022-13,17.33
2022-04-08,2022-14,16.97
2022-04-15,2022-15,17.09
2022-04-22,2022-16,16.98
2022-04-29,2022-17,17.05
2022-05-06,2022-18,16.93
2022-05-13,2022-19,17.07
2022-05-20,2022-20,16.83
2022-05-27,2022-21,17.13
2022-06-03,2022-22,17.59
2022-06-10,2022-23,17.78
2022-06-17,2022-24,18.55
2022-06-24,2022-25,18.98
2022-07-01,2022-26,19.27
2022-07-08,2022-27,19.94
2022-07-15,2022-28,19.43
2022-07-22,2022-29,20.33
2022-07-29,2022-30,19.99
2022-08-05,2022-31,20.02
2022-08-12,2022-32,19.53
2022-08-19,2022-33,18.95
2022-08-26,2022-34,18.32
2022-09-02,2022-35,18.34
2022-09-09,2022-36,19.11
2022-09-16,2022-37,19.2
2022-09-23,2022-38,18.93
2022-09-30,2022-39,18.33
2022-10-07,2022-40,18.73
2022-10-14,2022-41,19.23
2022-10-21,2022-42,19.11
2022-10-28,2022-43,19.81
2022-11-04,2022-44,20.88
2022-11-11,2022-45,21.53
2022-11-18,2022-46,20.69
2022-11-25,2022-47,21.42
2022-12-02,2022-48,21.92
2022-12-09,2022-49,22.5
2022-12-16,2022-50,22.99
2022-12-23,2022-51,23.24
2022-12-30,2022-52,24.17
2023-01-06,2023-1,24.03
2023-01-13,2023-2,24.02
2023-01-20,2023-3,24.57
2023-01-27,2023-4,25.31
2023-02-03,2023-5,26.55
2023-02-10,2023-6,26.88
2023-02-17,2023-7,26.64
2023-02-24,2023-8,26.95
2023-03-03,2023-9,27.68
2023-03-10,2023-10,27.83
2023-03-17,2023-11,27.64
2023-03-24,2023-12,28.1
2023-03-31,2023-13,29.23
2023-04-07,2023-14,28.96
2023-04-14,2023-15,28.0
2023-04-21,2023-16,27.68
2023-04-28,2023-17,28.73
2023-05-05,2023-18,29.05
2023-05-12,2023-19,30.47
2023-05-19,2023-20,32.45
2023-05-26,2023-21,33.88
2023-06-02,2023-22,37.39
2023-06-09,2023-23,39.42
2023-06-16,2023-24,40.72
2023-06-23,2023-25,41.98
2023-06-30,2023-26,38.45
2023-07-07,2023-27,37.83
2023-07-14,2023-28,34.99
2023-07-21,2023-29,30.36
2023-07-28,2023-30,29.32
2023-08-04,2023-31,27.77
2023-08-11,2023-32,29.06
2023-08-18,2023-33,30.06
2023-08-25,2023-34,30.76
2023-09-01,2023-35,37.59
2023-09-08,2023-36,40.87
2023-09-15,2023-37,41.87
2023-09-22,2023-38,42.74
2023-09-29,2023-39,45.21
2023-10-06,2023-40,45.49
2023-10-13,2023-41,44.62
2023-10-20,2023-42,43.74
2023-10-27,2023-43,41.72
2023-11-03,2023-44,44.49
2023-11-10,2023-45,45.85
2023-11-17,2023-46,46.25
2023-11-24,2023-47,46.07
2023-12-01,2023-48,49.33
2023-12-08,2023-49,50.49
2023-12-15,2023-50,52.17
2023-12-22,2023-51,52.6
2023-12-29,2023-52,52.5
2024-01-05,2024-1,51.29
2024-01-12,2024-2,51.05
2024-01-19,2024-3,49.98
2024-01-26,2024-4,49.61
2024-02-02,2024-5,50.99
2024-02-09,2024-6,50.93
2024-02-16,2024-7,52.03
2024-02-23,2024-8,51.89
2024-03-01,2024-9,53.25
2024-03-08,2024-10,53.63
2024-03-15,2024-11,55.66
2024-03-22,2024-12,59.52
2024-03-29,2024-13,64.3
2024-04-05,2024-14,67.48
2024-04-12,2024-15,65.85
2024-04-19,2024-16,68.88
2024-04-26,2024-17,68.06
2024-05-03,2024-18,68.03
2024-05-10,2024-19,68.18
2024-05-17,2024-20,63.71
2024-05-24,2024-21,61.77
2024-05-31,2024-22,61.0
2024-06-07,2024-23,60.95
2024-06-14,2024-24,60.28
2024-06-21,2024-25,58.38
2024-06-28,2024-26,59.17
2024-07-05,2024-27,59.45
2024-07-12,2024-28,59.56
2024-07-19,2024-29,59.27
2024-07-26,2024-30,59.25
2024-08-02,2024-31,59.09
2024-08-09,2024-32,58.48
2024-08-16,2024-33,59.23
2024-08-23,2024-34,59.06
2024-08-30,2024-35,59.36
2024-09-06,2024-36,59.27
2024-09-13,2024-37,60.18
2024-09-20,2024-38,59.84
2024-09-27,2024-39,59.5
2024-10-04,2024-40,59.76
2024-10-11,2024-41,59.19
2024-10-18,2024-42,59.64
2024-10-25,2024-43,59.47
2024-11-01,2024-44,58.98
2024-11-08,2024-45,59.01
2024-11-15,2024-46,58.97
2024-11-22,2024-47,59.3
2024-11-29,2024-48,59.18
2024-12-06,2024-49,59.54
2024-12-13,2024-50,59.24
2024-12-20,2024-51,59.45
2024-12-27,2024-52,59.16
2025-01-03,2025-1,56.88
2025-01-10,2025-2,55.64
2025-01-17,2025-3,55.0
2025-01-24,2025-4,53.58
2025-01-31,2025-5,52.5
2025-02-07,2025-6,52.5
2025-02-14,2025-7,52.11
2025-02-21,2025-8,51.76
2025-02-28,2025-9,52.03
2025-03-07,2025-10,51.45
2025-03-14,2025-11,49.91
2025-03-21,2025-12,49.98
2025-03-28,2025-13,53.59
2025-04-04,2025-14,53.75
2025-04-11,2025-15,54.6
2025-04-18,2025-16,55.68
2025-04-25,2025-17,56.58
2025-05-02,2025-18,57.9
2025-05-09,2025-19,58.3
2025-05-16,2025-20,59.24
2025-05-23,2025-21,59.21
2025-05-30,2025-22,59.32
2025-06-06,2025-23,59.6
2025-06-13,2025-24,58.64
2025-06-20,2025-25,58.59
2025-06-27,2025-26,57.8
2025-07-04,2025-27,57.86
2025-07-11,2025-28,57.03
2025-07-18,2025-29,56.66
2025-07-25,2025-30,54.97
2025-08-01,2025-31,52.56
2025-08-08,2025-32,52.32
2025-08-15,2025-33,51.55
2025-08-22,2025-34,51.68
2025-08-29,2025-35,51.64
2025-09-05,2025-36,51.0
2025-09-12,2025-37,50.89
2025-09-19,2025-38,49.49
2025-09-26,2025-39,50.24
2025-10-03,2025-40,49.95
2025-10-10,2025-41,49.82
