Tarih,TP_TRYTAS_MT05,TP_TRYTAS_MT05
2018-12-14,2018-50,21.6
2018-12-21,2018-51,21.07
2018-12-28,2018-52,21.52
2019-01-04,2019-1,20.53
2019-01-11,2019-2,20.35
2019-01-18,2019-3,19.33
2019-01-25,2019-4,18.52
2019-02-01,2019-5,17.28
2019-02-08,2019-6,18.12
2019-02-15,2019-7,17.79
2019-02-22,2019-8,18.23
2019-03-01,2019-9,18.7
2019-03-08,2019-10,17.78
2019-03-15,2019-11,18.02
2019-03-22,2019-12,17.91
2019-03-29,2019-13,18.01
2019-04-05,2019-14,17.0
2019-04-12,2019-15,17.94
2019-04-19,2019-16,18.69
2019-04-26,2019-17,19.14
2019-05-03,2019-18,19.29
2019-05-10,2019-19,19.23
2019-05-17,2019-20,19.53
2019-05-24,2019-21,23.19
2019-05-31,2019-22,18.2
2019-06-07,2019-23,19.15
2019-06-14,2019-24,20.66
2019-06-21,2019-25,20.2
2019-06-28,2019-26,18.79
2019-07-05,2019-27,18.38
2019-07-12,2019-28,18.29
2019-07-19,2019-29,17.78
2019-07-26,2019-30,16.61
2019-08-02,2019-31,14.96
2019-08-09,2019-32,14.05
2019-08-16,2019-33,13.04
2019-08-23,2019-34,13.39
2019-08-30,2019-35,12.83
2019-09-06,2019-36,13.07
2019-09-13,2019-37,13.44
2019-09-20,2019-38,12.64
2019-09-27,2019-39,12.65
2019-10-04,2019-40,12.07
2019-10-11,2019-41,11.73
2019-10-18,2019-42,12.54
2019-10-25,2019-43,11.39
2019-11-01,2019-44,10.63
2019-11-08,2019-45,10.41
2019-11-15,2019-46,10.24
2019-11-22,2019-47,10.25
2019-11-29,2019-48,10.19
2019-12-06,2019-49,9.88
2019-12-13,2019-50,10.84
2019-12-20,2019-51,9.35
2019-12-27,2019-52,9.49
2020-01-03,2020-1,9.88
2020-01-10,2020-2,9.4
2020-01-17,2020-3,9.3
2020-01-24,2020-4,8.46
2020-01-31,2020-5,8.55
2020-02-07,2020-6,9.54
2020-02-14,2020-7,8.6
2020-02-21,2020-8,8.69
2020-02-28,2020-9,8.41
2020-03-06,2020-10,9.06
2020-03-13,2020-11,8.78
2020-03-20,2020-12,8.94
2020-03-27,2020-13,8.73
2020-04-03,2020-14,8.95
2020-04-10,2020-15,8.9
2020-04-17,2020-16,8.79
2020-04-24,2020-17,8.76
2020-05-01,2020-18,8.37
2020-05-08,2020-19,7.12
2020-05-15,2020-20,7.05
2020-05-22,2020-21,7.02
2020-05-29,2020-22,8.44
2020-06-05,2020-23,6.81
2020-06-12,2020-24,7.01
2020-06-19,2020-25,6.87
2020-06-26,2020-26,7.26
2020-07-03,2020-27,6.76
2020-07-10,2020-28,7.12
2020-07-17,2020-29,6.92
2020-07-24,2020-30,7.13
2020-07-31,2020-31,7.22
2020-08-07,2020-32,7.54
2020-08-14,2020-33,9.12
2020-08-21,2020-34,9.3
2020-08-28,2020-35,9.73
2020-09-04,2020-36,9.85
2020-09-11,2020-37,10.29
2020-09-18,2020-38,10.78
2020-09-25,2020-39,10.63
2020-10-02,2020-40,11.24
2020-10-09,2020-41,12.02
2020-10-16,2020-42,11.35
2020-10-23,2020-43,11.8
2020-10-30,2020-44,11.93
2020-11-06,2020-45,12.11
2020-11-13,2020-46,12.43
2020-11-20,2020-47,13.44
2020-11-27,2020-48,14.95
2020-12-04,2020-49,15.29
2020-12-11,2020-50,16.48
2020-12-18,2020-51,15.3
2020-12-25,2020-52,16.21
2021-01-01,2021-1,17.47
2021-01-08,2021-2,16.27
2021-01-15,2021-3,15.93
2021-01-22,2021-4,15.83
2021-01-29,2021-5,16.48
2021-02-05,2021-6,16.44
2021-02-12,2021-7,16.24
2021-02-19,2021-8,16.69
2021-02-26,2021-9,15.86
2021-03-05,2021-10,16.71
2021-03-12,2021-11,16.83
2021-03-19,2021-12,16.66
2021-03-26,2021-13,18.16
2021-04-02,2021-14,18.52
2021-04-09,2021-15,17.42
2021-04-16,2021-16,17.29
2021-04-23,2021-17,17.47
2021-04-30,2021-18,16.44
2021-05-07,2021-19,17.38
2021-05-14,2021-20,17.21
2021-05-21,2021-21,17.04
2021-05-28,2021-22,17.81
2021-06-04,2021-23,18.24
2021-06-11,2021-24,17.49
2021-06-18,2021-25,17.16
2021-06-25,2021-26,18.14
2021-07-02,2021-27,17.52
2021-07-09,2021-28,16.46
2021-07-16,2021-29,16.74
2021-07-23,2021-30,14.91
2021-07-30,2021-31,16.69
2021-08-06,2021-32,16.14
2021-08-13,2021-33,16.18
2021-08-20,2021-34,16.1
2021-08-27,2021-35,16.06
2021-09-03,2021-36,15.82
2021-09-10,2021-37,15.84
2021-09-17,2021-38,16.53
2021-09-24,2021-39,16.22
2021-10-01,2021-40,15.28
2021-10-08,2021-41,15.41
2021-10-15,2021-42,14.88
2021-10-22,2021-43,14.74
2021-10-29,2021-44,14.17
2021-11-05,2021-45,13.25
2021-11-12,2021-46,13.07
2021-11-19,2021-47,12.74
2021-11-26,2021-48,13.66
2021-12-03,2021-49,15.52
2021-12-10,2021-50,13.31
2021-12-17,2021-51,14.07
2021-12-24,2021-52,16.48
2021-12-31,2021-53,16.57
2022-01-07,2022-1,16.56
2022-01-14,2022-2,16.37
2022-01-21,2022-3,16.63
2022-01-28,2022-4,18.3
2022-02-04,2022-5,16.85
2022-02-11,2022-6,16.7
2022-02-18,2022-7,16.38
2022-02-25,2022-8,15.87
2022-03-04,2022-9,15.93
2022-03-11,2022-10,15.24
2022-03-18,2022-11,16.73
2022-03-25,2022-12,15.74
2022-04-01,2022-13,16.79
2022-04-08,2022-14,16.16
2022-04-15,2022-15,16.04
2022-04-22,2022-16,16.11
2022-04-29,2022-17,15.99
2022-05-06,2022-18,15.6
2022-05-13,2022-19,15.06
2022-05-20,2022-20,15.16
2022-05-27,2022-21,15.39
2022-06-03,2022-22,15.56
2022-06-10,2022-23,15.99
2022-06-17,2022-24,16.61
2022-06-24,2022-25,16.67
2022-07-01,2022-26,16.47
2022-07-08,2022-27,16.71
2022-07-15,2022-28,16.06
2022-07-22,2022-29,16.64
2022-07-29,2022-30,16.73
2022-08-05,2022-31,16.54
2022-08-12,2022-32,16.61
2022-08-19,2022-33,16.18
2022-08-26,2022-34,15.53
2022-09-02,2022-35,15.32
2022-09-09,2022-36,15.48
2022-09-16,2022-37,15.61
2022-09-23,2022-38,15.39
2022-09-30,2022-39,14.95
2022-10-07,2022-40,14.85
2022-10-14,2022-41,14.9
2022-10-21,2022-42,14.5
2022-10-28,2022-43,13.62
2022-11-04,2022-44,13.79
2022-11-11,2022-45,13.61
2022-11-18,2022-46,13.65
2022-11-25,2022-47,13.77
2022-12-02,2022-48,12.35
2022-12-09,2022-49,12.64
2022-12-16,2022-50,12.85
2022-12-23,2022-51,12.69
2022-12-30,2022-52,12.73
2023-01-06,2023-1,12.95
2023-01-13,2023-2,12.38
2023-01-20,2023-3,12.1
2023-01-27,2023-4,11.87
2023-02-03,2023-5,14.32
2023-02-10,2023-6,11.66
2023-02-17,2023-7,12.84
2023-02-24,2023-8,12.03
2023-03-03,2023-9,11.3
2023-03-10,2023-10,11.25
2023-03-17,2023-11,11.67
2023-03-24,2023-12,11.63
2023-03-31,2023-13,11.77
2023-04-07,2023-14,11.98
2023-04-14,2023-15,11.73
2023-04-21,2023-16,11.22
2023-04-28,2023-17,11.04
2023-05-05,2023-18,11.66
2023-05-12,2023-19,11.34
2023-05-19,2023-20,11.86
2023-05-26,2023-21,13.89
2023-06-02,2023-22,15.19
2023-06-09,2023-23,13.91
2023-06-16,2023-24,17.77
2023-06-23,2023-25,14.93
2023-06-30,2023-26,19.9
2023-07-07,2023-27,20.77
2023-07-14,2023-28,18.57
2023-07-21,2023-29,17.64
2023-07-28,2023-30,19.18
2023-08-04,2023-31,18.94
2023-08-11,2023-32,18.77
2023-08-18,2023-33,19.24
2023-08-25,2023-34,20.02
2023-09-01,2023-35,25.4
2023-09-08,2023-36,25.81
2023-09-15,2023-37,26.33
2023-09-22,2023-38,26.91
2023-09-29,2023-39,30.26
2023-10-06,2023-40,30.5
2023-10-13,2023-41,30.45
2023-10-20,2023-42,31.26
2023-10-27,2023-43,31.0
2023-11-03,2023-44,35.76
2023-11-10,2023-45,35.08
2023-11-17,2023-46,35.49
2023-11-24,2023-47,36.32
2023-12-01,2023-48,39.97
2023-12-08,2023-49,38.32
2023-12-15,2023-50,37.41
2023-12-22,2023-51,39.73
2023-12-29,2023-52,37.74
2024-01-05,2024-1,38.82
2024-01-12,2024-2,37.9
2024-01-19,2024-3,38.1
2024-01-26,2024-4,38.99
2024-02-02,2024-5,38.79
2024-02-09,2024-6,40.46
2024-02-16,2024-7,41.25
2024-02-23,2024-8,40.22
2024-03-01,2024-9,41.17
2024-03-08,2024-10,40.6
2024-03-15,2024-11,40.31
2024-03-22,2024-12,37.64
2024-03-29,2024-13,45.42
2024-04-05,2024-14,46.43
2024-04-12,2024-15,44.1
2024-04-19,2024-16,45.57
2024-04-26,2024-17,45.57
2024-05-03,2024-18,42.74
2024-05-10,2024-19,46.04
2024-05-17,2024-20,43.93
2024-05-24,2024-21,43.3
2024-05-31,2024-22,39.58
2024-06-07,2024-23,44.67
2024-06-14,2024-24,44.34
2024-06-21,2024-25,42.32
2024-06-28,2024-26,44.0
2024-07-05,2024-27,41.27
2024-07-12,2024-28,40.82
2024-07-19,2024-29,40.7
2024-07-26,2024-30,38.61
2024-08-02,2024-31,43.74
2024-08-09,2024-32,38.88
2024-08-16,2024-33,36.91
2024-08-23,2024-34,44.16
2024-08-30,2024-35,39.06
2024-09-06,2024-36,35.44
2024-09-13,2024-37,35.68
2024-09-20,2024-38,38.49
2024-09-27,2024-39,36.85
2024-10-04,2024-40,45.48
2024-10-11,2024-41,35.35
2024-10-18,2024-42,35.23
2024-10-25,2024-43,41.96
2024-11-01,2024-44,35.73
2024-11-08,2024-45,35.86
2024-11-15,2024-46,36.5
2024-11-22,2024-47,38.06
2024-11-29,2024-48,36.38
2024-12-06,2024-49,38.76
2024-12-13,2024-50,38.65
2024-12-20,2024-51,39.51
2024-12-27,2024-52,31.51
2025-01-03,2025-1,42.91
2025-01-10,2025-2,33.09
2025-01-17,2025-3,32.61
2025-01-24,2025-4,33.83
2025-01-31,2025-5,35.72
2025-02-07,2025-6,32.73
2025-02-14,2025-7,32.4
2025-02-21,2025-8,33.05
2025-02-28,2025-9,31.81
2025-03-07,2025-10,32.61
2025-03-14,2025-11,36.79
2025-03-21,2025-12,33.15
2025-03-28,2025-13,33.88
2025-04-04,2025-14,42.16
2025-04-11,2025-15,28.96
2025-04-18,2025-16,42.64
2025-04-25,2025-17,29.88
2025-05-02,2025-18,36.6
2025-05-09,2025-19,33.06
2025-05-16,2025-20,35.15
2025-05-23,2025-21,32.04
2025-05-30,2025-22,31.35
2025-06-06,2025-23,28.52
2025-06-13,2025-24,35.62
2025-06-20,2025-25,36.41
2025-06-27,2025-26,28.57
2025-07-04,2025-27,33.83
2025-07-11,2025-28,26.33
2025-07-18,2025-29,23.76
2025-07-25,2025-30,30.33
2025-08-01,2025-31,26.77
2025-08-08,2025-32,31.5
2025-08-15,2025-33,27.78
2025-08-22,2025-34,36.24
2025-08-29,2025-35,24.05
2025-09-05,2025-36,23.49
2025-09-12,2025-37,26.92
2025-09-19,2025-38,22.06
2025-09-26,2025-39,24.84
2025-10-03,2025-40,28.52
2025-10-10,2025-41,24.77
