Tarih,TP_IYABGS4S_S15_B
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,77.68921
2007-02-01,
2007-03-01,
2007-04-01,70.36718
2007-05-01,
2007-06-01,
2007-07-01,80.76233
2007-08-01,
2007-09-01,
2007-10-01,72.26222
2007-11-01,
2007-12-01,
2008-01-01,71.81183
2008-02-01,
2008-03-01,
2008-04-01,73.34285
2008-05-01,
2008-06-01,
2008-07-01,73.78716
2008-08-01,
2008-09-01,
2008-10-01,73.15377
2008-11-01,
2008-12-01,
2009-01-01,73.36033
2009-02-01,
2009-03-01,
2009-04-01,71.88327
2009-05-01,
2009-06-01,
2009-07-01,83.38845
2009-08-01,
2009-09-01,
2009-10-01,85.88218
2009-11-01,
2009-12-01,
2010-01-01,87.11758
2010-02-01,
2010-03-01,
2010-04-01,83.87599
2010-05-01,
2010-06-01,
2010-07-01,83.25333
2010-08-01,
2010-09-01,
2010-10-01,88.05565
2010-11-01,
2010-12-01,
2011-01-01,88.46706
2011-02-01,
2011-03-01,
2011-04-01,78.31599
2011-05-01,
2011-06-01,
2011-07-01,83.76576
2011-08-01,
2011-09-01,
2011-10-01,81.61762
2011-11-01,
2011-12-01,
2012-01-01,82.78141
2012-02-01,
2012-03-01,
2012-04-01,84.95601
2012-05-01,
2012-06-01,
2012-07-01,80.09018
2012-08-01,
2012-09-01,
2012-10-01,84.97391
2012-11-01,
2012-12-01,
2013-01-01,87.55391
2013-02-01,
2013-03-01,
2013-04-01,88.61134
2013-05-01,
2013-06-01,
2013-07-01,87.10584
2013-08-01,
2013-09-01,
2013-10-01,85.0214
2013-11-01,
2013-12-01,
2014-01-01,86.08617
2014-02-01,
2014-03-01,
2014-04-01,85.80992
2014-05-01,
2014-06-01,
2014-07-01,84.5546
2014-08-01,
2014-09-01,
2014-10-01,85.69585
2014-11-01,
2014-12-01,
2015-01-01,80.80565
2015-02-01,
2015-03-01,
2015-04-01,79.17102
2015-05-01,
2015-06-01,
2015-07-01,69.30907
2015-08-01,
2015-09-01,
2015-10-01,81.61485
2015-11-01,
2015-12-01,
2016-01-01,67.78513
2016-02-01,
2016-03-01,
2016-04-01,82.12374
2016-05-01,
2016-06-01,
2016-07-01,81.80925
2016-08-01,
2016-09-01,
2016-10-01,79.95815
2016-11-01,
2016-12-01,
2017-01-01,81.51299
2017-02-01,
2017-03-01,
2017-04-01,89.84063
2017-05-01,
2017-06-01,
2017-07-01,87.67256
2017-08-01,
2017-09-01,
2017-10-01,83.51729
2017-11-01,
2017-12-01,
2018-01-01,90.4982
2018-02-01,
2018-03-01,
2018-04-01,83.99601
2018-05-01,
2018-06-01,
2018-07-01,86.23525
2018-08-01,
2018-09-01,
2018-10-01,75.82601
2018-11-01,
2018-12-01,
2019-01-01,80.47622
2019-02-01,
2019-03-01,
2019-04-01,88.48952
2019-05-01,
2019-06-01,
2019-07-01,88.09796
2019-08-01,
2019-09-01,
2019-10-01,84.93697
2019-11-01,
2019-12-01,
2020-01-01,88.28172
2020-02-01,
2020-03-01,
2020-04-01,83.82554
2020-05-01,
2020-06-01,
2020-07-01,88.63447
2020-08-01,
2020-09-01,
2020-10-01,87.09601
2020-11-01,
2020-12-01,
2021-01-01,90.41261
2021-02-01,
2021-03-01,
2021-04-01,76.87615
2021-05-01,
2021-06-01,
2021-07-01,84.59746
2021-08-01,
2021-09-01,
2021-10-01,81.46007
2021-11-01,
2021-12-01,
2022-01-01,75.39876
2022-02-01,
2022-03-01,
2022-04-01,84.15498
2022-05-01,
2022-06-01,
2022-07-01,84.77191
2022-08-01,
2022-09-01,
2022-10-01,84.31563
2022-11-01,
2022-12-01,
2023-01-01,83.25072
2023-02-01,
2023-03-01,
2023-04-01,83.50682
2023-05-01,
2023-06-01,
2023-07-01,79.1559
2023-08-01,
2023-09-01,
2023-10-01,86.86463
2023-11-01,
2023-12-01,
2024-01-01,88.45004
2024-02-01,
2024-03-01,
2024-04-01,81.87955
2024-05-01,
2024-06-01,
2024-07-01,82.37851
2024-08-01,
2024-09-01,
2024-10-01,81.39584
2024-11-01,
2024-12-01,
2025-01-01,81.90011
2025-02-01,
2025-03-01,
2025-04-01,85.15914
2025-05-01,
2025-06-01,
2025-07-01,87.42871
