Tarih,TP_IYABGS4S_S02_X
2015-06-01,380.0
2015-07-01,375.0
2015-08-01,371.0
2015-09-01,379.0
2015-10-01,378.0
2015-11-01,377.0
2015-12-01,378.0
2016-01-01,368.0
2016-02-01,370.0
2016-03-01,376.0
2016-04-01,390.0
2016-05-01,383.0
2016-06-01,386.0
2016-07-01,388.0
2016-08-01,391.0
2016-09-01,390.0
2016-10-01,383.0
2016-11-01,388.0
2016-12-01,383.0
2017-01-01,387.0
2017-02-01,390.0
2017-03-01,383.0
2017-04-01,391.0
2017-05-01,391.0
2017-06-01,389.0
2017-07-01,389.0
2017-08-01,382.0
2017-09-01,386.0
2017-10-01,386.0
2017-11-01,390.0
2017-12-01,388.0
2018-01-01,389.0
2018-02-01,381.0
2018-03-01,401.0
2018-04-01,392.0
2018-05-01,415.0
2018-06-01,407.0
2018-07-01,406.0
2018-08-01,413.0
2018-09-01,410.0
2018-10-01,413.0
2018-11-01,416.0
2018-12-01,419.0
2019-01-01,411.0
2019-02-01,411.0
2019-03-01,411.0
2019-04-01,409.0
2019-05-01,405.0
2019-06-01,410.0
2019-07-01,407.0
2019-08-01,407.0
2019-09-01,418.0
2019-10-01,415.0
2019-11-01,418.0
2019-12-01,414.0
2020-01-01,407.0
2020-02-01,417.0
2020-03-01,419.0
2020-04-01,398.0
2020-05-01,402.0
2020-06-01,413.0
2020-07-01,406.0
2020-08-01,414.0
2020-09-01,402.0
2020-10-01,405.0
2020-11-01,402.0
2020-12-01,410.0
2021-01-01,406.0
2021-02-01,419.0
2021-03-01,417.0
2021-04-01,408.0
2021-05-01,419.0
2021-06-01,418.0
2021-07-01,413.0
2021-08-01,418.0
2021-09-01,424.0
2021-10-01,421.0
2021-11-01,418.0
2021-12-01,421.0
2022-01-01,415.0
2022-02-01,413.0
2022-03-01,420.0
2022-04-01,417.0
2022-05-01,446.0
2022-06-01,452.0
2022-07-01,444.0
2022-08-01,443.0
2022-09-01,445.0
2022-10-01,441.0
2022-11-01,444.0
2022-12-01,441.0
2023-01-01,443.0
2023-02-01,416.0
2023-03-01,429.0
2023-04-01,433.0
2023-05-01,480.0
2023-06-01,475.0
2023-07-01,477.0
2023-08-01,469.0
2023-09-01,476.0
2023-10-01,462.0
2023-11-01,473.0
2023-12-01,472.0
2024-01-01,477.0
2024-02-01,471.0
2024-03-01,478.0
2024-04-01,478.0
2024-05-01,491.0
2024-06-01,488.0
2024-07-01,491.0
2024-08-01,492.0
2024-09-01,500.0
2024-10-01,507.0
2024-11-01,502.0
2024-12-01,502.0
2025-01-01,497.0
2025-02-01,497.0
2025-03-01,492.0
2025-04-01,495.0
2025-05-01,505.0
2025-06-01,511.0
2025-07-01,513.0
2025-08-01,515.0
2025-09-01,507.0
