Tarih,TP_IYABGS4S_S08_B
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,18.54156
2007-02-01,
2007-03-01,
2007-04-01,16.08757
2007-05-01,
2007-06-01,
2007-07-01,17.64078
2007-08-01,
2007-09-01,
2007-10-01,17.52786
2007-11-01,
2007-12-01,
2008-01-01,17.04607
2008-02-01,
2008-03-01,
2008-04-01,14.42284
2008-05-01,
2008-06-01,
2008-07-01,22.32532
2008-08-01,
2008-09-01,
2008-10-01,26.26396
2008-11-01,
2008-12-01,
2009-01-01,35.56721
2009-02-01,
2009-03-01,
2009-04-01,37.07042
2009-05-01,
2009-06-01,
2009-07-01,34.03982
2009-08-01,
2009-09-01,
2009-10-01,32.66009
2009-11-01,
2009-12-01,
2010-01-01,25.54419
2010-02-01,
2010-03-01,
2010-04-01,33.47137
2010-05-01,
2010-06-01,
2010-07-01,28.28098
2010-08-01,
2010-09-01,
2010-10-01,32.6618
2010-11-01,
2010-12-01,
2011-01-01,25.57637
2011-02-01,
2011-03-01,
2011-04-01,24.94977
2011-05-01,
2011-06-01,
2011-07-01,26.43832
2011-08-01,
2011-09-01,
2011-10-01,28.04378
2011-11-01,
2011-12-01,
2012-01-01,30.28412
2012-02-01,
2012-03-01,
2012-04-01,28.91334
2012-05-01,
2012-06-01,
2012-07-01,20.30274
2012-08-01,
2012-09-01,
2012-10-01,26.73655
2012-11-01,
2012-12-01,
2013-01-01,28.52248
2013-02-01,
2013-03-01,
2013-04-01,28.31174
2013-05-01,
2013-06-01,
2013-07-01,26.28415
2013-08-01,
2013-09-01,
2013-10-01,25.60744
2013-11-01,
2013-12-01,
2014-01-01,28.05461
2014-02-01,
2014-03-01,
2014-04-01,28.1634
2014-05-01,
2014-06-01,
2014-07-01,26.89923
2014-08-01,
2014-09-01,
2014-10-01,31.10976
2014-11-01,
2014-12-01,
2015-01-01,30.21885
2015-02-01,
2015-03-01,
2015-04-01,22.88807
2015-05-01,
2015-06-01,
2015-07-01,24.63646
2015-08-01,
2015-09-01,
2015-10-01,24.69303
2015-11-01,
2015-12-01,
2016-01-01,25.27759
2016-02-01,
2016-03-01,
2016-04-01,24.53893
2016-05-01,
2016-06-01,
2016-07-01,18.39306
2016-08-01,
2016-09-01,
2016-10-01,20.47866
2016-11-01,
2016-12-01,
2017-01-01,23.49013
2017-02-01,
2017-03-01,
2017-04-01,20.03103
2017-05-01,
2017-06-01,
2017-07-01,14.38127
2017-08-01,
2017-09-01,
2017-10-01,16.38306
2017-11-01,
2017-12-01,
2018-01-01,17.93733
2018-02-01,
2018-03-01,
2018-04-01,16.47604
2018-05-01,
2018-06-01,
2018-07-01,16.32777
2018-08-01,
2018-09-01,
2018-10-01,22.53824
2018-11-01,
2018-12-01,
2019-01-01,25.85493
2019-02-01,
2019-03-01,
2019-04-01,18.6962
2019-05-01,
2019-06-01,
2019-07-01,21.98304
2019-08-01,
2019-09-01,
2019-10-01,24.66162
2019-11-01,
2019-12-01,
2020-01-01,24.58583
2020-02-01,
2020-03-01,
2020-04-01,28.65818
2020-05-01,
2020-06-01,
2020-07-01,26.332
2020-08-01,
2020-09-01,
2020-10-01,22.12047
2020-11-01,
2020-12-01,
2021-01-01,21.20568
2021-02-01,
2021-03-01,
2021-04-01,19.29591
2021-05-01,
2021-06-01,
2021-07-01,15.96528
2021-08-01,
2021-09-01,
2021-10-01,15.27317
2021-11-01,
2021-12-01,
2022-01-01,11.18608
2022-02-01,
2022-03-01,
2022-04-01,15.87469
2022-05-01,
2022-06-01,
2022-07-01,12.9295
2022-08-01,
2022-09-01,
2022-10-01,18.80801
2022-11-01,
2022-12-01,
2023-01-01,14.12613
2023-02-01,
2023-03-01,
2023-04-01,12.80955
2023-05-01,
2023-06-01,
2023-07-01,12.28697
2023-08-01,
2023-09-01,
2023-10-01,13.93811
2023-11-01,
2023-12-01,
2024-01-01,15.02138
2024-02-01,
2024-03-01,
2024-04-01,15.56196
2024-05-01,
2024-06-01,
2024-07-01,14.92723
2024-08-01,
2024-09-01,
2024-10-01,14.21489
2024-11-01,
2024-12-01,
2025-01-01,15.3396
2025-02-01,
2025-03-01,
2025-04-01,15.06268
2025-05-01,
2025-06-01,
2025-07-01,13.95193
