Tarih,TP_SEKBILD02C_51
2000-01-01,
2001-01-01,
2002-01-01,
2003-01-01,
2004-01-01,
2005-01-01,
2006-01-01,
2007-01-01,
2008-01-01,
2009-01-01,-10.6
2010-01-01,-13.6
2011-01-01,-19.8
2012-01-01,1.4
2013-01-01,-9.3
2014-01-01,-0.7
2015-01-01,-5.6
2016-01-01,-24.5
2017-01-01,-8.9
2018-01-01,-11.6
2019-01-01,0.9
2020-01-01,-41.0
2021-01-01,-30.4
2022-01-01,6.0
2023-01-01,-1.6
