Tarih,TP_KB_FTR26
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,239600.0
2006-01-01,166128.0
2006-02-01,202951.0
2006-03-01,197824.0
2006-04-01,277940.0
2006-05-01,291258.0
2006-06-01,411167.0
2006-07-01,347022.0
2006-08-01,297443.0
2006-09-01,368303.0
2006-10-01,334076.0
2006-11-01,311278.0
2006-12-01,208791.0
2007-01-01,68013.0
2007-02-01,60595.0
2007-03-01,56813.0
2007-04-01,49528.0
2007-05-01,52456.0
2007-06-01,73094.0
2007-07-01,72092.0
2007-08-01,65884.0
2007-09-01,66373.0
2007-10-01,31337.0
2007-11-01,36007.0
2007-12-01,31371.0
2008-01-01,37430.0
2008-02-01,38015.0
2008-03-01,57343.0
2008-04-01,40445.0
2008-05-01,37456.0
2008-06-01,27859.0
2008-07-01,31850.0
2008-08-01,33450.0
2008-09-01,34520.0
2008-10-01,66358.0
2008-11-01,65356.0
2008-12-01,34339.0
2009-01-01,54924.0
2009-02-01,57052.0
2009-03-01,96711.0
2009-04-01,99463.0
2009-05-01,109123.0
2009-06-01,110273.0
2009-07-01,95457.0
2009-08-01,98251.0
2009-09-01,90383.0
2009-10-01,93395.0
2009-11-01,89692.0
2009-12-01,84140.0
2010-01-01,91228.0
2010-02-01,197961.0
2010-03-01,211791.0
2010-04-01,267729.0
2010-05-01,272476.0
2010-06-01,265459.0
2010-07-01,213751.0
2010-08-01,236105.0
2010-09-01,201063.0
2010-10-01,218136.0
2010-11-01,239465.0
2010-12-01,265240.0
2011-01-01,318206.0
2011-02-01,320787.0
2011-03-01,346045.0
2011-04-01,367142.0
2011-05-01,350854.0
2011-06-01,403677.0
2011-07-01,463123.0
2011-08-01,434187.0
2011-09-01,380742.0
2011-10-01,271215.0
2011-11-01,269202.0
2011-12-01,282799.0
2012-01-01,270882.0
2012-02-01,240333.0
2012-03-01,269710.0
2012-04-01,270319.0
2012-05-01,236620.0
2012-06-01,294617.0
2012-07-01,287641.0
2012-08-01,309064.0
2012-09-01,351246.0
2012-10-01,406383.0
2012-11-01,445213.0
2012-12-01,424956.0
2013-01-01,443195.0
2013-02-01,438003.0
2013-03-01,431652.0
2013-04-01,509178.0
2013-05-01,511312.0
2013-06-01,532506.0
2013-07-01,531373.0
2013-08-01,467297.0
2013-09-01,453540.0
2013-10-01,490005.0
2013-11-01,453291.0
2013-12-01,426629.0
2014-01-01,488869.0
2014-02-01,618412.0
2014-03-01,633721.0
2014-04-01,598821.0
2014-05-01,573251.0
