Tarih,TP_KB_FTR12
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,21445.0
2006-01-01,32821.0
2006-02-01,30674.0
2006-03-01,25278.0
2006-04-01,25526.0
2006-05-01,25759.0
2006-06-01,27734.0
2006-07-01,28041.0
2006-08-01,28199.0
2006-09-01,29329.0
2006-10-01,30339.0
2006-11-01,31346.0
2006-12-01,14127.0
2007-01-01,14152.0
2007-02-01,3770.0
2007-03-01,3895.0
2007-04-01,3183.0
2007-05-01,1600.0
2007-06-01,1532.0
2007-07-01,1198.0
2007-08-01,541.0
2007-09-01,1237.0
2007-10-01,1242.0
2007-11-01,1142.0
2007-12-01,1276.0
2008-01-01,1218.0
2008-02-01,1164.0
2008-03-01,1191.0
2008-04-01,1211.0
2008-05-01,1072.0
2008-06-01,1061.0
2008-07-01,1579.0
2008-08-01,1751.0
2008-09-01,1790.0
2008-10-01,1745.0
2008-11-01,26187.0
2008-12-01,30513.0
2009-01-01,32037.0
2009-02-01,7056.0
2009-03-01,7798.0
2009-04-01,1545.0
2009-05-01,6206.0
2009-06-01,7946.0
2009-07-01,5395.0
2009-08-01,557.0
2009-09-01,593.0
2009-10-01,2478.0
2009-11-01,615.0
2009-12-01,579.0
2010-01-01,561.0
2010-02-01,1791.0
2010-03-01,1814.0
2010-04-01,3462.0
2010-05-01,3280.0
2010-06-01,2062.0
2010-07-01,11629.0
2010-08-01,4119.0
2010-09-01,4841.0
2010-10-01,5647.0
2010-11-01,5658.0
2010-12-01,1832.0
2011-01-01,2891.0
2011-02-01,357.0
2011-03-01,362.0
2011-04-01,5131.0
2011-05-01,5353.0
2011-06-01,5339.0
2011-07-01,5876.0
2011-08-01,6888.0
2011-09-01,6879.0
2011-10-01,6871.0
2011-11-01,9621.0
2011-12-01,9262.0
2012-01-01,9296.0
2012-02-01,9325.0
2012-03-01,8346.0
2012-04-01,10273.0
2012-05-01,9926.0
2012-06-01,10882.0
2012-07-01,10906.0
2012-08-01,10906.0
2012-09-01,31733.0
2012-10-01,15849.0
2012-11-01,11319.0
2012-12-01,14618.0
2013-01-01,25653.0
2013-02-01,78995.0
2013-03-01,79424.0
2013-04-01,83472.0
2013-05-01,83993.0
2013-06-01,85306.0
2013-07-01,85319.0
2013-08-01,28565.0
2013-09-01,28697.0
2013-10-01,17879.0
2013-11-01,16658.0
2013-12-01,9727.0
2014-01-01,9622.0
2014-02-01,8229.0
2014-03-01,9265.0
2014-04-01,20382.0
2014-05-01,21834.0
