Tarih,TP_KB_FTR01
2013-10-01,24526997.0
2013-11-01,24796913.0
2013-12-01,25362797.0
2014-01-01,26447106.0
2014-02-01,26489486.0
2014-03-01,25755943.0
2014-04-01,25264553.0
2014-05-01,25169232.0
2014-06-01,25922551.0
2014-07-01,26257646.0
2014-08-01,26448751.0
2014-09-01,26606964.0
2014-10-01,26135977.0
2014-11-01,25734288.0
2014-12-01,27068032.0
2015-01-01,27631424.0
2015-02-01,28518568.0
2015-03-01,28717645.0
2015-04-01,28989292.0
2015-05-01,28504500.0
2015-06-01,27408650.0
2015-07-01,27843856.0
2015-08-01,28461037.0
2015-09-01,28637088.0
2015-10-01,28025382.0
2015-11-01,28421471.0
2015-12-01,28442476.0
2016-01-01,29417592.0
2016-02-01,29111780.0
2016-03-01,27878195.0
2016-04-01,27839848.0
2016-05-01,30631393.0
2016-06-01,30159021.0
2016-07-01,31235187.0
2016-08-01,30098915.0
2016-09-01,30370356.0
2016-10-01,30982480.0
2016-11-01,31639820.0
2016-12-01,33229229.0
2017-01-01,33816459.0
2017-02-01,33673847.0
2017-03-01,34029152.0
2017-04-01,34253111.0
2017-05-01,34074417.0
2017-06-01,33914368.0
2017-07-01,34535142.0
2017-08-01,33850023.0
2017-09-01,34657125.0
2017-10-01,37509153.0
2017-11-01,37652770.0
2017-12-01,36635781.0
2018-01-01,36345880.0
2018-02-01,36481447.0
2018-03-01,39379593.0
2018-04-01,39120270.0
2018-05-01,38942814.0
2018-06-01,40220289.0
2018-07-01,43711495.0
2018-08-01,45135244.0
2018-09-01,41296631.0
2018-10-01,39958919.0
2018-11-01,39098111.0
2018-12-01,38561384.0
2019-01-01,37597450.0
2019-02-01,38847344.0
2019-03-01,39833770.0
2019-04-01,42352052.0
2019-05-01,40805855.0
2019-06-01,41614675.0
2019-07-01,41925441.0
2019-08-01,46678883.0
2019-09-01,47491440.0
2019-10-01,52484835.0
2019-11-01,54287067.0
2019-12-01,59921876.0
2020-01-01,63066178.0
2020-02-01,61696178.0
2020-03-01,70224779.0
2020-04-01,69504350.0
2020-05-01,69619999.0
2020-06-01,73266588.0
2020-07-01,72230673.0
2020-08-01,68575512.0
2020-09-01,64042137.0
2020-10-01,65188988.0
2020-11-01,56837239.0
2020-12-01,55599614.0
2021-01-01,55652856.0
2021-02-01,56532383.0
2021-03-01,68022017.0
2021-04-01,66125052.0
2021-05-01,70042053.0
2021-06-01,69704438.0
2021-07-01,69099754.0
2021-08-01,68960568.0
2021-09-01,73904242.0
2021-10-01,83015130.0
2021-11-01,94128175.0
2021-12-01,91387636.0
2022-01-01,104427662.0
2022-02-01,112138350.0
2022-03-01,124596801.0
2022-04-01,133363602.0
2022-05-01,138383433.0
2022-06-01,147903192.0
2022-07-01,153723251.0
2022-08-01,165631476.0
2022-09-01,171903542.0
2022-10-01,180610577.0
2022-11-01,206637709.0
2022-12-01,243385334.0
2023-01-01,257751969.0
2023-02-01,285609541.0
2023-03-01,311466718.0
2023-04-01,335129060.0
2023-05-01,345925812.0
2023-06-01,372351407.0
2023-07-01,396877334.0
2023-08-01,405530165.0
2023-09-01,408575435.0
2023-10-01,412178082.0
2023-11-01,414948158.0
2023-12-01,419656218.0
2024-01-01,411540082.0
2024-02-01,410432595.0
2024-03-01,389675025.0
2024-04-01,394166222.0
2024-05-01,416662762.0
2024-06-01,418619966.0
2024-07-01,416233967.0
2024-08-01,414691978.0
2024-09-01,415259553.0
2024-10-01,415353362.0
2024-11-01,412699798.0
2024-12-01,412994458.0
2025-01-01,420573251.0
2025-02-01,417790381.0
2025-03-01,421217240.0
2025-04-01,415835517.0
2025-05-01,426407556.0
2025-06-01,430933202.0
2025-07-01,448589125.0
2025-08-01,467116743.0
