Tarih,TP_KB_FTR04
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,870743.0
2006-01-01,679594.0
2006-02-01,651879.0
2006-03-01,740604.0
2006-04-01,778725.0
2006-05-01,903196.0
2006-06-01,934934.0
2006-07-01,905423.0
2006-08-01,928518.0
2006-09-01,1063222.0
2006-10-01,950807.0
2006-11-01,891022.0
2006-12-01,974439.0
2007-01-01,868265.0
2007-02-01,851952.0
2007-03-01,938780.0
2007-04-01,956548.0
2007-05-01,975946.0
2007-06-01,1189225.0
2007-07-01,1349673.0
2007-08-01,1254607.0
2007-09-01,1331259.0
2007-10-01,1423592.0
2007-11-01,1441010.0
2007-12-01,1606584.0
2008-01-01,1578514.0
2008-02-01,1550390.0
2008-03-01,1586411.0
2008-04-01,1660217.0
2008-05-01,1639789.0
2008-06-01,1606940.0
2008-07-01,1617352.0
2008-08-01,1618247.0
2008-09-01,1843856.0
2008-10-01,1815060.0
2008-11-01,1859937.0
2008-12-01,2041534.0
2009-01-01,2089645.0
2009-02-01,2448942.0
2009-03-01,2480163.0
2009-04-01,2377671.0
2009-05-01,2450623.0
2009-06-01,2541421.0
2009-07-01,2712448.0
2009-08-01,2828160.0
2009-09-01,3082302.0
2009-10-01,3290454.0
2009-11-01,3542835.0
2009-12-01,3905077.0
2010-01-01,3633565.0
2010-02-01,3742059.0
2010-03-01,3746394.0
2010-04-01,4219596.0
2010-05-01,3884500.0
2010-06-01,3872384.0
2010-07-01,3843266.0
2010-08-01,3866655.0
2010-09-01,4137662.0
2010-10-01,4495774.0
2010-11-01,4359768.0
2010-12-01,5443175.0
2011-01-01,5097523.0
2011-02-01,5083208.0
2011-03-01,5021083.0
2011-04-01,5331583.0
2011-05-01,5256156.0
2011-06-01,5302919.0
2011-07-01,5659922.0
2011-08-01,5637066.0
2011-09-01,5458110.0
2011-10-01,5636445.0
2011-11-01,5723225.0
2011-12-01,6126231.0
2012-01-01,5465282.0
2012-02-01,5253918.0
2012-03-01,5520576.0
2012-04-01,5199511.0
2012-05-01,5388830.0
2012-06-01,5496436.0
2012-07-01,5464179.0
2012-08-01,5842951.0
2012-09-01,6444707.0
2012-10-01,6393035.0
2012-11-01,6532239.0
2012-12-01,6862907.0
2013-01-01,6956483.0
2013-02-01,7027119.0
2013-03-01,7682496.0
2013-04-01,7628024.0
2013-05-01,8891496.0
2013-06-01,9290865.0
2013-07-01,8825233.0
2013-08-01,9363081.0
2013-09-01,9225271.0
2013-10-01,9420609.0
