Tarih,TP_TSANAYMT2021_Y24
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,24.4722554309
2005-02-01,20.3380892959
2005-03-01,22.2337943448
2005-04-01,23.9972076089
2005-05-01,26.4301409119
2005-06-01,26.5986934518
2005-07-01,31.2323980527
2005-08-01,25.1755875142
2005-09-01,30.887994566
2005-10-01,31.6288659557
2005-11-01,29.4994336109
2005-12-01,28.7125348774
2006-01-01,28.7064657032
2006-02-01,31.4564203984
2006-03-01,35.1760978496
2006-04-01,32.9660919349
2006-05-01,30.7525030994
2006-06-01,30.61364091
2006-07-01,26.346751793
2006-08-01,26.4739420031
2006-09-01,30.0330435391
2006-10-01,27.4810342683
2006-11-01,26.9495415011
2006-12-01,28.3611424585
2007-01-01,32.3349227238
2007-02-01,30.8943717383
2007-03-01,34.0044049024
2007-04-01,32.738647216
2007-05-01,36.7886096015
2007-06-01,33.8493717082
2007-07-01,35.6467511128
2007-08-01,33.7206769519
2007-09-01,34.9609782213
2007-10-01,34.7383832377
2007-11-01,39.3722826255
2007-12-01,44.2773389412
2008-01-01,41.0581838396
2008-02-01,42.788404903
2008-03-01,37.7391729751
2008-04-01,35.9438854699
2008-05-01,38.4378374015
2008-06-01,40.1501830748
2008-07-01,36.1638310874
2008-08-01,39.0861953906
2008-09-01,36.5158612274
2008-10-01,36.5305640628
2008-11-01,39.450663366
2008-12-01,37.2462767346
2009-01-01,35.4247559967
2009-02-01,35.2002100738
2009-03-01,36.7368831475
2009-04-01,39.484023926
2009-05-01,38.9929273657
2009-06-01,43.2450624244
2009-07-01,41.9218387162
2009-08-01,43.5920578749
2009-09-01,40.6330602653
2009-10-01,36.8443893875
2009-11-01,38.7548631853
2009-12-01,40.2981624337
2010-01-01,33.3801765275
2010-02-01,39.0514934939
2010-03-01,39.5544656004
2010-04-01,38.346801974
2010-05-01,39.9160350639
2010-06-01,38.4907812301
2010-07-01,38.5353594781
2010-08-01,41.2340281184
2010-09-01,38.1826546592
2010-10-01,41.8608910433
2010-11-01,42.7063030706
2010-12-01,39.0566650723
2011-01-01,44.5809109251
2011-02-01,42.7165201613
2011-03-01,42.4465262573
2011-04-01,42.0958518049
2011-05-01,42.4315593553
2011-06-01,39.3497372357
2011-07-01,39.2880188271
2011-08-01,43.8348540926
2011-09-01,45.4378240028
2011-10-01,45.3824713233
2011-11-01,44.0680194407
2011-12-01,46.3726391849
2012-01-01,45.3582067289
2012-02-01,42.9140913706
2012-03-01,47.3060310682
2012-04-01,48.0670570285
2012-05-01,49.2243367687
2012-06-01,55.435479324
2012-07-01,52.9726054479
2012-08-01,51.8491375704
2012-09-01,50.8803544689
2012-10-01,51.172808174
