Tarih,TP_TSANAYMT2021_Y5
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,53.4585796341
2005-02-01,53.8799004463
2005-03-01,53.467278022
2005-04-01,53.7408383707
2005-05-01,53.2398525812
2005-06-01,52.3836707619
2005-07-01,53.0304273274
2005-08-01,53.27859978
2005-09-01,53.9719990061
2005-10-01,56.8693762411
2005-11-01,57.0208539151
2005-12-01,55.3993211879
2006-01-01,56.4913449531
2006-02-01,55.4097808473
2006-03-01,57.2364666242
2006-04-01,56.9085071117
2006-05-01,57.3173119068
2006-06-01,57.8392278773
2006-07-01,56.1304718031
2006-08-01,59.2118605686
2006-09-01,58.6325249934
2006-10-01,59.7380843886
2006-11-01,61.1504511531
2006-12-01,62.2533505671
2007-01-01,61.9855231836
2007-02-01,60.4139812285
2007-03-01,61.2883840451
2007-04-01,62.5105383375
2007-05-01,64.2942415342
2007-06-01,63.7517353406
2007-07-01,62.2578917772
2007-08-01,63.1000954066
2007-09-01,63.9136245058
2007-10-01,63.935355014
2007-11-01,64.4708789355
2007-12-01,65.7923836245
2008-01-01,65.6488723081
2008-02-01,67.6677075163
2008-03-01,64.9204117219
2008-04-01,65.1338247323
2008-05-01,66.6898876169
2008-06-01,67.1560605502
2008-07-01,65.9444823577
2008-08-01,66.2244420409
2008-09-01,67.3113033928
2008-10-01,64.3981556271
2008-11-01,62.6528602797
2008-12-01,62.1526542274
2009-01-01,63.0738032045
2009-02-01,62.2458487646
2009-03-01,61.328378808
2009-04-01,61.9185233581
2009-05-01,61.7488873556
2009-06-01,62.8531246705
2009-07-01,64.4547249017
2009-08-01,62.699683208
2009-09-01,61.9407484741
2009-10-01,64.1568736208
2009-11-01,64.2216951853
2009-12-01,63.3274839786
2010-01-01,62.6773150862
2010-02-01,62.2349655313
2010-03-01,63.1970364787
2010-04-01,65.1297588674
2010-05-01,65.7119804278
2010-06-01,66.9212743105
2010-07-01,67.1617091165
2010-08-01,69.8032266306
2010-09-01,67.3926979801
2010-10-01,67.9012674785
2010-11-01,68.2574524314
2010-12-01,69.3153972186
2011-01-01,70.2985716363
2011-02-01,70.1627521127
2011-03-01,71.8313436678
2011-04-01,71.1027027515
2011-05-01,69.668769627
2011-06-01,68.5784364148
2011-07-01,70.5520870699
2011-08-01,70.5049494409
2011-09-01,70.1894812561
2011-10-01,72.20233155
2011-11-01,75.6592544727
2011-12-01,73.7221120846
2012-01-01,73.7418686837
2012-02-01,76.6320671031
2012-03-01,75.064932764
2012-04-01,70.4962284621
2012-05-01,71.3132648919
2012-06-01,73.5033516032
2012-07-01,73.6928878971
2012-08-01,72.6954611861
2012-09-01,72.7681829768
2012-10-01,72.5473811428
