Tarih,TP_TSANAYMT2021_Y1
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,44.263262539
2005-02-01,42.4557025016
2005-03-01,41.9490375303
2005-04-01,42.409550762
2005-05-01,42.8075778785
2005-06-01,42.6578968694
2005-07-01,43.6144566061
2005-08-01,44.3368891125
2005-09-01,44.8215231586
2005-10-01,45.5995274163
2005-11-01,45.7228919632
2005-12-01,45.2983914522
2006-01-01,45.6338545914
2006-02-01,45.9732262744
2006-03-01,47.0937355542
2006-04-01,46.7457769924
2006-05-01,47.1584064113
2006-06-01,47.4116028261
2006-07-01,47.3464681306
2006-08-01,47.210794147
2006-09-01,47.1965096936
2006-10-01,47.492642423
2006-11-01,47.3073465748
2006-12-01,49.0278410361
2007-01-01,51.0084216342
2007-02-01,49.8138644806
2007-03-01,50.6855067989
2007-04-01,50.9386085564
2007-05-01,51.7577447276
2007-06-01,50.676185282
2007-07-01,50.447270026
2007-08-01,51.2263418791
2007-09-01,51.5955567444
2007-10-01,51.2241480722
2007-11-01,51.3837866377
2007-12-01,52.7751534839
2008-01-01,52.0507337929
2008-02-01,53.0689920034
2008-03-01,53.0710580096
2008-04-01,52.4398529032
2008-05-01,52.2364782329
2008-06-01,52.4569649123
2008-07-01,51.4107832821
2008-08-01,50.7461621856
2008-09-01,50.5696238408
2008-10-01,48.0480138914
2008-11-01,46.2443449881
2008-12-01,44.953522885
2009-01-01,41.9069250764
2009-02-01,42.781963944
2009-03-01,42.3125553456
2009-04-01,43.0062035401
2009-05-01,44.3743911023
2009-06-01,45.669153101
2009-07-01,46.4529171009
2009-08-01,45.9094938414
2009-09-01,46.4162297531
2009-10-01,47.2784046372
2009-11-01,49.2704557233
2009-12-01,47.2221626691
2010-01-01,46.7502810934
2010-02-01,47.8529861533
2010-03-01,48.77649204
2010-04-01,49.2748781851
2010-05-01,50.6365547457
2010-06-01,50.9218622246
2010-07-01,51.2997445038
2010-08-01,52.5402024558
2010-09-01,52.6259482083
2010-10-01,53.1512316257
2010-11-01,54.837615808
2010-12-01,55.7133837566
2011-01-01,58.0838450914
2011-02-01,57.225177452
2011-03-01,57.0092756596
2011-04-01,56.9163793331
2011-05-01,57.4951801237
2011-06-01,58.5851182242
2011-07-01,59.7130840166
2011-08-01,61.4947124202
2011-09-01,58.2158195836
2011-10-01,61.5344348967
2011-11-01,60.9689717746
2011-12-01,60.9505339581
2012-01-01,60.3107442071
2012-02-01,59.4552010366
2012-03-01,60.8249633994
2012-04-01,61.5025432766
2012-05-01,61.7371085479
2012-06-01,61.3120524876
2012-07-01,61.8823237469
2012-08-01,61.0032968884
2012-09-01,62.3849072446
2012-10-01,62.4642315281
