Tarih,TP_TSANAYMT2021_Y29
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,43.9779947869
2005-02-01,38.1569397431
2005-03-01,33.8300911534
2005-04-01,44.4399633972
2005-05-01,39.7720952101
2005-06-01,30.028630988
2005-07-01,50.5775514645
2005-08-01,42.930598343
2005-09-01,47.6598814901
2005-10-01,49.1102306865
2005-11-01,49.7963113344
2005-12-01,42.813550964
2006-01-01,49.1149189493
2006-02-01,41.4624374824
2006-03-01,43.2995119959
2006-04-01,40.2719644052
2006-05-01,34.8204495165
2006-06-01,30.9078115791
2006-07-01,35.0804558846
2006-08-01,32.4120168599
2006-09-01,34.3807208022
2006-10-01,33.7687975724
2006-11-01,36.7392884085
2006-12-01,25.0270747269
2007-01-01,29.0054996016
2007-02-01,30.6078521545
2007-03-01,34.3286006706
2007-04-01,29.5076350822
2007-05-01,30.156459621
2007-06-01,32.0921741587
2007-07-01,22.2361549334
2007-08-01,31.593096728
2007-09-01,29.8240969121
2007-10-01,31.3000369978
2007-11-01,27.6274726667
2007-12-01,40.926830816
2008-01-01,32.7561290536
2008-02-01,32.2278471413
2008-03-01,30.3937699883
2008-04-01,28.0554838749
2008-05-01,27.4561404087
2008-06-01,35.1657729323
2008-07-01,19.9505197513
2008-08-01,27.5555178101
2008-09-01,26.9130488611
2008-10-01,23.4320294217
2008-11-01,26.6833828016
2008-12-01,20.8858035718
2009-01-01,15.9101031797
2009-02-01,19.9111532353
2009-03-01,24.0947243094
2009-04-01,21.5918820827
2009-05-01,22.658631097
2009-06-01,20.3577276537
2009-07-01,26.7106246785
2009-08-01,22.0753233105
2009-09-01,24.9860353285
2009-10-01,23.204656958
2009-11-01,21.3934122638
2009-12-01,22.3613579525
2010-01-01,29.6458174975
2010-02-01,29.1305104943
2010-03-01,27.2368220379
2010-04-01,30.7937865457
2010-05-01,35.2978615942
2010-06-01,27.1422050753
2010-07-01,35.1483747779
2010-08-01,27.6176943001
2010-09-01,29.7929313131
2010-10-01,28.8000667777
2010-11-01,30.3707199612
2010-12-01,31.7681356877
2011-01-01,37.1857265817
2011-02-01,28.5446612722
2011-03-01,31.243454092
2011-04-01,28.6528202961
2011-05-01,27.6904775064
2011-06-01,28.589265023
2011-07-01,31.8546239116
2011-08-01,37.8900781389
2011-09-01,28.8273182785
2011-10-01,29.458462803
2011-11-01,35.883195099
2011-12-01,36.7782258386
2012-01-01,33.1908538459
2012-02-01,34.2735261345
2012-03-01,44.0247938704
2012-04-01,37.751572791
2012-05-01,46.4526531692
2012-06-01,38.4180653242
2012-07-01,32.1102979795
2012-08-01,40.6110916564
2012-09-01,36.6162887394
2012-10-01,43.6666449241
