Tarih,TP_TSANAYMT2021_Y26
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,54.5045564435
2005-02-01,49.4401176954
2005-03-01,48.6773136209
2005-04-01,49.2943775198
2005-05-01,49.6016849925
2005-06-01,50.0792476412
2005-07-01,50.1680753387
2005-08-01,51.1008472443
2005-09-01,51.7872310051
2005-10-01,51.2192238708
2005-11-01,51.888341188
2005-12-01,52.522483675
2006-01-01,54.1070510067
2006-02-01,54.3086974167
2006-03-01,56.699786415
2006-04-01,56.93633301
2006-05-01,56.1758866997
2006-06-01,56.4961904749
2006-07-01,56.0742459817
2006-08-01,56.9594431314
2006-09-01,57.1924392745
2006-10-01,56.6859273437
2006-11-01,53.6117258789
2006-12-01,58.5989901809
2007-01-01,56.4107064584
2007-02-01,58.6415397037
2007-03-01,58.5177730306
2007-04-01,57.0435845486
2007-05-01,58.060446828
2007-06-01,57.7573676566
2007-07-01,56.0104710471
2007-08-01,58.3297481481
2007-09-01,56.7990946081
2007-10-01,57.2275304769
2007-11-01,57.0792821736
2007-12-01,57.7195283548
2008-01-01,56.478096609
2008-02-01,57.4290733886
2008-03-01,58.6906672741
2008-04-01,58.7519532223
2008-05-01,59.3600556182
2008-06-01,57.3244158029
2008-07-01,58.3103861023
2008-08-01,55.5222478957
2008-09-01,54.1927267747
2008-10-01,53.1263567532
2008-11-01,52.7151100289
2008-12-01,47.9894352034
2009-01-01,47.4583759749
2009-02-01,48.6958002499
2009-03-01,45.8972071259
2009-04-01,47.2933039053
2009-05-01,46.6872165941
2009-06-01,50.0039697057
2009-07-01,49.6812186144
2009-08-01,49.6962085453
2009-09-01,49.6608442269
2009-10-01,51.785322129
2009-11-01,54.0245134473
2009-12-01,50.7922447714
2010-01-01,51.5203414821
2010-02-01,52.6984296314
2010-03-01,53.9631275353
2010-04-01,55.0856412023
2010-05-01,55.1748079461
2010-06-01,56.0999059226
2010-07-01,57.804699628
2010-08-01,57.1754406919
2010-09-01,58.1218407921
2010-10-01,57.1141819447
2010-11-01,61.0591687305
2010-12-01,62.1380452882
2011-01-01,67.1593920198
2011-02-01,63.1712044338
2011-03-01,61.2113325371
2011-04-01,60.747231311
2011-05-01,63.2190205079
2011-06-01,63.8756632704
2011-07-01,66.1613888578
2011-08-01,67.3872968469
2011-09-01,64.1033615661
2011-10-01,65.6369180837
2011-11-01,64.9622813597
2011-12-01,68.3333508171
2012-01-01,63.7382149199
2012-02-01,59.1181185154
2012-03-01,64.3643606096
2012-04-01,69.2050170747
2012-05-01,70.9208195019
2012-06-01,69.2836340905
2012-07-01,69.160400076
2012-08-01,67.0775109935
2012-09-01,68.1570646821
2012-10-01,71.8380491019
