Tarih,TP_KB_GID133
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,493654.0
2006-02-01,136620.0
2006-03-01,126100.0
2006-04-01,407800.0
2006-05-01,123200.0
2006-06-01,133250.0
2006-07-01,119100.0
2006-08-01,98512.0
2006-09-01,128934.0
2006-10-01,44450.0
2006-11-01,33804.0
2006-12-01,2016508.0
2007-01-01,162800.0
2007-02-01,141000.0
2007-03-01,144786.0
2007-04-01,139900.0
2007-05-01,110200.0
2007-06-01,143700.0
2007-07-01,110096.0
2007-08-01,182454.0
2007-09-01,37046.0
2007-10-01,212080.0
2007-11-01,109890.0
2007-12-01,410863.0
2008-01-01,229000.0
2008-02-01,224600.0
2008-03-01,177500.0
2008-04-01,241000.0
2008-05-01,210689.0
2008-06-01,172800.0
2008-07-01,61450.0
2008-08-01,70693.0
2008-09-01,137132.0
2008-10-01,162300.0
2008-11-01,243634.0
2008-12-01,554313.0
2009-01-01,201150.0
2009-02-01,205600.0
2009-03-01,734503.0
2009-04-01,164800.0
2009-05-01,250350.0
2009-06-01,157650.0
2009-07-01,219900.0
2009-08-01,189050.0
2009-09-01,91716.0
2009-10-01,109250.0
2009-11-01,255675.0
2009-12-01,706502.0
2010-01-01,237050.0
2010-02-01,109350.0
2010-03-01,263100.0
2010-04-01,341653.0
2010-05-01,262000.0
2010-06-01,278289.0
2010-07-01,246700.0
2010-08-01,674810.0
2010-09-01,50240.0
2010-10-01,170232.0
2010-11-01,357800.0
2010-12-01,3070921.0
2011-01-01,4000.0
2011-02-01,43400.0
2011-03-01,51800.0
2011-04-01,51164.0
2011-05-01,136141.0
2011-06-01,69861.0
2011-07-01,74196.0
2011-08-01,317514.0
2011-09-01,406146.0
2011-10-01,416782.0
2011-11-01,55572.0
2011-12-01,760307.0
2012-01-01,207493.0
2012-02-01,563500.0
2012-03-01,596300.0
2012-04-01,426561.0
2012-05-01,414500.0
2012-06-01,270901.0
2012-07-01,384513.0
2012-08-01,247738.0
2012-09-01,406178.0
2012-10-01,531948.0
2012-11-01,378841.0
2012-12-01,82934.0
2013-01-01,406047.0
2013-02-01,275884.0
2013-03-01,384000.0
2013-04-01,423500.0
2013-05-01,295950.0
2013-06-01,361951.0
2013-07-01,350484.0
2013-08-01,318950.0
2013-09-01,390700.0
2013-10-01,327737.0
2013-11-01,365901.0
2013-12-01,623729.0
2014-01-01,386777.0
2014-02-01,491113.0
2014-03-01,402835.0
2014-04-01,1407550.0
2014-05-01,339400.0
