Tarih,TP_KB_GID113
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,293318.0
2006-02-01,335760.0
2006-03-01,288293.0
2006-04-01,422542.0
2006-05-01,663735.0
2006-06-01,585524.0
2006-07-01,924529.0
2006-08-01,902800.0
2006-09-01,545380.0
2006-10-01,796059.0
2006-11-01,640833.0
2006-12-01,2654777.0
2007-01-01,144601.0
2007-02-01,394767.0
2007-03-01,431273.0
2007-04-01,890477.0
2007-05-01,676026.0
2007-06-01,1124512.0
2007-07-01,1033195.0
2007-08-01,844097.0
2007-09-01,548546.0
2007-10-01,632473.0
2007-11-01,668650.0
2007-12-01,2174989.0
2008-01-01,9310.0
2008-02-01,77429.0
2008-03-01,688324.0
2008-04-01,805865.0
2008-05-01,844699.0
2008-06-01,611429.0
2008-07-01,1364677.0
2008-08-01,1174211.0
2008-09-01,1628498.0
2008-10-01,1013841.0
2008-11-01,1542537.0
2008-12-01,3704794.0
2009-01-01,5305.0
2009-02-01,133208.0
2009-03-01,560416.0
2009-04-01,840840.0
2009-05-01,617725.0
2009-06-01,918239.0
2009-07-01,1303073.0
2009-08-01,1040156.0
2009-09-01,1969083.0
2009-10-01,997186.0
2009-11-01,1729308.0
2009-12-01,4332271.0
2010-01-01,29348.0
2010-02-01,124857.0
2010-03-01,578854.0
2010-04-01,948304.0
2010-05-01,1183440.0
2010-06-01,1584884.0
2010-07-01,1660606.0
2010-08-01,2476045.0
2010-09-01,1670091.0
2010-10-01,2053854.0
2010-11-01,2056772.0
2010-12-01,5898950.0
2011-01-01,41225.0
2011-02-01,259208.0
2011-03-01,799434.0
2011-04-01,1154911.0
2011-05-01,1397869.0
2011-06-01,1470332.0
2011-07-01,2173101.0
2011-08-01,2584139.0
2011-09-01,1521863.0
2011-10-01,2391775.0
2011-11-01,2572613.0
2011-12-01,6496007.0
2012-01-01,473348.0
2012-02-01,268498.0
2012-03-01,537218.0
2012-04-01,1204863.0
2012-05-01,1684425.0
2012-06-01,1488211.0
2012-07-01,1811008.0
2012-08-01,2397550.0
2012-09-01,2511192.0
2012-10-01,3509160.0
2012-11-01,1714407.0
2012-12-01,7505213.0
2013-01-01,66940.0
2013-02-01,2172669.0
2013-03-01,1030832.0
2013-04-01,1614657.0
2013-05-01,1832742.0
2013-06-01,2542491.0
2013-07-01,2868797.0
2013-08-01,2204413.0
2013-09-01,2882823.0
2013-10-01,3963159.0
2013-11-01,1983739.0
2013-12-01,9633408.0
2014-01-01,1919476.0
