Tarih,TP_KB_GID005
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,147738.0
2006-02-01,199626.0
2006-03-01,184073.0
2006-04-01,229741.0
2006-05-01,307198.0
2006-06-01,277788.0
2006-07-01,284142.0
2006-08-01,231270.0
2006-09-01,363087.0
2006-10-01,383953.0
2006-11-01,260147.0
2006-12-01,359651.0
2007-01-01,168680.0
2007-02-01,202797.0
2007-03-01,196696.0
2007-04-01,235995.0
2007-05-01,287245.0
2007-06-01,279291.0
2007-07-01,304911.0
2007-08-01,270078.0
2007-09-01,391869.0
2007-10-01,303216.0
2007-11-01,260199.0
2007-12-01,557804.0
2008-01-01,153846.0
2008-02-01,281982.0
2008-03-01,242865.0
2008-04-01,284900.0
2008-05-01,335391.0
2008-06-01,319379.0
2008-07-01,323258.0
2008-08-01,239256.0
2008-09-01,461170.0
2008-10-01,241431.0
2008-11-01,248822.0
2008-12-01,416838.0
2009-01-01,177728.0
2009-02-01,236373.0
2009-03-01,235956.0
2009-04-01,287204.0
2009-05-01,311774.0
2009-06-01,330451.0
2009-07-01,330550.0
2009-08-01,238765.0
2009-09-01,449612.0
2009-10-01,262343.0
2009-11-01,318567.0
2009-12-01,363733.0
2010-01-01,219594.0
2010-02-01,253923.0
2010-03-01,252258.0
2010-04-01,265020.0
2010-05-01,323801.0
2010-06-01,344749.0
2010-07-01,331084.0
2010-08-01,247102.0
2010-09-01,450979.0
2010-10-01,291386.0
2010-11-01,382129.0
2010-12-01,402987.0
2011-01-01,163363.0
2011-02-01,299872.0
2011-03-01,272051.0
2011-04-01,270985.0
2011-05-01,331074.0
2011-06-01,366853.0
2011-07-01,373860.0
2011-08-01,373960.0
2011-09-01,460326.0
2011-10-01,363453.0
2011-11-01,409820.0
2011-12-01,533235.0
2012-01-01,280291.0
2012-02-01,362533.0
2012-03-01,364561.0
2012-04-01,376173.0
2012-05-01,437938.0
2012-06-01,467024.0
2012-07-01,511498.0
2012-08-01,482014.0
2012-09-01,527838.0
2012-10-01,461803.0
2012-11-01,357916.0
2012-12-01,501508.0
2013-01-01,281293.0
2013-02-01,340114.0
2013-03-01,334776.0
2013-04-01,411816.0
2013-05-01,439703.0
2013-06-01,454440.0
2013-07-01,476340.0
2013-08-01,363289.0
2013-09-01,533454.0
2013-10-01,548469.0
2013-11-01,426669.0
2013-12-01,658320.0
2014-01-01,320803.0
2014-02-01,397631.0
2014-03-01,409301.0
2014-04-01,417723.0
2014-05-01,508003.0
