Tarih,TP_KB_GID024
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,5983.0
2006-02-01,11287.0
2006-03-01,3984.0
2006-04-01,2682.0
2006-05-01,8521.0
2006-06-01,6943.0
2006-07-01,3921.0
2006-08-01,18163.0
2006-09-01,11321.0
2006-10-01,277.0
2006-11-01,287.0
2006-12-01,11990.0
2007-01-01,10772.0
2007-02-01,4320.0
2007-03-01,5331.0
2007-04-01,3182.0
2007-05-01,10286.0
2007-06-01,3284.0
2007-07-01,562.0
2007-08-01,9849.0
2007-09-01,37.0
2007-10-01,7927.0
2007-11-01,2252.0
2007-12-01,1605.0
2008-01-01,0.0
2008-02-01,7309.0
2008-03-01,7016.0
2008-04-01,8664.0
2008-05-01,22998.0
2008-06-01,1431.0
2008-07-01,8683.0
2008-08-01,2194.0
2008-09-01,7410.0
2008-10-01,13937.0
2008-11-01,2047.0
2008-12-01,6101.0
2009-01-01,23855.0
2009-02-01,470.0
2009-03-01,2501.0
2009-04-01,186.0
2009-05-01,3454.0
2009-06-01,1064.0
2009-07-01,3472.0
2009-08-01,704.0
2009-09-01,3861.0
2009-10-01,1125.0
2009-11-01,522.0
2009-12-01,477.0
2010-01-01,62.0
2010-02-01,3175.0
2010-03-01,133.0
2010-04-01,5413.0
2010-05-01,2208.0
2010-06-01,3601.0
2010-07-01,889.0
2010-08-01,4365.0
2010-09-01,340.0
2010-10-01,288.0
2010-11-01,613.0
2010-12-01,5170.0
2011-01-01,1567.0
2011-02-01,485.0
2011-03-01,451.0
2011-04-01,177839.0
2011-05-01,1246.0
2011-06-01,13965.0
2011-07-01,247.0
2011-08-01,293.0
2011-09-01,1474.0
2011-10-01,402.0
2011-11-01,2197.0
2011-12-01,923.0
2012-01-01,956.0
2012-02-01,2524.0
2012-03-01,1938.0
2012-04-01,322239.0
2012-05-01,11476.0
2012-06-01,15989.0
2012-07-01,10400.0
2012-08-01,17550.0
2012-09-01,17946.0
2012-10-01,14550.0
2012-11-01,14052.0
2012-12-01,21122.0
2013-01-01,15684.0
2013-02-01,23788.0
2013-03-01,18787.0
2013-04-01,17949.0
2013-05-01,19033.0
2013-06-01,19957.0
2013-07-01,19282.0
2013-08-01,16896.0
2013-09-01,15843.0
2013-10-01,16607.0
2013-11-01,19119.0
2013-12-01,315541.0
2014-01-01,20535.0
2014-02-01,33416.0
2014-03-01,26425.0
2014-04-01,25251.0
2014-05-01,21834.0
2014-06-01,17747.0
2014-07-01,16634.0
