Tarih,TP_KB_GID026
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,4086175.0
2006-02-01,4063957.0
2006-03-01,4989113.0
2006-04-01,4819523.0
2006-05-01,2931180.0
2006-06-01,4023532.0
2006-07-01,3574340.0
2006-08-01,4650009.0
2006-09-01,4664521.0
2006-10-01,4720713.0
2006-11-01,3598338.0
2006-12-01,3729805.0
2007-01-01,4885015.0
2007-02-01,4556612.0
2007-03-01,5415417.0
2007-04-01,5751921.0
2007-05-01,5742382.0
2007-06-01,6424299.0
2007-07-01,4913858.0
2007-08-01,4680023.0
2007-09-01,5322211.0
2007-10-01,5069236.0
2007-11-01,5674089.0
2007-12-01,4856795.0
2008-01-01,5136224.0
2008-02-01,5643299.0
2008-03-01,6734851.0
2008-04-01,6531372.0
2008-05-01,6243296.0
2008-06-01,4936464.0
2008-07-01,4650368.0
2008-08-01,4457194.0
2008-09-01,8174108.0
2008-10-01,4856114.0
2008-11-01,6032262.0
2008-12-01,6964885.0
2009-01-01,7166408.0
2009-02-01,8777144.0
2009-03-01,8235812.0
2009-04-01,7829130.0
2009-05-01,6329959.0
2009-06-01,7758742.0
2009-07-01,7637483.0
2009-08-01,6447761.0
2009-09-01,10022619.0
2009-10-01,6866057.0
2009-11-01,7806467.0
2009-12-01,7098223.0
2010-01-01,7950072.0
2010-02-01,9946616.0
2010-03-01,9822547.0
2010-04-01,7531061.0
2010-05-01,6875949.0
2010-06-01,9694396.0
2010-07-01,7635849.0
2010-08-01,7613067.0
2010-09-01,10625737.0
2010-10-01,6985105.0
2010-11-01,8268929.0
2010-12-01,8907753.0
2011-01-01,8928478.0
2011-02-01,8086686.0
2011-03-01,12539148.0
2011-04-01,7918150.0
2011-05-01,8008646.0
2011-06-01,9479717.0
2011-07-01,6914683.0
2011-08-01,9307035.0
2011-09-01,8839557.0
2011-10-01,7694592.0
2011-11-01,9205573.0
2011-12-01,13576586.0
2012-01-01,9176516.0
2012-02-01,10423453.0
2012-03-01,12693596.0
2012-04-01,9801426.0
2012-05-01,10247627.0
2012-06-01,14312451.0
2012-07-01,8301312.0
2012-08-01,11838874.0
2012-09-01,10390090.0
2012-10-01,10035862.0
2012-11-01,9084264.0
2012-12-01,13171548.0
2013-01-01,11205608.0
2013-02-01,14804629.0
2013-03-01,11925892.0
2013-04-01,11716231.0
2013-05-01,10896433.0
2013-06-01,14783211.0
2013-07-01,11576066.0
2013-08-01,12568045.0
2013-09-01,11436396.0
