Tarih,TP_KB_GID030
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,5114.0
2006-03-01,7500.0
2006-04-01,6000.0
2006-05-01,6500.0
2006-06-01,9250.0
2006-07-01,8500.0
2006-08-01,11000.0
2006-09-01,12500.0
2006-10-01,13000.0
2006-11-01,10500.0
2006-12-01,16906.0
2007-01-01,6527.0
2007-02-01,14000.0
2007-03-01,19473.0
2007-04-01,16000.0
2007-05-01,10000.0
2007-06-01,17500.0
2007-07-01,13000.0
2007-08-01,15000.0
2007-09-01,16000.0
2007-10-01,17500.0
2007-11-01,15000.0
2007-12-01,12000.0
2008-01-01,20000.0
2008-02-01,18000.0
2008-03-01,15000.0
2008-04-01,11000.0
2008-05-01,20000.0
2008-06-01,17000.0
2008-07-01,17000.0
2008-08-01,19000.0
2008-09-01,9489.0
2008-10-01,18701.0
2008-11-01,19174.0
2008-12-01,19938.0
2009-01-01,22000.0
2009-02-01,25538.0
2009-03-01,26693.0
2009-04-01,29962.0
2009-05-01,24009.0
2009-06-01,26839.0
2009-07-01,28443.0
2009-08-01,28938.0
2009-09-01,26963.0
2009-10-01,23955.0
2009-11-01,24812.0
2009-12-01,88883.0
2010-01-01,0.0
2010-02-01,0.0
2010-03-01,0.0
2010-04-01,0.0
2010-05-01,0.0
2010-06-01,26322.0
2010-07-01,18412.0
2010-08-01,17661.0
2010-09-01,23039.0
2010-10-01,19444.0
2010-11-01,15715.0
2010-12-01,18071.0
2011-01-01,17883.0
2011-02-01,16803.0
2011-03-01,16582.0
2011-04-01,19522.0
2011-05-01,18372.0
2011-06-01,18934.0
2011-07-01,22716.0
2011-08-01,19896.0
2011-09-01,21629.0
2011-10-01,26289.0
2011-11-01,25306.0
2011-12-01,24983.0
2012-01-01,28363.0
2012-02-01,26855.0
2012-03-01,26569.0
2012-04-01,29068.0
2012-05-01,31819.0
2012-06-01,31180.0
2012-07-01,33020.0
2012-08-01,33563.0
2012-09-01,30073.0
2012-10-01,31074.0
2012-11-01,35380.0
2012-12-01,31565.0
2013-01-01,32909.0
2013-02-01,0.0
2013-03-01,0.0
2013-04-01,95406.0
2013-05-01,35272.0
2013-06-01,35349.0
2013-07-01,34714.0
2013-08-01,35491.0
2013-09-01,32866.0
2013-10-01,37281.0
2013-11-01,35617.0
2013-12-01,39179.0
2014-01-01,41535.0
2014-02-01,37713.0
2014-03-01,37201.0
2014-04-01,40288.0
2014-05-01,38543.0
2014-06-01,45619.0
