Tarih,TP_KB_GID054
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,0.0
2006-03-01,50000.0
2006-04-01,37000.0
2006-05-01,0.0
2006-06-01,38000.0
2006-07-01,30000.0
2006-08-01,17000.0
2006-09-01,30000.0
2006-10-01,38000.0
2006-11-01,40000.0
2006-12-01,40000.0
2007-01-01,0.0
2007-02-01,35000.0
2007-03-01,30000.0
2007-04-01,29000.0
2007-05-01,29000.0
2007-06-01,29000.0
2007-07-01,29000.0
2007-08-01,29000.0
2007-09-01,35000.0
2007-10-01,23000.0
2007-11-01,29000.0
2007-12-01,29000.0
2008-01-01,30000.0
2008-02-01,29000.0
2008-03-01,30000.0
2008-04-01,29000.0
2008-05-01,29000.0
2008-06-01,29000.0
2008-07-01,29000.0
2008-08-01,29000.0
2008-09-01,29000.0
2008-10-01,29000.0
2008-11-01,29000.0
2008-12-01,29000.0
2009-01-01,42000.0
2009-02-01,42000.0
2009-03-01,42000.0
2009-04-01,42000.0
2009-05-01,41500.0
2009-06-01,41500.0
2009-07-01,41500.0
2009-08-01,60000.0
2009-09-01,41500.0
2009-10-01,60000.0
2009-11-01,60000.0
2009-12-01,61000.0
2010-01-01,28000.0
2010-02-01,0.0
2010-03-01,0.0
2010-04-01,0.0
2010-05-01,59000.0
2010-06-01,18000.0
2010-07-01,3000.0
2010-08-01,55750.0
2010-09-01,18100.0
2010-10-01,8500.0
2010-11-01,48200.0
2010-12-01,152866.0
2011-01-01,0.0
2011-02-01,0.0
2011-03-01,15944.0
2011-04-01,52506.0
2011-05-01,94552.0
2011-06-01,79010.0
2011-07-01,68373.0
2011-08-01,73055.0
2011-09-01,73713.0
2011-10-01,49169.0
2011-11-01,66028.0
2011-12-01,66493.0
2012-01-01,28229.0
2012-02-01,81655.0
2012-03-01,49357.0
2012-04-01,60505.0
2012-05-01,67572.0
2012-06-01,59324.0
2012-07-01,56632.0
2012-08-01,102868.0
2012-09-01,62913.0
2012-10-01,62700.0
2012-11-01,29249.0
2012-12-01,21344.0
2013-01-01,78909.0
2013-02-01,137128.0
2013-03-01,56941.0
2013-04-01,87630.0
2013-05-01,96576.0
2013-06-01,52173.0
2013-07-01,52645.0
2013-08-01,67566.0
2013-09-01,947.0
2013-10-01,50621.0
2013-11-01,175583.0
2013-12-01,99979.0
2014-01-01,0.0
2014-02-01,125079.0
2014-03-01,76841.0
2014-04-01,133806.0
2014-05-01,112748.0
2014-06-01,940.0
