Tarih,TP_KB_GID114
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,270.0
2006-03-01,1355.0
2006-04-01,15367.0
2006-05-01,22429.0
2006-06-01,30000.0
2006-07-01,27040.0
2006-08-01,41706.0
2006-09-01,73462.0
2006-10-01,108627.0
2006-11-01,78489.0
2006-12-01,397723.0
2007-01-01,489.0
2007-02-01,23908.0
2007-03-01,19441.0
2007-04-01,50951.0
2007-05-01,39817.0
2007-06-01,29728.0
2007-07-01,69012.0
2007-08-01,70513.0
2007-09-01,69891.0
2007-10-01,94395.0
2007-11-01,117373.0
2007-12-01,295893.0
2008-01-01,1620.0
2008-02-01,6568.0
2008-03-01,15293.0
2008-04-01,63865.0
2008-05-01,46871.0
2008-06-01,40412.0
2008-07-01,89877.0
2008-08-01,75481.0
2008-09-01,69610.0
2008-10-01,98437.0
2008-11-01,116255.0
2008-12-01,327995.0
2009-01-01,338.0
2009-02-01,4943.0
2009-03-01,12137.0
2009-04-01,62019.0
2009-05-01,41577.0
2009-06-01,54669.0
2009-07-01,76967.0
2009-08-01,60000.0
2009-09-01,66175.0
2009-10-01,104365.0
2009-11-01,143238.0
2009-12-01,318660.0
2010-01-01,1828.0
2010-02-01,6238.0
2010-03-01,22243.0
2010-04-01,68359.0
2010-05-01,57217.0
2010-06-01,42462.0
2010-07-01,91577.0
2010-08-01,70152.0
2010-09-01,103098.0
2010-10-01,117954.0
2010-11-01,133943.0
2010-12-01,560688.0
2011-01-01,1523.0
2011-02-01,23774.0
2011-03-01,29708.0
2011-04-01,104086.0
2011-05-01,64273.0
2011-06-01,60415.0
2011-07-01,77071.0
2011-08-01,147834.0
2011-09-01,89571.0
2011-10-01,142079.0
2011-11-01,134770.0
2011-12-01,567622.0
2012-01-01,1603.0
2012-02-01,32839.0
2012-03-01,43236.0
2012-04-01,59859.0
2012-05-01,89192.0
2012-06-01,63989.0
2012-07-01,186148.0
2012-08-01,98742.0
2012-09-01,138648.0
2012-10-01,199064.0
2012-11-01,196352.0
2012-12-01,515957.0
2013-01-01,8311.0
2013-02-01,28831.0
2013-03-01,66371.0
2013-04-01,113650.0
2013-05-01,77338.0
2013-06-01,85503.0
2013-07-01,179673.0
2013-08-01,140869.0
2013-09-01,209142.0
2013-10-01,182575.0
2013-11-01,230946.0
2013-12-01,657631.0
2014-01-01,3012.0
2014-02-01,45861.0
2014-03-01,60026.0
2014-04-01,85205.0
2014-05-01,155707.0
2014-06-01,176118.0
