Tarih,TP_KB_FVD30
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,21970.0
2006-01-01,21995.0
2006-02-01,14164.0
2006-03-01,15554.0
2006-04-01,6215.0
2006-05-01,10369.0
2006-06-01,6522.0
2006-07-01,9127.0
2006-08-01,8470.0
2006-09-01,8967.0
2006-10-01,9959.0
2006-11-01,11642.0
2006-12-01,10144.0
2007-01-01,9511.0
2007-02-01,9339.0
2007-03-01,10379.0
2007-04-01,9606.0
2007-05-01,10375.0
2007-06-01,125903.0
2007-07-01,165875.0
2007-08-01,165952.0
2007-09-01,159101.0
2007-10-01,160709.0
2007-11-01,159649.0
2007-12-01,185800.0
2008-01-01,268898.0
2008-02-01,301418.0
2008-03-01,275734.0
2008-04-01,291933.0
2008-05-01,268770.0
2008-06-01,225768.0
2008-07-01,218739.0
2008-08-01,165467.0
2008-09-01,228953.0
2008-10-01,224430.0
2008-11-01,300657.0
2008-12-01,388069.0
2009-01-01,462348.0
2009-02-01,514245.0
2009-03-01,552421.0
2009-04-01,526173.0
2009-05-01,559116.0
2009-06-01,559764.0
2009-07-01,582855.0
2009-08-01,591137.0
2009-09-01,611745.0
2009-10-01,563620.0
2009-11-01,550192.0
2009-12-01,539742.0
2010-01-01,537011.0
2010-02-01,469124.0
2010-03-01,491879.0
2010-04-01,528457.0
2010-05-01,495641.0
2010-06-01,466402.0
2010-07-01,573030.0
2010-08-01,746538.0
2010-09-01,768696.0
2010-10-01,759138.0
2010-11-01,846389.0
2010-12-01,863011.0
2011-01-01,995688.0
2011-02-01,1143127.0
2011-03-01,1432751.0
2011-04-01,1574925.0
2011-05-01,1605753.0
2011-06-01,1598706.0
2011-07-01,1607412.0
2011-08-01,1576480.0
2011-09-01,1568495.0
2011-10-01,1634124.0
2011-11-01,1704657.0
2011-12-01,1618079.0
2012-01-01,1622907.0
2012-02-01,1569000.0
2012-03-01,1535813.0
2012-04-01,1506060.0
2012-05-01,1525410.0
2012-06-01,1507340.0
2012-07-01,1592872.0
2012-08-01,1697813.0
2012-09-01,1807518.0
2012-10-01,1784198.0
2012-11-01,1908082.0
2012-12-01,1871664.0
2013-01-01,1688897.0
2013-02-01,1447674.0
2013-03-01,1290880.0
2013-04-01,1156489.0
2013-05-01,1194707.0
2013-06-01,1179427.0
2013-07-01,1160337.0
2013-08-01,1139088.0
2013-09-01,1130764.0
2013-10-01,1160187.0
2013-11-01,1184132.0
2013-12-01,1136286.0
2014-01-01,1124547.0
2014-02-01,1098541.0
