Tarih,TP_KB_FVD44
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,102936.0
2006-01-01,98913.0
2006-02-01,98059.0
2006-03-01,100106.0
2006-04-01,97576.0
2006-05-01,109899.0
2006-06-01,112730.0
2006-07-01,106691.0
2006-08-01,117372.0
2006-09-01,123009.0
2006-10-01,125102.0
2006-11-01,129865.0
2006-12-01,127385.0
2007-01-01,129255.0
2007-02-01,254092.0
2007-03-01,312498.0
2007-04-01,319744.0
2007-05-01,331209.0
2007-06-01,335284.0
2007-07-01,348469.0
2007-08-01,198670.0
2007-09-01,273473.0
2007-10-01,253501.0
2007-11-01,457095.0
2007-12-01,519477.0
2008-01-01,602772.0
2008-02-01,696668.0
2008-03-01,736412.0
2008-04-01,821121.0
2008-05-01,709502.0
2008-06-01,720712.0
2008-07-01,568623.0
2008-08-01,577753.0
2008-09-01,524915.0
2008-10-01,524277.0
2008-11-01,550314.0
2008-12-01,427143.0
2009-01-01,487354.0
2009-02-01,492737.0
2009-03-01,504458.0
2009-04-01,607091.0
2009-05-01,594570.0
2009-06-01,620931.0
2009-07-01,781806.0
2009-08-01,827208.0
2009-09-01,843331.0
2009-10-01,764710.0
2009-11-01,769653.0
2009-12-01,670729.0
2010-01-01,724273.0
2010-02-01,681146.0
2010-03-01,617522.0
2010-04-01,596012.0
2010-05-01,386097.0
2010-06-01,607502.0
2010-07-01,691535.0
2010-08-01,703056.0
2010-09-01,526661.0
2010-10-01,440001.0
2010-11-01,421089.0
2010-12-01,626001.0
2011-01-01,673407.0
2011-02-01,680653.0
2011-03-01,662059.0
2011-04-01,621452.0
2011-05-01,574823.0
2011-06-01,566638.0
2011-07-01,583039.0
2011-08-01,595469.0
2011-09-01,563744.0
2011-10-01,458947.0
2011-11-01,457875.0
2011-12-01,414408.0
2012-01-01,336867.0
2012-02-01,291586.0
2012-03-01,621020.0
2012-04-01,712253.0
2012-05-01,753718.0
2012-06-01,906140.0
2012-07-01,880629.0
2012-08-01,779626.0
2012-09-01,559253.0
2012-10-01,437648.0
2012-11-01,444808.0
2012-12-01,408907.0
2013-01-01,389576.0
2013-02-01,415617.0
2013-03-01,443222.0
2013-04-01,561631.0
2013-05-01,638267.0
2013-06-01,706218.0
2013-07-01,900576.0
2013-08-01,1043674.0
2013-09-01,978504.0
2013-10-01,983211.0
2013-11-01,917815.0
2013-12-01,951843.0
2014-01-01,1010420.0
2014-02-01,952468.0
2014-03-01,1135668.0
2014-04-01,1110000.0
